,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,20773.00000,16215.00000,4558.00000,891.00000,1096.00000,3462.00000,-348.00000,3114.00000,756.00000,2358.00000,2358.00000,2358.00000,3744.00000,3462.00000,324.40000,325.80000,7.27000,7.24000
2021-12-31,13857.00000,11056.00000,2801.00000,823.00000,1051.00000,1750.00000,-570.00000,1180.00000,81.00000,1099.00000,1099.00000,1099.00000,2045.00000,1750.00000,327.20000,329.30000,3.36000,3.34000
2020-12-31,10571.00000,9112.00000,1459.00000,762.00000,1375.00000,84.00000,-550.00000,-466.00000,-199.00000,-267.00000,-267.00000,-267.00000,562.00000,84.00000,325.80000,325.80000,-0.82000,-0.82000
2019-12-31,20972.00000,17755.00000,3217.00000,938.00000,1417.00000,1800.00000,-201.00000,1599.00000,326.00000,1273.00000,1273.00000,1273.00000,2203.00000,1800.00000,332.70000,335.50000,3.83000,3.80000
2018-12-31,20758.00000,17084.00000,3674.00000,927.00000,1308.00000,2366.00000,-21.00000,2345.00000,438.00000,1907.00000,1907.00000,1907.00000,2650.00000,2366.00000,350.10000,354.20000,5.45000,5.38000
2017-12-31,20452.00000,1411.00000,19041.00000,921.00000,16537.00000,2504.00000,478.00000,2982.00000,1523.00000,1459.00000,1459.00000,1459.00000,2783.00000,2504.00000,375.20000,379.90000,3.89000,3.84000
2016-12-31,15407.00000,12735.00000,2672.00000,743.00000,1248.00000,1424.00000,-185.00000,1239.00000,431.00000,808.00000,808.00000,808.00000,1583.00000,1424.00000,290.90000,295.70000,2.78000,2.73000
2015-12-31,14486.00000,12363.00000,2123.00000,634.00000,773.00000,1350.00000,-95.00000,1255.00000,396.00000,859.00000,859.00000,859.00000,1489.00000,1350.00000,267.30000,272.80000,3.22000,3.15000
2014-12-31,13796.00000,11830.00000,1966.00000,659.00000,807.00000,1159.00000,-71.00000,1088.00000,335.00000,753.00000,753.00000,753.00000,1307.00000,1159.00000,289.90000,296.80000,2.60000,2.54000
2013-12-31,12784.00000,11020.00000,1764.00000,649.00000,776.00000,988.00000,-91.00000,897.00000,271.00000,626.00000,626.00000,626.00000,1115.00000,988.00000,305.00000,313.00000,2.05000,2.00000
2012-12-31,11814.00000,10190.00000,1624.00000,582.00000,684.00000,940.00000,-91.00000,849.00000,278.00000,571.00000,571.00000,571.00000,1042.00000,940.00000,322.60000,332.90000,1.77000,1.72000
2011-12-31,12317.00000,11039.00000,1278.00000,752.00000,752.00000,526.00000,-170.00000,356.00000,158.00000,198.00000,198.00000,198.00000,670.00000,526.00000,350.10000,362.30000,0.56000,0.55000
2010-12-31,11691.00000,10216.00000,1475.00000,780.00000,780.00000,695.00000,-144.00000,551.00000,93.00000,458.00000,458.00000,458.00000,873.00000,695.00000,362.80000,378.30000,1.26000,1.21000
2009-12-31,10908.00000,10287.00000,621.00000,722.00000,773.00000,-152.00000,-266.00000,-418.00000,-65.00000,-353.00000,-353.00000,-346.00000,33.00000,-152.00000,356.40000,356.40000,-0.97000,-0.97000
