,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,17073.90000,14544.75000,2529.15400,1336.71100,33.58700,1657.09000,872.05760,-168.17200,703.88600,192.24300,511.64300,511.64300,,491.18900,1529.39000,872.05760,143.48800,147.99200,3.42000,3.32000
2021-12-31,12980.21000,11026.95000,1953.25900,1155.95600,31.58400,1289.74000,663.52050,-40.62000,622.90100,130.91800,491.98300,491.98300,,485.95600,1092.82100,663.52050,140.82400,145.37300,3.45000,3.34000
2020-12-31,11202.67000,9541.82500,1660.84700,975.07400,2.30200,1049.47500,611.37010,-40.02500,571.34600,119.38700,451.95900,451.95900,,445.59600,918.45610,611.37010,141.38000,145.24700,3.15000,3.07000
2019-12-31,12112.15000,10511.90000,1600.25200,955.99100,-27.29600,1045.38000,554.87400,17.41300,572.28700,165.47200,406.81500,406.81500,,402.04400,836.94200,554.87400,145.71000,147.53400,2.76000,2.73000
2018-12-31,11171.42000,9691.45900,1479.96400,857.57400,-38.12700,939.69100,540.26860,-82.60300,457.66600,161.65900,296.00700,296.00700,,293.34600,788.05150,540.26860,152.96300,154.22600,1.92000,1.90000
2017-12-31,9466.47800,8224.61800,1241.85900,777.92000,-52.88600,863.01100,378.84860,-25.09200,353.75700,35.53200,318.22500,318.22500,,314.97800,596.18260,378.84860,156.12400,157.15500,2.02000,2.00000
2016-12-31,7651.31900,6637.51900,1013.80000,653.33800,-7.96400,692.98700,320.81300,-13.12700,307.68600,107.24600,200.44000,200.44000,-0.34200,198.38300,524.09400,320.81300,157.28700,157.28800,1.26000,1.26000
2015-12-31,7572.43600,6648.77100,923.66500,592.86300,-58.45100,686.16200,237.50290,-8.82800,228.67500,97.47200,131.20300,131.20300,190.62100,310.90700,436.44690,237.50290,195.11300,195.12000,1.59000,1.59000
2014-12-31,7747.22900,6578.43500,1168.79400,705.47700,,739.73400,429.06010,-2.46100,426.59900,139.00700,287.59200,287.59200,27.49000,296.71400,605.51710,429.06010,219.66800,219.69000,1.35000,1.35000
2013-12-31,6411.57700,5424.64400,986.93310,485.06900,,510.93400,475.99900,112.32100,588.32000,196.87500,391.44500,391.44500,29.86400,401.92100,621.77500,475.99900,214.92900,214.97800,1.87000,1.87000
2012-12-31,5920.26900,4982.56200,937.70700,434.89400,,472.58500,465.12210,-0.54200,464.58000,158.85900,305.72100,305.72100,16.93500,306.62900,613.87110,465.12210,212.77700,212.83500,1.44000,1.44000
2011-12-31,4193.76400,3632.04800,561.71610,337.83500,,366.87400,194.84200,-1.33400,193.50800,63.09600,130.41200,130.41200,14.00400,132.51500,323.24100,194.84200,212.64800,213.16800,0.62000,0.62000
2010-12-31,3629.43300,3039.91200,589.52100,307.87500,,345.53000,243.99100,-10.03300,233.95800,88.88400,145.07400,145.07400,10.48300,153.17600,371.01600,243.99100,210.04600,211.79600,0.73000,0.72000
2009-12-31,3318.12600,2724.63800,593.48800,312.41400,,351.36600,242.12210,-8.39200,233.73000,70.19500,163.53500,163.53500,,162.16200,354.87010,242.12210,200.73300,201.31100,0.81000,0.81000
