,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,19169.00000,2797.00000,16372.00000,6175.00000,15.00000,8383.00000,7989.00000,-214.00000,7775.00000,1738.00000,6037.00000,6037.00000,,6015.00000,10181.00000,7989.00000,651.00000,653.00000,9.15000,9.12000
2021-12-31,12206.00000,2131.00000,10075.00000,4629.00000,154.00000,6891.00000,3184.00000,-286.00000,2898.00000,65.00000,2833.00000,2833.00000,,2813.00000,5315.00000,3184.00000,663.00000,665.00000,4.20000,4.19000
2020-12-31,4828.00000,1123.00000,3705.00000,2351.00000,-2859.00000,6559.00000,-2854.00000,-236.00000,-3090.00000,-547.00000,-2543.00000,-2543.00000,-128.00000,-2680.00000,-1522.00000,-2854.00000,377.00000,377.00000,-7.12000,-7.12000
2019-12-31,6220.00000,1197.00000,5023.00000,3287.00000,-14.00000,4882.00000,141.00000,-250.00000,-109.00000,-30.00000,-79.00000,-79.00000,-274.00000,-355.00000,1671.00000,141.00000,401.00000,401.00000,-0.89000,-0.89000
2018-12-31,8896.00000,1153.00000,7743.00000,5475.00000,1.00000,6799.00000,944.00000,,944.00000,230.00000,714.00000,714.00000,2510.00000,3064.00000,2199.00000,944.00000,494.00000,497.00000,6.14000,6.10000
2017-12-31,6501.00000,791.00000,5710.00000,4204.00000,-137.00000,5349.00000,361.00000,-321.00000,40.00000,7.00000,33.00000,33.00000,1045.00000,898.00000,1396.00000,361.00000,520.00000,520.00000,1.71000,1.70000
2016-12-31,6753.00000,1805.00000,4948.00000,3554.00000,743.00000,4664.00000,284.00000,-717.00000,-433.00000,141.00000,-574.00000,-574.00000,-884.00000,-1056.00000,1951.00000,284.00000,507.00000,507.00000,-2.09000,-2.09000
2015-12-31,13145.00000,,13145.00000,10093.00000,-18098.00000,,-19068.00000,-790.00000,-19858.00000,-6213.00000,-13645.00000,-13645.00000,,-12901.00000,-14971.00000,-19068.00000,407.00000,407.00000,-31.72000,-31.72000
2014-12-31,20638.00000,,20638.00000,10529.00000,-2046.00000,,4698.00000,-639.00000,4059.00000,2368.00000,1691.00000,1691.00000,,1607.00000,8106.00000,4698.00000,405.00000,407.00000,3.93000,3.91000
2013-12-31,10397.00000,,10397.00000,4899.00000,-2097.00000,,567.00000,-418.00000,149.00000,169.00000,-20.00000,-20.00000,,-22.00000,3347.00000,567.00000,402.00000,402.00000,-0.06000,-0.06000
2012-12-31,9501.00000,,9501.00000,4426.00000,-2116.00000,,74.00000,-391.00000,-317.00000,-132.00000,-185.00000,-185.00000,-21.00000,-206.00000,2885.00000,74.00000,400.00000,400.00000,-0.52000,-0.52000
2011-12-31,11445.00000,,11445.00000,4576.00000,11.00000,,4632.00000,-342.00000,4290.00000,2156.00000,2134.00000,2134.00000,2570.00000,4704.00000,6880.00000,4632.00000,417.00000,418.00000,11.29000,11.25000
2010-12-31,9940.00000,,9940.00000,3989.00000,,,3964.00000,-396.00000,3568.00000,1235.00000,2333.00000,2333.00000,2217.00000,4550.00000,5894.00000,3964.00000,435.00000,436.00000,10.35000,10.31000
2009-12-31,8015.00000,,8015.00000,3654.00000,-6408.00000,,-4260.00000,-266.00000,-4526.00000,-1773.00000,-2753.00000,-2753.00000,274.00000,-2479.00000,-2152.00000,-4260.00000,439.00000,439.00000,-5.58000,-5.58000
