,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1429.54700,874.13400,555.41300,116.11400,207.89600,-52.20600,385.91300,169.49990,13.85100,183.35100,72.58900,110.76200,110.76200,109.90900,260.06390,169.49990,50.76100,50.92500,2.17000,2.16000
2021-12-31,1460.86000,764.46200,696.39800,139.57300,204.06200,15.12000,328.51500,367.88310,-1.40200,366.48100,88.61500,277.86600,277.86600,278.41600,464.21310,367.88310,53.41000,53.93000,5.21000,5.16000
2020-12-31,1200.72400,661.72800,538.99600,126.89800,180.58800,12.24400,340.33700,198.65900,7.03300,205.69200,45.35400,160.33800,160.33800,159.57200,337.80200,198.65900,53.18600,53.78500,3.00000,2.97000
2019-12-31,1314.58100,708.37200,606.20900,129.99700,185.34200,-19.95700,372.41600,233.79300,14.58300,248.37600,68.11500,180.26100,180.26100,180.23400,367.18100,233.79300,53.06100,53.83900,3.40000,3.35000
2018-12-31,1459.87400,659.60600,800.26800,122.76900,160.24400,6.15000,276.86300,523.40500,10.99000,534.39500,130.22600,404.16900,404.16900,404.02700,603.67600,523.40500,53.52200,54.72600,7.55000,7.38000
2017-12-31,1408.88900,611.97800,796.91100,100.87000,130.46900,-14.46000,245.79900,551.11200,0.75900,551.87100,204.28300,347.58800,347.58800,347.61400,615.68000,551.11200,53.49500,54.69900,6.50000,6.36000
2016-12-31,1006.17300,453.93300,552.24000,78.55200,104.87900,-4.49600,187.92700,364.31300,2.25200,366.56500,105.84900,260.71600,260.71600,260.75200,415.78800,364.31300,53.06800,53.79700,4.91000,4.85000
2015-12-31,901.26500,409.38800,491.87700,63.33400,89.06000,2.56000,149.83400,342.04300,-0.42600,341.61700,99.59000,242.02700,242.02700,242.15400,384.45800,342.04300,52.67600,53.42700,4.60000,4.53000
2014-12-31,769.83200,353.31400,416.51800,53.40300,85.97500,6.61800,132.76000,283.75800,0.71600,284.47400,84.02900,200.44500,200.44500,200.44500,319.37000,283.75800,52.10400,52.82400,3.85000,3.79000
2013-12-31,648.03400,308.13600,339.89800,41.66000,77.55500,-2.53600,121.75100,218.14700,0.15400,218.30100,62.52100,155.78000,155.78000,155.78000,249.67100,218.14700,51.54800,52.37500,3.02000,2.97000
2012-12-31,562.52800,257.80100,304.72700,31.40100,63.07600,-1.36200,95.83900,208.88800,0.32700,209.21500,61.47100,147.74400,147.74400,145.00400,235.03200,208.88800,50.47700,51.53600,2.87000,2.81000
2011-12-31,474.48200,217.22700,257.25500,25.42200,59.17300,2.86200,81.73300,175.52200,-0.93800,174.58400,53.57500,121.00900,121.00900,117.75900,199.48400,175.52200,47.36500,48.68500,2.48000,2.41000
2010-12-31,299.25600,152.79800,146.45800,19.16000,47.74500,0.84800,66.05700,80.40100,-1.14900,79.25200,24.90000,54.35200,54.35200,53.99100,102.24600,80.40100,46.42400,47.59400,1.16000,1.13000
2009-12-31,185.89400,121.62600,64.26800,18.54300,35.64600,-1.02200,55.21100,9.05700,-1.28800,7.76900,2.48500,5.28400,5.28400,5.41900,28.22900,9.05700,45.48900,46.59500,0.12000,0.12000
