,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,8362.00000,5822.00000,2540.00000,1029.00000,1529.00000,1011.00000,-157.00000,854.00000,213.00000,641.00000,641.00000,633.00000,1437.00000,1011.00000,182.20000,182.80000,3.46000,3.46000
2021-12-31,7822.00000,5453.00000,2369.00000,1030.00000,1493.00000,876.00000,-139.00000,737.00000,172.00000,565.00000,565.00000,558.00000,1317.00000,876.00000,187.70000,188.10000,2.96000,2.96000
2020-12-31,7556.00000,5419.00000,2137.00000,948.00000,1392.00000,745.00000,-188.00000,557.00000,145.00000,412.00000,412.00000,414.00000,1130.00000,745.00000,189.90000,190.40000,2.18000,2.17000
2019-12-31,8200.00000,5922.00000,2278.00000,1167.00000,1615.00000,663.00000,-216.00000,447.00000,120.00000,327.00000,327.00000,327.00000,982.00000,663.00000,170.50000,177.30000,1.91000,1.84000
2018-12-31,4363.50000,3129.60000,1233.90000,633.20000,760.50000,473.39990,-105.80000,367.60000,75.90000,291.70000,291.70000,294.90000,582.69990,473.39990,96.00000,96.50000,3.06000,3.05000
2017-12-31,3881.70000,2816.40000,1065.30000,512.50000,644.20000,421.09990,-69.00000,352.10000,89.80000,262.30000,262.30000,262.30000,524.29990,421.09990,95.50000,96.10000,2.74000,2.72000
2016-12-31,2931.18800,2006.94900,924.23900,373.55900,467.63200,456.60690,-43.77000,412.83700,99.43300,313.40400,313.40400,304.88700,526.40190,456.60690,90.35900,91.14100,3.37000,3.34000
2015-12-31,3307.99800,2260.18200,1047.81600,347.37300,440.24900,607.56710,-22.19900,585.36800,186.74000,398.62800,398.62800,398.62800,672.30110,607.56710,96.07400,97.00600,4.14000,4.10000
2014-12-31,3044.45400,2108.47200,935.98220,324.53900,408.87300,527.10910,-19.25400,507.85500,156.17500,351.68000,351.68000,351.68000,588.37010,527.10910,95.78100,96.88500,3.66000,3.62000
2013-12-31,2566.39200,1802.36500,764.02710,262.71800,326.71700,437.31010,-16.22300,421.08700,128.85200,292.23500,292.23500,292.23500,488.50310,437.31010,95.46300,96.83200,3.05000,3.01000
2012-12-31,2391.12200,1696.55500,694.56700,245.70900,302.28800,392.27910,-14.92100,377.35800,125.62600,251.73200,251.73200,251.73200,436.41500,392.27910,95.46900,96.74200,2.62000,2.60000
2011-12-31,1967.63700,1397.21300,570.42400,247.53400,299.72300,270.70090,-15.38700,255.31400,85.16500,170.14900,170.14900,169.29800,315.54990,270.70090,95.63900,96.65700,1.77000,1.76000
2010-12-31,1507.01200,1057.93400,449.07800,195.89200,246.26800,202.81010,-15.98300,186.82700,63.72800,123.09900,123.09900,122.48400,241.39610,202.81010,95.19400,96.01000,1.28500,1.28000
2009-12-31,1401.61600,1008.29000,393.32600,160.99800,213.29400,180.03200,-16.67300,163.35900,48.30400,115.05500,115.05500,115.05500,215.55100,180.03200,94.99800,95.95400,1.20500,1.19500
