,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1799.99500,873.91100,926.08400,133.73100,-22.10500,660.33800,265.74600,-626.69800,-360.95200,21.66000,-382.61200,-382.61200,,-408.61500,786.87400,265.74600,191.77500,191.77500,-2.13000,-2.13000
2021-12-31,1589.21000,797.31500,791.89500,134.54500,-23.66200,570.55400,221.34090,-24.28400,197.05700,-10.49600,207.55300,207.55300,,101.08600,644.68590,221.34090,191.55100,192.12200,0.53000,0.53000
2020-12-31,1527.95100,789.06600,738.88510,181.50900,-180.47000,761.67400,-22.78890,-402.42600,-425.21500,36.63000,-461.84500,-461.84500,,-348.74400,378.27510,-22.78890,191.14600,191.14600,-1.83000,-1.83000
2019-12-31,1924.70000,917.98100,1006.71900,169.92000,-118.14700,707.17400,299.54490,3138.18600,3437.73100,103.43900,3334.29200,3334.29200,-0.03000,3097.80600,718.64790,299.54490,190.80100,191.05300,16.23000,16.21000
2018-12-31,2163.72000,963.47800,1200.24200,141.87100,-28.84000,617.28100,582.96090,-123.36300,459.59800,37.63300,421.96500,421.96500,0.63800,384.83200,1017.17300,582.96090,190.21900,191.29000,2.02000,2.01000
2017-12-31,2084.12600,888.37200,1195.75400,150.78200,-6.93200,587.10300,608.65100,-288.92000,319.73100,42.37500,277.35600,277.35600,-13.22800,162.01700,1091.68700,608.65100,189.52600,191.25800,0.85000,0.85000
2016-12-31,2003.74200,854.01700,1149.72500,143.64300,-5.21300,569.87900,579.84580,5.08700,584.93300,7.92300,577.01000,577.01000,404.91200,823.60600,1121.91400,579.84580,188.83700,190.17300,4.36000,4.34000
2015-12-31,1985.49500,824.51100,1160.98400,149.25600,-12.51100,541.57000,619.41410,-68.50700,550.90700,-85.01200,635.91900,635.91900,223.51100,679.85600,1106.56800,619.41410,188.35300,189.56400,3.61000,3.59000
2014-12-31,2312.51200,953.61100,1358.90100,169.27000,-18.43500,669.00800,689.89280,-257.26200,432.63100,9.28100,423.35000,423.35000,585.67600,783.38800,1226.51500,689.89280,187.57200,188.69000,4.18000,4.15000
2013-12-31,2299.17600,960.77500,1338.40100,177.36600,-24.85700,663.85000,674.55090,-686.62300,-12.07200,-8.71700,-3.35500,-3.35500,568.09500,392.03400,1183.67300,674.55090,186.94100,187.70900,2.10000,2.09000
2012-12-31,2649.21700,1215.50200,1433.71500,190.10900,-25.78600,705.92300,727.79200,-245.56400,482.22800,8.13200,474.09600,474.09600,220.44500,549.27100,1231.32100,727.79200,185.81000,186.53000,2.95000,2.94000
2011-12-31,2702.80800,1130.53100,1572.27700,208.53000,-35.29900,760.05100,812.22620,-213.74200,598.48400,23.92500,574.55900,574.55900,165.44100,601.77100,1330.17200,812.22620,184.30800,186.02100,3.26000,3.23000
2010-12-31,2558.20700,983.42400,1574.78300,211.39900,-109.45800,815.75500,759.02800,-35.69200,723.33600,22.13700,701.19900,701.19900,6.83200,596.77100,1249.13800,759.02800,182.34000,184.15900,3.27000,3.24000
2009-12-31,2655.59100,1050.54500,1605.04600,230.58400,-73.76300,823.88100,781.16500,-682.00200,99.16300,20.64200,78.52100,78.52100,49.92900,49.09300,1267.73700,781.16500,171.59500,173.50300,0.28000,0.28000
