,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,46298.00000,36386.00000,9912.00000,7970.00000,8117.00000,1795.00000,-7.00000,1788.00000,370.00000,1418.00000,1419.00000,,1419.00000,2713.00000,1795.00000,224.80000,225.70000,6.31000,6.29000
2022-01-31,51761.00000,40121.00000,11640.00000,8635.00000,8601.00000,3039.00000,-15.00000,3024.00000,574.00000,2450.00000,2454.00000,,2454.00000,3908.00000,3039.00000,246.80000,249.30000,9.94000,9.84000
2021-01-31,47262.00000,36689.00000,10573.00000,7928.00000,8182.00000,2391.00000,-14.00000,2377.00000,579.00000,1798.00000,1798.00000,,1798.00000,3230.00000,2391.00000,259.60000,263.00000,6.93000,6.84000
2020-01-31,43638.00000,33590.00000,10048.00000,7998.00000,8039.00000,2009.00000,-16.00000,1993.00000,452.00000,1541.00000,1541.00000,,1541.00000,2821.00000,2009.00000,264.90000,268.10000,5.82000,5.75000
2019-01-31,42879.00000,32918.00000,9961.00000,8015.00000,8061.00000,1900.00000,-12.00000,1888.00000,424.00000,1464.00000,1464.00000,,1464.00000,2670.00000,1900.00000,276.40000,281.40000,5.30000,5.20000
2018-01-31,42151.00000,32275.00000,9876.00000,8023.00000,8033.00000,1843.00000,-26.00000,1817.00000,818.00000,999.00000,999.00000,,1000.00000,2526.00000,1843.00000,300.40000,307.10000,3.33000,3.26000
2017-01-31,39403.00000,29963.00000,9440.00000,7547.00000,7586.00000,1854.00000,-38.00000,1816.00000,609.00000,1207.00000,1207.00000,,1228.00000,2508.00000,1854.00000,318.50000,322.60000,3.86000,3.81000
2016-01-31,39528.00000,30337.00000,9191.00000,7618.00000,7816.00000,1375.00000,-65.00000,1310.00000,503.00000,807.00000,807.00000,90.00000,897.00000,2032.00000,1375.00000,346.50000,350.70000,2.59000,2.56000
2015-01-31,40339.00000,31292.00000,9047.00000,7592.00000,7597.00000,1450.00000,-63.00000,1387.00000,141.00000,1246.00000,1246.00000,-11.00000,1233.00000,2106.00000,1450.00000,349.50000,353.60000,3.53000,3.49000
2014-01-31,40611.00000,31212.00000,9399.00000,8106.00000,8255.00000,1144.00000,-61.00000,1083.00000,388.00000,695.00000,695.00000,-172.00000,532.00000,1860.00000,1144.00000,342.10000,347.60000,1.56000,1.53000
2013-01-31,38252.00000,29229.00000,9023.00000,7905.00000,8933.00000,90.00000,-86.00000,4.00000,263.00000,-259.00000,-259.00000,-161.00000,-441.00000,1744.00000,90.00000,338.60000,338.60000,-1.30000,-1.30000
2012-02-29,45457.00000,34473.00000,10984.00000,8755.00000,8784.00000,2200.00000,-34.00000,2166.00000,742.00000,1424.00000,1424.00000,-1402.00000,-1231.00000,4352.00000,2200.00000,366.30000,374.50000,-3.36000,-3.27000
2011-02-28,49747.00000,37206.00000,12541.00000,10029.00000,10167.00000,2374.00000,-43.00000,2331.00000,779.00000,1552.00000,1554.00000,-188.00000,1277.00000,3352.00000,2374.00000,406.10000,416.50000,3.14000,3.08000
2010-02-28,49243.00000,37201.00000,12042.00000,9622.00000,9674.00000,2368.00000,-39.00000,2329.00000,835.00000,1494.00000,1495.00000,-101.00000,1317.00000,3294.00000,2368.00000,416.80000,427.50000,3.16000,3.10000
2009-02-28,45015.00000,34017.00000,10998.00000,8984.00000,9128.00000,1870.00000,-170.00000,1700.00000,674.00000,1026.00000,1033.00000,,1003.00000,2663.00000,1870.00000,412.50000,422.90000,2.43000,2.39000
