,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-04-30,31686.00000,10145.00000,21541.00000,2746.00000,10292.00000,-862.00000,15788.00000,5753.00000,-235.00000,5517.00000,456.00000,5061.00000,5061.00000,,5039.00000,8460.00000,5753.00000,1342.40000,1351.40000,3.75000,3.73000
2021-04-30,30117.00000,10483.00000,19634.00000,2493.00000,10148.00000,-315.00000,15150.00000,4484.00000,-589.00000,3895.00000,265.00000,3630.00000,3630.00000,,3606.00000,7186.00000,4484.00000,1344.90000,1354.00000,2.68000,2.66000
2020-04-30,28913.00000,9424.00000,19489.00000,2331.00000,10109.00000,-71.00000,14698.00000,4791.00000,-736.00000,4055.00000,-751.00000,4806.00000,4806.00000,,4789.00000,7454.00000,4791.00000,1340.70000,1351.10000,3.57000,3.54000
2019-04-30,30557.00000,9155.00000,21402.00000,2330.00000,10418.00000,-258.00000,15134.00000,6268.00000,-1071.00000,5197.00000,547.00000,4650.00000,4650.00000,,4631.00000,8927.00000,6268.00000,1346.40000,1357.50000,3.44000,3.41000
2018-04-30,29953.00000,9067.00000,20886.00000,2256.00000,10238.00000,162.00000,14246.00000,6640.00000,-965.00000,5675.00000,2580.00000,3095.00000,3095.00000,,3104.00000,9284.00000,6640.00000,1356.70000,1368.20000,2.29000,2.27000
2017-04-30,29710.00000,9294.00000,20416.00000,2193.00000,10018.00000,-239.00000,15033.00000,5383.00000,-781.00000,4602.00000,578.00000,4024.00000,4024.00000,,4028.00000,8300.00000,5383.00000,1378.90000,1391.40000,2.92000,2.89000
2016-04-30,28833.00000,9142.00000,19691.00000,2224.00000,9469.00000,-107.00000,14330.00000,5361.00000,-1025.00000,4336.00000,798.00000,3538.00000,3538.00000,,3538.00000,8210.00000,5361.00000,1409.60000,1425.90000,2.51000,2.48000
2015-04-30,20261.00000,6309.00000,13952.00000,1640.00000,6904.00000,-80.00000,10186.00000,3766.00000,-280.00000,3486.00000,811.00000,2675.00000,2675.00000,,2675.00000,5148.00000,3766.00000,1095.50000,1109.00000,2.44000,2.41000
2014-04-30,17005.00000,4333.00000,12672.00000,1477.00000,5847.00000,-221.00000,8859.00000,3813.00000,-108.00000,3705.00000,640.00000,3065.00000,3065.00000,,3065.00000,4671.00000,3813.00000,1002.10000,1013.60000,3.06000,3.02000
2013-04-30,16590.00000,4126.00000,12464.00000,1557.00000,5698.00000,,7709.00000,4755.00000,-504.00000,4251.00000,784.00000,3467.00000,3467.00000,,3467.00000,5678.00000,4755.00000,1019.30000,1027.50000,3.40000,3.37000
2012-04-30,16184.00000,3889.00000,12295.00000,1490.00000,5623.00000,,7547.00000,4748.00000,-603.00000,4145.00000,730.00000,3415.00000,3415.00000,202.00000,3617.00000,5666.00000,4748.00000,1053.90000,1059.90000,3.43000,3.41000
2011-04-30,15508.00000,3700.00000,11808.00000,1472.00000,5427.00000,,7511.00000,4297.00000,-633.00000,3664.00000,609.00000,3055.00000,3055.00000,41.00000,3096.00000,5272.00000,4297.00000,1077.40000,1081.70000,2.87000,2.86000
2010-04-30,15392.00000,3582.00000,11810.00000,1424.00000,5282.00000,,7096.00000,4714.00000,-770.00000,3944.00000,861.00000,3083.00000,3083.00000,16.00000,3099.00000,5653.00000,4714.00000,1106.30000,1109.40000,2.80000,2.79000
2009-04-30,14599.00000,3518.00000,11081.00000,1355.00000,5152.00000,,7248.00000,3833.00000,-1393.00000,2440.00000,370.00000,2070.00000,2070.00000,,2070.00000,4686.00000,3833.00000,1121.90000,1126.30000,1.85000,1.84000
