,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,101556.00000,93986.00000,7570.00000,3358.00000,3358.00000,4212.00000,1021.00000,5233.00000,868.00000,4365.00000,4365.00000,4340.00000,5240.00000,4212.00000,562.00000,563.00000,7.72000,7.71000
2021-12-31,85249.00000,79262.00000,5987.00000,2994.00000,2994.00000,2993.00000,320.00000,3313.00000,578.00000,2735.00000,2735.00000,2709.00000,3989.00000,2993.00000,564.00000,566.00000,4.80000,4.79000
2020-12-31,64355.00000,59902.00000,4453.00000,2687.00000,2687.00000,1766.00000,117.00000,1883.00000,101.00000,1782.00000,1782.00000,1772.00000,2742.00000,1766.00000,561.00000,565.00000,3.16000,3.15000
2019-12-31,64656.00000,60509.00000,4147.00000,2493.00000,2493.00000,1654.00000,-66.00000,1588.00000,209.00000,1379.00000,1379.00000,1379.00000,2647.00000,1654.00000,563.00000,565.00000,2.45000,2.44000
2018-12-31,64341.00000,60160.00000,4181.00000,2165.00000,2165.00000,2016.00000,44.00000,2060.00000,245.00000,1815.00000,1815.00000,1810.00000,2957.00000,2016.00000,564.00000,567.00000,3.21000,3.19000
2017-12-31,60828.00000,57310.00000,3518.00000,1978.00000,1978.00000,1540.00000,69.00000,1609.00000,7.00000,1602.00000,1602.00000,1595.00000,2464.00000,1540.00000,569.00000,572.00000,2.80000,2.79000
2016-12-31,62346.00000,58728.00000,3618.00000,1981.00000,1981.00000,1637.00000,185.00000,1822.00000,534.00000,1288.00000,1288.00000,1279.00000,2537.00000,1637.00000,588.00000,591.00000,2.18000,2.16000
2015-12-31,67702.00000,63736.00000,3966.00000,1985.00000,1985.00000,1981.00000,303.00000,2284.00000,438.00000,1846.00000,1846.00000,1849.00000,2863.00000,1981.00000,618.00000,621.00000,2.99000,2.98000
2014-12-31,81201.00000,76433.00000,4768.00000,1933.00000,1933.00000,2835.00000,295.00000,3130.00000,877.00000,2253.00000,2253.00000,2248.00000,3729.00000,2835.00000,653.00000,656.00000,3.44000,3.43000
2013-12-31,89804.00000,85915.00000,3889.00000,1759.00000,1759.00000,2130.00000,-106.00000,2024.00000,670.00000,1354.00000,1354.00000,1342.00000,3039.00000,2130.00000,661.00000,663.00000,2.03000,2.02000
2012-12-31,90559.00000,86936.00000,3623.00000,1665.00000,1665.00000,1958.00000,23.00000,1981.00000,589.00000,1392.00000,1392.00000,1375.00000,2827.00000,1958.00000,660.00000,662.00000,2.08000,2.08000
2012-06-30,89038.00000,85370.00000,3668.00000,1626.00000,1626.00000,2042.00000,-277.00000,1765.00000,523.00000,1242.00000,1242.00000,1223.00000,2890.00000,2042.00000,665.00000,666.00000,1.84000,1.84000
2011-06-30,80676.00000,76376.00000,4300.00000,1611.00000,1611.00000,2689.00000,326.00000,3015.00000,997.00000,2018.00000,2018.00000,2036.00000,3566.00000,2689.00000,642.00000,654.00000,3.17000,3.13000
2010-06-30,61682.00000,57839.00000,3843.00000,1398.00000,1398.00000,2445.00000,140.00000,2585.00000,666.00000,1919.00000,1919.00000,1930.00000,3357.00000,2445.00000,643.00000,644.00000,3.00000,3.00000
2009-06-30,69207.00000,65118.00000,4089.00000,1412.00000,1412.00000,2677.00000,-177.00000,2500.00000,812.00000,1688.00000,1688.00000,1684.00000,3457.00000,2677.00000,643.00000,644.00000,2.62000,2.62000
