,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-03-31,6991.00000,1859.00000,5132.00000,2186.00000,1634.00000,4003.00000,1129.00000,-48.00000,1081.00000,292.00000,789.00000,789.00000,789.00000,1615.00000,1129.00000,284.00000,286.00000,2.78000,2.76000
2021-03-31,5629.00000,1494.00000,4135.00000,1778.00000,1281.00000,3089.00000,1046.00000,-29.00000,1017.00000,180.00000,837.00000,837.00000,837.00000,1227.00000,1046.00000,289.00000,292.00000,2.90000,2.87000
2020-03-31,5537.00000,1369.00000,4168.00000,1559.00000,1137.00000,2723.00000,1445.00000,63.00000,1508.00000,-1531.00000,3039.00000,3039.00000,3039.00000,1595.00000,1445.00000,293.00000,295.00000,10.37000,10.30000
2019-03-31,4950.00000,1322.00000,3628.00000,1433.00000,1162.00000,2632.00000,996.00000,83.00000,1079.00000,60.00000,1019.00000,1019.00000,1019.00000,1141.00000,996.00000,303.00000,306.00000,3.36000,3.33000
2018-03-31,5150.00000,1277.00000,3873.00000,1320.00000,1110.00000,2439.00000,1434.00000,15.00000,1449.00000,406.00000,1043.00000,1043.00000,1043.00000,1570.00000,1434.00000,308.00000,312.00000,3.39000,3.34000
2017-03-31,4845.00000,1298.00000,3547.00000,1205.00000,1112.00000,2323.00000,1224.00000,-14.00000,1210.00000,243.00000,967.00000,967.00000,967.00000,1396.00000,1224.00000,303.00000,314.00000,3.19000,3.08000
2016-03-31,4396.00000,1354.00000,3042.00000,1109.00000,1028.00000,2144.00000,898.00000,-21.00000,877.00000,-279.00000,1156.00000,1156.00000,1156.00000,1095.00000,898.00000,310.00000,330.00000,3.73000,3.50000
2015-03-31,4515.00000,1429.00000,3086.00000,1094.00000,1033.00000,2138.00000,948.00000,-23.00000,925.00000,50.00000,875.00000,875.00000,875.00000,1168.00000,948.00000,311.00000,325.00000,2.81000,2.69000
2014-03-31,3575.00000,1347.00000,2228.00000,1125.00000,1090.00000,2195.00000,33.00000,-26.00000,7.00000,-1.00000,8.00000,8.00000,8.00000,260.00000,33.00000,308.00000,316.00000,0.03000,0.03000
2013-03-31,3797.00000,1388.00000,2409.00000,1153.00000,1142.00000,2288.00000,121.00000,18.00000,139.00000,41.00000,98.00000,98.00000,98.00000,385.00000,121.00000,310.00000,313.00000,0.32000,0.31000
2012-03-31,4143.00000,1598.00000,2545.00000,1180.00000,1260.00000,2510.00000,35.00000,-17.00000,18.00000,-58.00000,76.00000,76.00000,76.00000,251.00000,35.00000,331.00000,336.00000,0.23000,0.23000
2011-03-31,3589.00000,1499.00000,2090.00000,1124.00000,1077.00000,2402.00000,-312.00000,33.00000,-279.00000,-3.00000,-276.00000,-276.00000,-276.00000,-132.00000,-312.00000,330.00000,330.00000,-0.84000,-0.84000
2010-03-31,3654.00000,1866.00000,1788.00000,1229.00000,1050.00000,2474.00000,-686.00000,-20.00000,-706.00000,-29.00000,-677.00000,-677.00000,-677.00000,-494.00000,-686.00000,325.00000,325.00000,-2.08000,-2.08000
2009-03-31,4212.00000,2127.00000,2085.00000,1359.00000,1023.00000,2912.00000,-827.00000,-28.00000,-855.00000,233.00000,-1088.00000,-1088.00000,-1088.00000,-261.00000,-827.00000,320.00000,320.00000,-3.40000,-3.40000
