,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3922.00000,1795.00000,2127.00000,174.00000,1589.00000,3064.00000,-937.00000,-118.00000,-1055.00000,-105.00000,-950.00000,-950.00000,-950.00000,578.00000,-937.00000,215.50000,215.50000,-4.41000,-4.41000
2021-12-31,4231.00000,1884.00000,2347.00000,171.00000,1551.00000,1739.00000,608.00000,-63.00000,545.00000,134.00000,411.00000,411.00000,411.00000,954.00000,608.00000,218.40000,220.20000,1.88000,1.87000
2020-12-31,3339.00000,1683.00000,1656.00000,123.00000,1302.00000,1659.00000,-3.00000,-47.00000,-50.00000,23.00000,-73.00000,-73.00000,-73.00000,488.00000,-3.00000,219.20000,219.20000,-0.33000,-0.33000
2019-12-31,4022.00000,1858.00000,2164.00000,143.00000,1587.00000,1811.00000,353.00000,-15.00000,338.00000,82.00000,256.00000,256.00000,256.00000,676.00000,353.00000,223.10000,224.40000,1.15000,1.14000
2018-12-31,3986.00000,1918.00000,2068.00000,,1719.00000,3026.00000,-958.00000,,-958.00000,53.00000,-1011.00000,-1011.00000,-1011.00000,462.00000,-958.00000,224.30000,224.30000,-4.51000,-4.51000
2017-12-31,3993.40000,1804.90000,2188.50000,,1674.70000,3750.80000,-1562.30000,-41.20000,-1603.50000,-53.20000,-1550.30000,-1550.30000,-1550.00000,407.59970,-1562.30000,229.40000,229.40000,-6.76000,-6.76000
2016-12-31,3745.30000,1744.40000,2000.90000,,1523.00000,1546.20000,454.70020,-13.80000,440.90000,9.50000,431.40000,431.40000,429.90000,730.90020,454.70020,218.00000,221.60000,1.97000,1.94000
2015-12-31,2674.30000,1157.10000,1517.20000,,1077.30000,1142.00000,375.20020,-45.50000,329.70000,77.00000,252.70000,251.10000,251.20000,509.40020,375.20020,140.00000,142.50000,1.79000,1.76000
2014-12-31,2922.60000,1322.80000,1599.80000,,1143.10000,1154.20000,445.60010,-41.20000,404.40000,81.10000,323.30000,322.90000,322.90000,579.30010,445.60010,141.70000,144.20000,2.28000,2.24000
2013-12-31,2950.80000,1373.40000,1577.40000,,1144.80000,1158.20000,419.20000,-49.90000,369.30000,52.20000,317.10000,318.20000,313.20000,552.10000,419.20000,142.70000,145.00000,2.20000,2.16000
2012-12-31,2928.42900,1372.04200,1556.38700,,1148.73100,1174.44800,381.93900,-51.26000,330.67900,8.92000,321.75900,318.48900,314.21300,518.18300,381.93900,141.85000,143.94500,2.22000,2.18000
2011-12-31,2537.71800,1264.27800,1273.44000,,936.84700,972.71200,300.72800,-44.61700,256.11100,11.01600,245.09500,247.44600,244.52000,393.78600,300.72800,141.38600,143.55300,1.73000,1.70000
2010-12-31,2221.01400,1090.85600,1130.15800,,738.90100,749.88500,380.27290,-22.61700,357.65600,89.22500,268.43100,267.33500,265.70800,446.61290,380.27290,143.98000,145.98500,1.85000,1.82000
2009-12-31,2159.37800,1053.01500,1106.36300,,718.23000,725.12000,381.24290,-17.88700,363.35600,88.94400,274.41200,274.41200,274.25800,446.41790,381.24290,148.31900,150.10200,1.85000,1.83000
