,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,48971.00000,37957.00000,11014.00000,1815.00000,-5615.00000,9407.00000,1607.00000,-1421.00000,186.00000,59.00000,127.00000,127.00000,127.00000,3905.00000,1607.00000,650.34500,655.12200,0.20000,0.19000
2021-12-31,29882.00000,27836.00000,2046.00000,1098.00000,12.00000,3105.00000,-1059.00000,-1489.00000,-2548.00000,-555.00000,-1993.00000,-1993.00000,-1993.00000,1276.00000,-1059.00000,644.01500,644.01500,-3.09000,-3.09000
2020-12-31,17337.00000,22523.00000,-5186.00000,666.00000,-2529.00000,5235.00000,-10421.00000,-1032.00000,-11453.00000,-2568.00000,-8885.00000,-8885.00000,-8885.00000,-8051.00000,-10421.00000,483.88800,483.88800,-18.36000,-18.36000
2019-12-31,45768.00000,32654.00000,13114.00000,2004.00000,-6063.00000,10049.00000,3065.00000,-809.00000,2256.00000,570.00000,1686.00000,1686.00000,1686.00000,5383.00000,3065.00000,443.36300,444.26900,3.80000,3.79000
2018-12-31,44541.00000,34490.00000,10051.00000,1520.00000,-5875.00000,7395.00000,2656.00000,-772.00000,1884.00000,472.00000,1412.00000,1412.00000,1412.00000,4815.00000,2656.00000,464.23600,465.66000,3.04000,3.03000
2017-12-31,42622.00000,29590.00000,13032.00000,1477.00000,-5622.00000,8801.00000,4231.00000,-836.00000,3395.00000,2113.00000,1282.00000,1282.00000,1282.00000,6248.00000,4231.00000,489.16400,491.69200,2.62000,2.61000
2016-12-31,40142.00000,26891.00000,13251.00000,1323.00000,-5343.00000,8191.00000,5060.00000,-908.00000,4152.00000,1568.00000,2584.00000,2584.00000,2584.00000,6759.00000,5060.00000,552.30800,556.09900,4.68000,4.65000
2015-12-31,40990.00000,26603.00000,14387.00000,1394.00000,-5425.00000,8183.00000,6204.00000,-1588.00000,4616.00000,-2994.00000,7610.00000,7610.00000,7610.00000,7691.00000,6204.00000,668.39300,687.35500,11.39000,11.07000
2014-12-31,42650.00000,30644.00000,12006.00000,1544.00000,-4918.00000,7757.00000,4249.00000,-1037.00000,3212.00000,330.00000,2882.00000,2882.00000,2882.00000,5591.00000,4249.00000,717.45600,734.01600,4.02000,3.93000
2013-12-31,26743.00000,19805.00000,6938.00000,1158.00000,-3528.00000,5539.00000,1399.00000,-3579.00000,-2180.00000,-346.00000,-1834.00000,-1834.00000,-1834.00000,2419.00000,1399.00000,280.21300,280.21300,-6.54000,-6.54000
2012-12-31,24855.00000,19744.00000,5111.00000,1058.00000,-3060.00000,4963.00000,148.00000,-2593.00000,-2445.00000,-569.00000,-1876.00000,-1876.00000,-1876.00000,1149.00000,148.00000,249.49000,249.49000,-7.52000,-7.52000
2011-12-31,23979.00000,19606.00000,4373.00000,1102.00000,-3393.00000,5410.00000,-1037.00000,-942.00000,-1979.00000,,-1979.00000,-1979.00000,-1979.00000,38.00000,-1037.00000,124.98500,124.98500,-15.83000,-15.83000
2010-12-31,22170.00000,18040.00000,4130.00000,,-2729.00000,3822.00000,308.00000,-814.00000,-506.00000,-35.00000,-471.00000,-471.00000,-471.00000,1401.00000,308.00000,333.00000,333.00000,-1.41000,-1.41000
2009-12-31,19917.00000,16838.00000,3079.00000,,-2979.00000,4083.00000,-1004.00000,-748.00000,-1752.00000,-284.00000,-1468.00000,-1468.00000,-1468.00000,100.00000,-1004.00000,294.00000,294.00000,-4.99000,-4.99000
