,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1850.20400,1066.34100,783.86300,105.18400,403.06700,569.61400,214.24900,-26.65600,187.59300,23.35300,164.24000,164.24000,164.24000,386.29000,214.24900,41.54400,42.39900,3.95000,3.87000
2021-12-31,1592.28700,882.64290,709.64400,93.48100,390.57900,528.90910,180.73500,-21.75400,158.98100,-2.47700,161.45800,161.45800,161.45800,326.57500,180.73500,40.84800,42.24400,3.95000,3.82000
2020-12-31,1116.66300,574.15100,542.51200,88.36300,259.56100,369.58590,172.92600,2.11600,175.04200,-19.77800,194.82000,194.82000,194.82000,260.36500,172.92600,40.03500,41.52600,4.87000,4.69000
2019-12-31,1086.42700,569.52700,516.90000,81.34200,257.74600,360.53290,156.36710,3.47100,159.83800,13.31100,146.52700,146.52700,146.52700,233.03910,156.36710,38.64000,40.10500,3.79000,3.65000
2018-12-31,935.28200,495.70400,439.57800,63.26400,207.60500,287.08600,152.49200,3.37800,155.87000,8.40800,147.46200,147.46200,147.46200,214.25100,152.49200,38.44500,40.12300,3.84000,3.68000
2017-12-31,840.89900,441.52200,399.37700,47.32400,175.91400,236.61900,162.75800,0.69800,163.45600,-6.11500,169.57100,169.57100,169.57100,216.15300,162.75800,37.27300,39.24600,4.55000,4.32000
2016-12-31,759.88000,400.69200,359.18800,43.15400,165.17600,221.53200,137.65600,-1.99800,135.65800,21.95700,113.70100,113.70100,113.70100,187.42900,137.65600,36.44800,38.96100,3.12000,2.92000
2015-12-31,591.02200,313.83500,277.18700,29.92200,133.31700,169.14400,108.04300,0.38100,108.42400,43.55500,64.86900,64.86900,64.86900,127.61700,108.04300,34.13700,36.55200,1.90000,1.77000
2014-12-31,493.10100,259.73000,233.37100,25.74300,108.26000,138.54900,94.82200,-0.35500,94.46700,35.52700,58.94000,58.94000,58.94000,109.42700,94.82200,33.01100,35.40100,1.79000,1.66000
2013-12-31,416.64300,223.44000,193.20300,23.26900,98.28900,126.07500,67.12800,-1.30900,65.81900,26.71800,39.10100,39.10100,39.10100,80.91400,67.12800,31.89100,34.59000,1.23000,1.13000
2012-12-31,363.30400,195.60200,167.70200,20.14000,86.70600,111.12500,56.57700,-2.70900,53.86800,20.87400,32.99400,32.99400,32.99400,69.28800,56.57700,30.32700,32.91600,1.09000,1.00000
2011-12-31,309.39100,167.47900,141.91200,16.41400,75.65000,95.39500,46.51700,-2.40400,44.11300,16.55600,27.55700,27.55700,27.55700,57.19300,46.51700,31.26700,33.15400,0.88000,0.83000
2010-12-31,288.62800,160.31100,128.31700,13.97100,69.48000,86.67600,41.64100,-1.74200,39.89900,14.84500,25.05400,25.05400,25.05400,52.42900,41.64100,34.07500,35.52800,0.74000,0.71000
2009-12-31,290.28600,161.52300,128.76300,11.15900,70.11500,83.97900,44.78400,-0.14600,44.63800,17.62800,27.01000,27.01000,27.01000,54.28100,44.78400,35.24000,36.62400,0.77000,0.74000
