,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3919.70900,1611.66700,2308.04200,177.12200,938.46100,1181.82200,1126.22000,-55.62800,1070.59200,198.09000,872.50210,872.50210,872.50200,1239.24300,1126.22000,22.49200,22.71800,38.79000,38.41000
2021-12-31,3717.93000,1546.37700,2171.55300,169.76600,943.97600,1176.81700,994.73580,-45.37500,949.36100,180.37600,768.98500,768.98500,768.98500,1102.79300,994.73580,23.13000,23.45800,33.25000,32.78000
2020-12-31,3085.17700,1284.14600,1801.03100,140.10200,820.22100,1016.98800,784.04300,-35.30000,748.74300,146.00400,602.73900,602.73900,602.73900,882.75200,784.04300,23.88300,24.19900,25.24000,24.91000
2019-12-31,3008.65200,1267.44100,1741.21100,143.95000,819.18300,1012.82300,728.38820,-46.99400,681.39400,120.28500,561.10900,561.10900,561.10900,817.06920,728.38820,24.56800,24.97400,22.84000,22.47000
2018-12-31,2935.58600,1251.20800,1684.37800,141.07100,812.80200,1001.39700,682.98100,-31.12300,651.85800,139.24700,512.61100,512.61100,512.61100,767.67190,682.98100,25.21600,25.78100,20.33000,19.88000
2017-12-31,2725.05300,1149.30200,1575.75100,128.30800,794.86100,965.84000,609.91090,-35.68900,574.22200,198.25000,375.97200,375.97200,375.97200,686.03990,609.91090,25.71400,26.39400,14.62000,14.24000
2016-12-31,2508.25700,1070.52500,1437.73200,119.19600,745.35800,900.60600,537.12600,-32.93300,504.19300,119.82300,384.37000,384.37000,384.37000,605.92100,537.12600,26.51800,27.02400,14.49000,14.22000
2015-12-31,2395.44700,1043.45400,1351.99300,119.07600,700.81000,850.83700,501.15600,-37.73200,463.42400,110.60400,352.82000,352.82000,352.82000,565.19400,501.15600,27.68100,28.27000,12.75000,12.48000
2014-12-31,2485.98300,1127.23300,1358.75000,123.29700,728.58200,881.06400,477.68580,-32.68200,445.00400,106.76300,338.24100,338.24100,338.24100,540.48780,477.68580,28.89100,29.57100,11.71000,11.44000
2013-12-31,2378.97200,1097.04100,1281.93100,116.34600,692.69300,833.57800,448.35300,-45.64400,402.70900,96.61500,306.09400,306.09400,306.09400,507.65700,448.35300,29.94600,30.72800,10.22000,9.96000
2012-12-31,2341.52800,1100.47300,1241.05500,112.53000,684.02600,817.91300,423.14200,-40.54100,382.60100,91.75400,290.84700,290.84700,290.84700,477.92000,423.14200,31.04500,31.82400,9.37000,9.14000
2011-12-31,2309.32800,1091.05400,1218.27400,116.13900,703.63200,837.57900,380.69480,-31.51800,349.17700,79.68400,269.49300,269.49300,269.49300,430.19180,380.69480,31.89800,32.83900,8.45000,8.21000
2010-12-31,1968.17800,930.98210,1037.19600,97.02800,588.72600,700.59590,336.59990,-29.08700,307.51300,75.36500,232.14800,232.14800,232.14800,381.12790,336.59990,33.28000,34.14000,6.98000,6.80000
2009-12-31,1728.85300,839.51600,889.33700,89.68500,505.17700,606.70600,282.63110,-57.86900,224.76200,52.16900,172.59300,172.59300,172.59300,324.10910,282.63110,33.71600,34.29100,5.12000,5.03000
