,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,32250.30000,10317.40000,21932.90000,2032.00000,-13789.20000,17315.10000,4617.80100,-385.90000,4231.90000,948.50000,3283.40000,3283.40000,3281.60000,6147.20100,4617.80100,1153.30000,1158.50000,2.85000,2.83000
2021-09-30,29060.60000,8738.70000,20321.90000,1932.60000,-11905.10000,15449.80000,4872.10000,484.80000,5356.90000,1156.60000,4200.30000,4200.30000,4199.30000,6396.20000,4872.10000,1177.60000,1185.50000,3.57000,3.54000
2020-09-30,23518.00000,7694.90000,15823.10000,1679.60000,-10871.80000,14261.40000,1561.69900,-397.30000,1164.40000,239.70000,924.70000,924.70000,928.30000,3064.89900,1561.69900,1172.80000,1181.80000,0.79000,0.79000
2019-09-30,26508.60000,8526.90000,17981.70000,1824.10000,-10566.60000,13903.80000,4077.90000,388.30000,4466.20000,871.60000,3594.60000,3594.60000,3599.20000,5527.20000,4077.90000,1221.20000,1233.20000,2.95000,2.92000
2018-09-30,24719.50000,7930.70000,16788.80000,1708.20000,-9725.89900,12905.50000,3883.30100,1896.70000,5780.00000,1262.00000,4518.00000,4518.00000,4518.30000,5189.20100,3883.30100,1382.70000,1394.60000,3.27000,3.24000
2017-09-30,22386.80000,7065.80000,15321.00000,1408.40000,-8613.00000,11186.30000,4134.70100,182.80000,4317.50000,1432.60000,2884.90000,2884.90000,2884.70000,5201.80100,4134.70100,1449.50000,1461.50000,1.99000,1.97000
2016-09-30,21315.90000,8509.00000,12806.90000,1408.90000,-6245.30000,8635.00000,4171.90000,26.70000,4198.60000,1379.70000,2818.90000,2818.90000,2817.70000,5202.00000,4171.90000,1471.60000,1486.70000,1.91000,1.90000
2015-09-30,19162.70000,7787.50000,11375.20000,1196.70000,-5683.60000,7774.20000,3600.99800,302.00000,3903.00000,1143.70000,2759.30000,2759.30000,2757.40000,4534.79800,3600.99800,1495.90000,1513.40000,1.84000,1.82000
2014-09-30,16447.80000,6858.80000,9589.00100,991.30000,-4807.00000,6507.90000,3081.10100,78.60000,3159.70000,1092.00000,2067.70000,2067.70000,2068.10000,3829.50000,3081.10100,1506.30000,1526.30000,1.37000,1.35000
2013-09-30,14866.80000,6382.30000,8484.50000,937.90000,-7250.60000,8809.90000,-325.39940,95.50000,-229.90000,-238.70000,8.80000,8.80000,8.30000,330.20060,-325.39940,1498.50000,1524.50000,0.01000,0.01000
2012-09-30,13276.80000,5813.30000,7463.50000,801.20000,-4114.60000,5466.10000,1997.40000,61.70000,2059.10000,674.40000,1384.70000,1384.70000,1383.80000,2578.00000,1997.40000,1508.80000,1546.00000,0.91500,0.89500
2011-09-30,11700.40000,4915.50000,6784.90000,749.30000,-3783.80000,5056.39900,1728.50100,82.60000,1811.10000,563.10000,1248.00000,1248.00000,1245.70000,2278.50100,1728.50100,1496.60000,1539.40000,0.83000,0.81000
2010-09-30,10707.40000,4416.50000,6290.90000,704.60000,-3603.50000,4871.50000,1419.40000,17.60000,1437.00000,488.70000,948.30000,948.30000,945.60000,1960.20000,1419.40000,1488.80000,1528.40000,0.63500,0.62000
2009-09-30,9774.60000,4324.90000,5449.70000,453.00000,-3567.60000,4887.70000,562.00000,-2.10000,559.90000,168.40000,391.50000,391.50000,390.80000,1125.30000,562.00000,1477.40000,1491.80000,0.26500,0.26000
