,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,10711.10000,3263.80000,7447.30000,972.30000,-767.60000,5095.00000,2352.30000,-631.60000,1720.70000,24.00000,1696.70000,1696.70000,,1765.80000,5754.90000,2352.30000,461.51900,462.75000,3.83000,3.82000
2021-12-31,9356.90000,2682.00000,6674.90000,811.60000,-398.70000,3542.90000,3132.00000,-302.60000,2829.40000,261.80000,2567.60000,2567.60000,,2567.70000,5504.50000,3132.00000,451.49800,453.29400,5.69000,5.66000
2020-12-31,8041.50000,2227.20000,5814.30000,778.70000,-265.80000,2926.80000,2887.50000,-1066.40000,1821.10000,129.60000,1691.50000,1691.50000,,1690.60000,4802.70000,2887.50000,443.64000,446.10400,3.81000,3.79000
2019-12-31,7580.30000,2216.80000,5363.50000,730.40000,-166.30000,2675.10000,2688.40000,-772.00000,1916.40000,-0.20000,1916.60000,1916.60000,,1887.80000,4492.70000,2688.40000,442.31900,445.52000,4.27000,4.24000
2018-12-31,7440.10000,2177.80000,5262.30000,733.20000,-513.30000,3357.30000,1905.00000,-750.40000,1154.60000,-110.10000,1264.70000,1264.70000,,1227.00000,4037.90000,1905.00000,439.60600,442.96000,2.79000,2.77000
2017-12-31,6663.90000,2056.60000,4607.30000,637.00000,-256.00000,2608.90000,1998.40000,-742.30000,1256.10000,30.70000,1225.40000,1225.40000,,1151.50000,3734.30000,1998.40000,428.18100,431.68800,2.69000,2.67000
2016-12-31,5785.70000,1790.40000,3995.30000,543.40000,-73.30000,2142.30000,1853.00000,-727.10000,1125.90000,155.50000,970.40000,970.40000,,849.30000,3396.30000,1853.00000,425.14300,429.28300,2.00000,1.98000
2015-12-31,4771.50000,1308.80000,3462.70000,497.80000,-66.80000,1849.90000,1612.80000,-782.80000,830.00000,158.00000,672.00000,672.00000,,594.90000,2905.00000,1612.80000,418.90700,423.01500,1.42000,1.41000
2014-12-31,4100.04800,1094.26500,3005.78300,446.54200,-68.51700,1518.86100,1486.92200,-621.21800,865.70400,62.50500,803.19900,803.19900,,801.02200,2485.85400,1486.92200,395.95800,400.08600,2.02000,2.00000
2013-12-31,3361.40700,859.87300,2501.53400,415.54500,-71.53900,1287.22900,1214.30500,-672.55600,541.74900,59.54100,482.20800,482.20800,,551.33300,2022.04600,1214.30500,395.04000,399.14600,1.40000,1.38000
2012-12-31,2875.96000,722.47900,2153.48100,327.30100,-62.18500,1033.76200,1119.71900,-418.42500,701.29400,107.30400,593.99000,594.02500,,637.28300,1775.08500,1119.71900,394.77200,399.28700,1.61000,1.60000
2011-12-31,2443.53200,620.95600,1822.57600,288.82400,-58.10300,902.44400,920.13200,-413.23700,506.89500,125.08000,381.81500,381.84000,,396.46200,1488.74100,920.13200,395.71100,400.19500,1.00000,0.99000
2010-12-31,1985.33500,474.58600,1510.74900,229.76900,-35.87600,726.37100,784.37790,-228.35300,556.02500,182.48900,373.53600,373.57600,0.03000,372.93600,1254.51200,784.37790,401.15200,404.07200,0.93000,0.92000
2009-12-31,1724.11400,416.37500,1307.73900,201.69400,-19.16800,635.48100,672.25810,-250.77100,421.48700,182.56500,238.92200,238.94800,8.17900,246.59500,1096.71500,672.25810,398.37500,406.94800,0.62000,0.61000
