,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-05-31,4611.70000,1356.30000,3255.40000,1415.40000,1415.40000,1840.00000,-15.40000,1824.60000,431.80000,1392.80000,1392.80000,1392.80000,2262.80000,1840.00000,360.60000,363.10000,3.86000,3.84000
2021-05-31,4056.80000,1271.20000,2785.60000,1324.90000,1324.90000,1460.70000,-26.50000,1434.20000,336.70000,1097.50000,1097.50000,1097.50000,1879.90000,1460.70000,359.90000,362.10000,3.05000,3.03000
2020-05-31,4040.50000,1280.80000,2759.70000,1299.20000,1299.20000,1460.50000,-23.40000,1437.10000,339.00000,1098.10000,1098.10000,1098.10000,1897.10000,1460.50000,358.50000,361.00000,3.06000,3.04000
2019-05-31,3772.50000,1177.80000,2594.70000,1223.40000,1223.40000,1371.30000,-3.30000,1368.00000,333.60000,1034.40000,1034.40000,1034.40000,1782.00000,1371.30000,359.20000,361.80000,2.88000,2.86000
2018-05-31,3377.70000,1018.20000,2359.50000,1068.00000,1068.00000,1291.50000,8.60000,1300.10000,306.00000,994.10000,994.10000,994.10000,1669.60000,1291.50000,359.00000,361.50000,2.77000,2.75000
2017-05-31,3153.00000,919.40000,2233.60000,979.70000,979.70000,1253.90000,5.20000,1259.10000,432.80000,826.30000,826.30000,826.30000,1622.70000,1253.90000,359.80000,362.60000,2.30000,2.28000
2016-05-31,2951.90000,857.10000,2094.80000,948.20000,948.20000,1146.60000,4.50000,1151.10000,394.30000,756.80000,756.80000,756.80000,1337.40000,1146.60000,360.70000,362.50000,2.10000,2.09000
2015-05-31,2739.60000,808.00000,1931.60000,878.00000,878.00000,1053.60000,6.40000,1060.00000,385.10000,674.90000,674.90000,674.90000,1236.40000,1053.60000,362.90000,364.60000,1.86000,1.85000
2014-05-31,2518.90000,732.50000,1786.40000,803.70000,803.70000,982.70000,5.40000,988.10000,360.60000,627.50000,627.50000,627.50000,1158.00000,982.70000,364.50000,366.10000,1.72000,1.71000
2013-05-31,2326.20000,671.30000,1654.90000,750.10000,750.10000,904.80000,6.60000,911.40000,342.40000,569.00000,569.00000,569.00000,1059.20000,904.80000,363.80000,364.70000,1.56000,1.56000
2012-05-31,2229.80000,670.10000,1559.70000,705.80000,705.80000,853.90010,6.40000,860.30000,312.30000,548.00000,548.00000,548.00000,994.20010,853.90010,362.40000,363.00000,1.51000,1.51000
2011-05-31,2084.30000,651.50000,1432.80000,646.40000,646.40000,786.40000,5.80000,792.20000,276.90000,515.30000,515.30000,515.30000,914.00000,786.40000,361.80000,362.40000,1.42000,1.42000
2010-05-31,2000.80000,653.60000,1347.20000,622.40000,622.40000,724.80000,4.50000,729.30000,252.30000,477.00000,477.00000,477.00000,846.30000,724.80000,361.40000,361.70000,1.32000,1.32000
2009-05-31,2082.80000,680.50000,1402.30000,597.10000,597.10000,805.20010,6.90000,812.10000,278.60000,533.50000,533.50000,533.50000,914.00010,805.20010,360.80000,361.00000,1.48000,1.48000
