,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,6350.50000,4076.00000,2274.50000,1357.10000,-53.80000,1410.90000,863.60010,-50.80000,812.80000,168.60000,644.20000,644.20000,682.00000,1064.20000,863.60010,268.20000,270.20000,2.54000,2.52000
2021-11-30,6317.90000,3823.30000,2494.60000,1404.10000,-75.40000,1479.50000,1015.10000,-119.30000,895.80000,192.70000,703.10000,703.10000,755.30000,1207.70000,1015.10000,267.30000,269.90000,2.83000,2.80000
2020-11-30,5601.30000,3300.90000,2300.40000,1281.60000,-19.30000,1300.90000,999.50000,-118.00000,881.50000,174.90000,706.60000,706.60000,747.40000,1164.50000,999.50000,266.50000,269.10000,2.80000,2.78000
2019-11-30,5347.40000,3202.10000,2145.30000,1166.80000,-20.80000,1187.60000,957.69970,-138.50000,819.20000,157.40000,661.80000,661.80000,702.70000,1116.50000,957.69970,265.10000,268.10000,2.65000,2.62000
2018-11-30,5302.80000,3209.50000,2093.30000,1163.40000,-38.80000,1202.20000,891.10010,-149.80000,741.30000,-157.30000,898.60000,898.60000,933.40000,1041.80000,891.10010,263.10000,266.50000,3.55000,3.50000
2017-11-30,4730.30000,2936.30000,1794.00000,1031.20000,-63.00000,1094.20000,699.79980,-105.00000,594.80000,151.30000,443.50000,443.50000,477.40000,845.89980,699.79980,253.60000,256.80000,1.88500,1.86000
2016-11-30,4411.50000,2579.80000,1831.70000,1175.00000,-15.70000,1190.70000,641.00000,-51.80000,589.20000,153.00000,436.20000,436.20000,472.30000,749.70000,641.00000,253.20000,256.00000,1.86500,1.84500
2015-11-30,4296.30000,2559.00000,1737.30000,1127.40000,-61.50000,1188.90000,548.39990,-52.20000,496.20000,131.30000,364.90000,364.90000,401.60000,654.29990,548.39990,256.00000,258.40000,1.57000,1.55500
2014-11-30,4243.20000,2513.00000,1730.20000,1122.00000,-5.20000,1127.20000,603.00020,-48.60000,554.40000,145.90000,408.50000,408.50000,437.90000,705.70030,603.00020,259.80000,262.00000,1.68500,1.67000
2013-11-30,4123.40000,2457.60000,1665.80000,1075.00000,-40.30000,1115.30000,550.49980,-51.10000,499.40000,133.60000,365.80000,365.80000,389.00000,656.49980,550.49980,264.20000,267.20000,1.47000,1.45500
2012-11-30,4014.20000,2396.40000,1617.80000,1039.50000,0.00000,1039.50000,578.30000,-52.20000,526.10000,139.80000,386.30000,386.30000,407.80000,681.10000,578.30000,265.40000,268.60000,1.53500,1.52000
2011-11-30,3697.60000,2175.10000,1522.50000,982.20000,,982.20000,540.30000,-48.90000,491.40000,142.60000,348.80000,348.80000,374.20000,638.60000,540.30000,265.40000,268.60000,1.41000,1.39500
2010-11-30,3336.80000,1919.10000,1417.70000,907.90000,,907.90000,509.80000,-47.10000,462.70000,118.00000,344.70000,344.70000,370.20000,604.90000,509.80000,265.80000,269.40000,1.39500,1.37500
2009-11-30,3192.10000,1864.90000,1327.20000,846.60000,,860.30000,466.90010,-50.40000,416.50000,133.00000,283.50000,283.50000,299.80000,561.20010,466.90010,261.60000,264.60000,1.14500,1.13500
