,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7263.10500,3751.50100,3511.60400,2285.26100,-25.81500,2311.07600,1200.52800,-371.15900,829.36900,124.79200,704.57700,704.57700,,704.34500,2954.56300,1200.52800,91.56900,91.82800,7.69000,7.67000
2021-12-31,6635.53700,3472.42200,3163.11500,2043.02900,-11.92400,2054.95300,1108.16200,-499.21000,608.95200,109.22400,499.72800,499.72800,,500.19100,2781.58700,1108.16200,89.77200,90.40900,5.57000,5.53000
2020-12-31,5998.54500,3074.34000,2924.20500,1809.33700,-61.94000,1871.27700,1052.92800,-536.70300,516.22500,146.15100,370.07400,370.07400,,369.77700,2492.03600,1052.92800,87.70000,88.41000,4.22000,4.18000
2019-12-31,5562.14000,2810.18400,2751.95600,1586.06400,3.73900,1582.32500,1169.63100,-477.03400,692.59700,185.35200,507.24500,507.24500,,507.45000,2467.51000,1169.63100,84.14000,84.67900,6.03000,5.99000
2018-12-31,5071.65400,2605.47500,2466.17900,1460.39600,-28.40000,1488.79600,977.38280,-544.34500,433.03800,67.67900,365.35900,365.35900,,365.35900,2218.49000,977.38280,79.77900,80.19700,4.58000,4.56000
2017-12-31,4368.42800,2193.14900,2175.27900,1327.63000,0.00000,1366.26500,809.01440,-522.18200,286.83200,53.85000,232.98200,232.98200,,232.98200,1875.94300,809.01440,76.85400,77.53500,3.03000,3.00000
2016-12-31,3611.98900,1820.87000,1791.11900,1133.30300,25.11800,1172.38000,618.73900,-458.88000,159.85900,45.45100,114.40800,114.40800,12.39200,126.80000,1475.08300,618.73900,70.11700,70.81600,1.81000,1.79000
2015-12-31,2725.86700,1291.50600,1434.36100,825.29600,,867.01900,567.34200,-356.34400,210.99800,23.22400,187.77400,187.77400,,187.77400,1108.97200,567.34200,57.79000,58.48300,3.25000,3.21000
2014-12-31,2443.77600,1197.88500,1245.89100,734.11900,,736.62500,509.26590,-424.53300,84.73300,345.45900,-260.72600,-260.72600,,-259.54700,1009.62400,509.26590,52.35900,52.35900,-4.96000,-4.96000
2013-12-31,2152.76600,1064.40300,1088.36300,621.41300,,627.43100,460.93230,-348.65300,112.27900,16.15600,96.12300,96.12300,,94.68500,917.27120,460.93230,49.43800,50.11600,1.92000,1.89000
2012-12-31,1887.37600,944.61700,942.75900,531.18000,-9.86100,549.86300,392.89600,-204.27400,188.62200,58.56400,130.05800,130.05800,13.08600,140.02800,814.84000,392.89600,48.00400,51.81600,2.92000,2.83000
2011-12-31,1565.62500,829.02400,736.60100,423.90100,,430.67900,305.92200,-176.20200,129.72000,37.34700,92.37300,92.37300,1.00900,94.77600,685.76790,305.92200,46.95600,47.89800,1.77000,1.74000
2010-12-31,1196.21400,652.15600,544.05800,331.38300,,350.45400,193.60400,-144.82900,48.77500,12.56200,36.21300,36.21300,0.66800,36.88100,481.69500,193.60400,43.74200,44.81000,0.84000,0.82000
2009-12-31,882.50900,483.42000,399.08900,218.90800,,218.01000,181.07900,-72.05100,109.02800,39.59700,69.43100,69.43100,,69.43100,373.40000,181.07900,38.48800,39.67600,1.80000,1.75000
