,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7320.10400,4245.51700,3074.58700,71.98100,524.14500,-8.40000,604.52600,2470.06100,-36.61700,2433.44400,390.58800,2042.85600,2815.13100,,2689.81600,2770.90200,2470.06100,117.12000,117.79300,22.97000,22.84000
2021-12-31,3327.95700,2329.98600,997.97090,54.02600,441.48200,295.97100,199.53700,798.43380,-664.81600,133.61800,29.44600,104.17200,199.94200,,123.67200,1052.43400,798.43380,115.84100,116.53600,1.07000,1.06000
2020-12-31,3128.90900,2134.05600,994.85300,59.21400,429.82700,,489.04100,505.81200,-132.29300,373.51900,54.42500,319.09400,446.61500,,375.76400,737.79600,505.81200,106.40200,106.80800,3.53000,3.52000
2019-12-31,3589.42700,2331.64900,1257.77800,58.28700,533.36800,,591.65500,666.12300,-103.17300,562.95000,88.16100,474.78900,604.35700,,533.22800,879.60710,666.12300,105.94900,106.32100,5.03000,5.02000
2018-12-31,3374.95000,2157.69400,1217.25600,70.05400,446.09000,210.42800,305.71600,911.53980,-116.83900,794.70100,144.82600,649.87500,739.13900,,693.56200,1112.23800,911.53980,108.42700,109.45800,6.40000,6.34000
2017-12-31,3071.97600,1965.70000,1106.27600,84.33000,450.28600,,534.61600,571.66020,-124.86200,446.79800,431.81700,14.98100,99.46800,,54.85000,768.58810,571.66020,110.91400,112.38000,0.49000,0.49000
2016-12-31,2677.20300,1706.89700,970.30590,80.47500,353.76500,64.91400,369.32600,600.98000,-85.71600,515.26400,96.26300,419.00100,478.63800,202.13100,643.67500,827.14900,600.98000,112.37900,113.23900,5.73000,5.68000
2015-12-31,2826.42900,1966.19600,860.23290,89.18700,300.44000,-132.29900,515.12200,345.11080,-34.36700,310.74400,11.13400,299.61000,327.58800,32.47600,334.90600,605.18680,345.11080,111.18200,111.55600,3.01000,3.00000
2014-12-31,2445.54800,1674.70000,770.84810,88.31000,355.13500,-30.15800,499.55000,271.29810,-58.11900,213.17900,18.48400,194.69500,230.43700,-69.53100,133.31600,374.87010,271.29810,78.69600,79.10200,1.69000,1.69000
2013-12-31,2394.27000,1543.79900,850.47110,82.24600,158.18900,,273.79600,576.67520,-38.23300,538.44200,134.44500,403.99700,435.72600,4.10800,413.17100,684.04520,576.67520,83.83900,84.32200,4.93000,4.90000
2012-12-31,2519.15400,1620.31100,898.84300,78.91900,308.45600,,499.06000,399.78300,-31.57100,368.21200,80.43300,287.77900,325.84600,4.28100,311.53600,498.80290,399.78300,89.18900,89.88400,3.49000,3.47000
2011-12-31,2869.00500,1914.05800,954.94690,,360.07000,,437.15300,517.79390,-37.21700,480.57700,104.13400,376.44300,420.19700,,392.11400,614.54690,517.79390,90.52200,91.52200,4.33000,4.28000
2010-12-31,2362.76400,1620.85400,741.90990,58.39400,274.61500,,339.96700,401.94290,-22.74500,379.19800,87.75600,291.44200,329.41700,,315.77800,497.52090,401.94290,91.39300,92.18400,3.46000,3.43000
2009-12-31,2005.39400,1521.53200,483.86210,60.91800,212.62800,-12.39300,297.58200,186.28020,-26.00700,160.27300,-7.02800,167.30100,189.62300,,178.36800,286.79320,186.28020,91.51200,92.04600,1.95000,1.94000
