,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,6684.50000,2034.10000,4650.40000,3474.60000,3474.60000,1175.80000,-128.80000,1047.00000,190.70000,856.30000,856.30000,856.30000,1371.10000,1175.80000,264.30000,270.10000,3.24000,3.17000
2021-06-30,5746.30000,1664.40000,4081.90000,3113.90000,3113.90000,968.00000,-70.70000,897.30000,63.10000,834.20000,834.20000,834.20000,1186.70000,968.00000,277.90000,283.00000,3.00000,2.95000
2020-06-30,4961.40000,1722.10000,3239.30000,3312.40000,3790.10000,-550.80030,-73.40000,-624.20000,27.90000,-652.10000,-652.10000,-652.10000,-302.50030,-550.80030,278.60000,278.60000,-2.34000,-2.34000
2019-06-30,6027.10000,1973.40000,4053.70000,3234.00000,3234.00000,819.70020,-53.50000,766.20000,122.80000,643.40000,643.40000,643.40000,1087.90000,819.70020,289.40000,290.80000,2.22000,2.21000
2018-06-30,5880.00000,2031.50000,3848.50000,3176.50000,3176.50000,672.00000,-75.20000,596.80000,199.30000,397.50000,397.50000,397.50000,932.30000,672.00000,285.40000,288.60000,1.39000,1.38000
2017-06-30,4488.30000,1407.20000,3081.10000,2293.70000,2293.70000,787.39990,-28.40000,759.00000,168.00000,591.00000,591.00000,591.00000,1000.20000,787.39990,280.60000,282.80000,2.11000,2.09000
2016-06-30,4491.80000,1440.50000,3051.30000,2397.80000,2397.80000,653.49980,-26.90000,626.60000,166.10000,460.50000,460.50000,460.50000,864.09970,653.49980,277.60000,279.30000,1.66000,1.65000
2015-06-30,4191.60000,1283.00000,2908.60000,2290.60000,2290.60000,618.00000,-6.40000,611.60000,209.20000,402.40000,402.40000,402.40000,809.80000,618.00000,275.70000,277.20000,1.46000,1.45000
2014-06-30,4806.20000,1509.20000,3297.00000,2176.90000,2176.90000,1120.10000,2.20000,1122.30000,341.00000,781.30000,781.30000,781.30000,1309.50000,1120.10000,277.80000,280.40000,2.81000,2.79000
2013-06-30,5075.40000,1377.30000,3698.10000,2173.60000,2173.60000,1524.50000,-4.00000,1520.50000,486.10000,1034.40000,1034.40000,1034.40000,1687.50000,1524.50000,282.50000,286.30000,3.66000,3.61000
2012-06-30,4763.18000,1297.10200,3466.07800,1954.08900,1954.08900,1511.98900,-6.32600,1505.66300,466.75300,1038.91000,1038.91000,1038.91000,1644.89800,1511.98900,288.28400,294.12900,3.60000,3.53000
2011-06-30,4158.50700,1134.96600,3023.54100,1718.61700,1718.61700,1304.92400,-3.70500,1301.21900,420.41900,880.80000,880.80000,880.80000,1430.03000,1304.92400,294.87700,301.55800,2.99000,2.92000
2010-06-30,3607.63600,973.94500,2633.69100,1483.52000,1483.52000,1150.17100,7.96100,1158.13200,423.19200,734.93990,734.93990,734.94000,1276.91500,1150.17100,311.41300,315.84800,2.36000,2.33000
2009-06-30,3230.46800,907.85800,2322.61000,1350.69700,1350.69700,971.91310,10.77900,982.69200,359.32300,623.36900,623.36900,623.36900,1094.92700,971.91310,323.71400,325.62000,1.93000,1.91000
