,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4381.31000,1705.61400,2675.69600,728.39400,420.19600,,1148.59000,1527.10600,54.69000,1581.79600,229.35000,1352.44600,1352.44600,1352.44600,1602.57300,1527.10600,306.47300,316.45900,4.41000,4.27000
2021-12-31,2948.03700,1067.25800,1880.77900,586.75200,369.28800,,956.04000,924.73910,6.14000,930.87900,90.02500,840.85400,840.85400,840.85400,1001.92000,924.73910,306.51200,319.23800,2.74000,2.63000
2020-12-31,2317.51200,835.62600,1481.88600,486.59400,295.60800,,782.20200,699.68400,39.17900,738.86300,104.30600,634.55700,634.55700,634.55700,745.22300,699.68400,303.93600,317.86000,2.09000,2.00000
2019-12-31,2410.70600,866.36800,1544.33800,462.75900,275.80500,,738.56400,805.77390,56.49600,862.27000,2.40300,859.86700,859.86700,859.44400,831.85190,805.77390,305.24800,323.51600,2.82000,2.66000
2018-12-31,2151.36900,777.99200,1373.37700,442.46800,252.56200,-405.00000,1100.03000,273.34690,15.45400,288.80100,-39.31400,328.11500,328.11500,327.92600,297.65790,273.34690,299.00000,323.37600,1.09750,1.01500
2017-12-31,1646.18600,584.41700,1061.76900,349.59400,241.90300,,591.49700,470.27210,4.48800,474.76000,51.55900,423.20100,423.20100,422.40000,492.36410,470.27210,289.03200,315.90800,1.46250,1.33750
2016-12-31,1129.16700,406.05100,723.11600,273.58100,206.12600,,479.70690,243.40910,-1.18400,242.22500,58.03600,184.18900,184.18900,182.96500,264.65110,243.40910,275.08400,292.88800,0.66500,0.62500
2015-12-31,837.59100,294.03100,543.56000,209.44800,184.80400,,394.25200,149.30800,-3.29900,146.00900,24.90700,121.10200,121.10200,119.11500,164.45000,149.30800,263.85600,285.64400,0.45250,0.41750
2014-12-31,584.10600,192.01500,392.09100,148.90900,117.66900,,266.57800,125.51300,-4.00500,121.50800,34.65800,86.85000,86.85000,68.88900,136.40900,125.51300,193.70800,218.36000,0.35500,0.32250
2013-12-31,361.22400,122.68600,238.53800,98.58700,73.80300,,172.39000,66.14800,-7.87300,58.27500,15.81500,42.46000,42.46000,20.77700,72.31000,66.14800,109.28000,120.20400,0.19000,0.18000
2012-12-31,193.40800,61.25200,132.15600,55.15500,37.10400,,92.25900,39.89700,-6.92200,32.97500,11.62600,21.34900,21.34900,9.62200,42.71600,39.89700,98.84400,99.60400,0.09750,0.09750
2011-12-31,139.84800,43.36600,96.48200,26.40800,25.67400,,52.08200,44.40000,-6.77400,37.62600,3.59100,34.03500,34.03500,13.78900,46.52900,44.40000,84.70320,85.38260,0.16250,0.16250
