,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,5005.00000,480.00000,4525.00000,1219.00000,2277.00000,3536.00000,989.00000,-43.00000,946.00000,123.00000,823.00000,823.00000,823.00000,1139.00000,989.00000,216.00000,218.00000,3.81000,3.78000
2022-01-31,4386.40000,418.50000,3967.90000,1114.80000,2194.80000,3350.30000,617.59990,-52.90000,564.70000,67.70000,497.00000,497.00000,497.00000,765.69980,617.59990,219.70000,222.00000,2.26000,2.24000
2021-01-31,3790.40000,337.10000,3453.30000,932.50000,1854.20000,2824.20000,629.09990,-82.40000,546.70000,-661.50000,1208.20000,1208.20000,1208.20000,752.89980,629.09990,219.40000,222.10000,5.51000,5.44000
2020-01-31,3274.30000,324.90000,2949.40000,851.10000,1715.90000,2606.40000,343.00020,-48.20000,294.80000,80.30000,214.50000,214.50000,214.50000,470.30020,343.00020,219.70000,222.50000,0.98000,0.96000
2019-01-31,2569.80000,285.90000,2283.90000,725.00000,1524.00000,2308.90000,-24.99980,-17.70000,-42.70000,38.10000,-80.80000,-80.80000,-80.80000,70.20020,-24.99980,218.90000,218.90000,-0.37000,-0.37000
2018-01-31,2056.60000,303.40000,1753.20000,755.50000,1392.50000,2262.30000,-509.10010,-48.20000,-557.30000,9.60000,-566.90000,-566.90000,-566.90000,-400.70010,-509.10010,219.50000,219.50000,-2.58000,-2.58000
2017-01-31,2031.00000,341.90000,1689.10000,766.10000,1310.30000,2188.70000,-499.60010,-24.20000,-523.80000,58.30000,-582.10000,-582.10000,-582.10000,-360.40010,-499.60010,222.70000,222.70000,-2.61000,-2.61000
2016-01-31,2504.10000,370.70000,2133.40000,790.00000,1308.90000,2132.10000,1.30000,-21.60000,-20.30000,310.20000,-330.50000,-330.50000,-330.50000,147.10010,1.30000,226.00000,226.00000,-1.46000,-1.46000
2015-01-31,2512.20000,342.10000,2170.10000,725.20000,1281.30000,2049.40000,120.70000,-37.70000,83.00000,1.20000,81.80000,81.80000,81.80000,266.59990,120.70000,227.10000,232.40000,0.36000,0.35000
2014-01-31,2273.90000,274.30000,1999.60000,611.10000,1054.40000,1714.80000,284.79980,-4.90000,279.90000,51.10000,228.80000,228.80000,228.80000,413.69980,284.79980,224.00000,229.60000,1.02000,1.00000
2013-01-31,2312.20000,238.50000,2073.70000,600.00000,1081.80000,1767.80000,305.89990,4.10000,310.00000,62.60000,247.40000,247.40000,247.40000,433.69990,305.89990,226.40000,231.70000,1.09000,1.07000
2012-01-31,2215.60000,229.10000,1986.50000,566.50000,1065.70000,1630.90000,355.60020,7.30000,362.90000,77.60000,285.30000,285.30000,285.30000,471.10020,355.60020,227.70000,233.30000,1.25000,1.22000
2011-01-31,1951.80000,196.60000,1755.20000,496.20000,976.80000,1483.80000,271.39990,0.60000,272.00000,60.00000,212.00000,212.00000,212.00000,376.79990,271.39990,227.60000,234.20000,0.93000,0.90000
2010-01-31,1713.70000,191.80000,1521.90000,457.50000,929.60000,1456.30000,65.60000,19.10000,84.70000,26.70000,58.00000,58.00000,58.00000,198.10000,65.60000,228.70000,232.10000,0.25000,0.25000
2009-01-31,2315.20000,219.10000,2096.10000,576.10000,1106.40000,1851.60000,244.50000,8.00000,252.50000,68.90000,183.60000,183.60000,183.60000,465.20000,244.50000,225.50000,230.10000,0.81000,0.80000
