,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1924.17000,468.90200,1455.26800,129.25100,12.70100,404.86600,1050.40200,-108.32100,942.08100,20.92500,921.15600,921.15600,860.68800,1347.49100,1050.40200,134.05100,141.68100,6.41000,6.41000
2021-12-31,1577.36200,398.09600,1179.26600,102.19400,140.76000,203.31290,975.95310,-77.87100,898.08200,20.32400,877.75800,877.75800,827.64900,1228.41900,975.95310,133.37500,140.01600,6.20000,6.19000
2020-12-31,1356.21200,387.10900,969.10300,96.59400,18.07500,302.96300,666.14010,-134.74800,531.39200,13.81000,517.58200,517.58200,481.77900,899.97010,666.14010,129.54200,129.58500,3.71000,3.71000
2019-12-31,1308.45400,365.42600,943.02800,89.41800,1.20500,308.06990,634.95810,-172.52700,462.43100,11.30800,451.12300,451.12300,419.96700,866.80410,634.95810,128.20400,136.43400,3.27000,3.24000
2018-12-31,1196.60400,317.40200,879.20200,81.25600,30.80700,259.49900,619.70300,-163.37900,456.32400,9.24400,447.08000,447.08000,415.28900,843.03900,619.70300,126.08700,133.15900,3.29000,3.27000
2017-12-31,1105.00900,291.14700,813.86210,78.96100,112.78900,159.46800,654.39400,-136.54700,517.84700,3.62500,514.22200,514.22200,479.01300,859.97910,654.39400,125.96800,134.15600,3.79000,3.76000
2016-12-31,991.87500,265.56000,726.31500,81.80600,8.46500,268.01200,458.30300,-45.36700,412.93600,15.84700,397.08900,397.08900,366.12700,653.78500,458.30300,125.08800,125.94800,2.92000,2.91000
2015-12-31,782.27000,216.99800,565.27200,67.75800,,270.61600,294.65600,-73.97200,220.68400,11.14800,209.53600,209.53600,189.47400,435.89200,294.65600,119.81700,126.91900,1.58000,1.56000
2014-12-31,647.15500,192.66900,454.48600,60.94200,,176.01800,278.46800,-75.00200,203.46600,7.57000,195.89600,195.89600,178.35500,400.13600,278.46800,115.71400,121.43500,1.54000,1.53000
2013-12-31,520.61300,157.65200,362.96100,54.24600,,149.47800,213.48300,-17.94300,195.54000,9.98400,185.55600,185.55600,172.07600,314.71200,213.48300,111.34900,113.10500,1.54000,1.53000
2012-12-31,409.39600,127.24800,282.14800,50.45400,,124.90700,157.24100,-24.13900,133.10200,5.41300,127.68900,127.68900,117.30900,237.58300,157.24100,101.76600,103.76700,1.15000,1.14000
2011-12-31,329.83000,104.52000,225.31000,49.68300,-2.13700,109.83400,115.47600,-55.89800,59.57800,1.15500,58.42300,58.42300,50.44900,179.07300,115.47600,91.30100,93.63400,0.55000,0.54000
2010-12-31,281.49700,93.90500,187.59200,44.42800,-2.00000,96.77700,90.81500,-53.27900,37.53600,4.16200,33.37400,33.37400,26.33100,145.51800,90.81500,87.32400,92.05000,0.30000,0.30000
2009-12-31,280.14600,113.40700,166.73900,40.22400,-2.22500,94.85200,71.88700,-28.49400,43.39300,4.30000,39.09300,39.09300,31.97700,128.16700,71.88700,86.34300,91.08300,0.37000,0.37000
