,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,51412.00000,38325.00000,13087.00000,6644.00000,-7562.00000,14559.00000,-1472.00000,-386.00000,-1858.00000,-494.00000,-1364.00000,-1364.00000,,-1416.00000,-625.00000,-1472.00000,271.20000,271.20000,-5.22000,-5.22000
2021-12-31,50588.00000,30367.00000,20221.00000,6252.00000,-6645.00000,13273.00000,6948.00000,-500.00000,6448.00000,1289.00000,5159.00000,5159.00000,-3593.00000,1485.00000,8030.00000,6948.00000,294.80000,299.10000,5.04000,4.96000
2020-12-31,41909.00000,22550.00000,19359.00000,5477.00000,-6391.00000,11986.00000,7373.00000,-571.00000,6802.00000,1373.00000,5429.00000,5429.00000,147.00000,5461.00000,8055.00000,7373.00000,311.60000,315.50000,17.53000,17.31000
2019-12-31,41541.00000,24611.00000,16930.00000,5353.00000,-5642.00000,11121.00000,5809.00000,-366.00000,5443.00000,1116.00000,4327.00000,4327.00000,520.00000,4678.00000,6450.00000,5809.00000,328.20000,333.50000,14.25000,14.03000
2018-12-31,39815.00000,25405.00000,14410.00000,5222.00000,-6062.00000,11389.00000,3021.00000,-393.00000,2628.00000,468.00000,2160.00000,2160.00000,,2012.00000,3532.00000,3021.00000,347.80000,353.20000,5.78000,5.70000
2017-12-31,39407.00000,24460.00000,14947.00000,4784.00000,-4979.00000,9987.00000,4960.00000,-411.00000,4549.00000,995.00000,3554.00000,3554.00000,,3438.00000,5568.00000,4960.00000,362.00000,367.80000,9.50000,9.35000
2016-12-31,37399.00000,24804.00000,12595.00000,4550.00000,-4939.00000,9521.00000,3074.00000,-320.00000,2754.00000,877.00000,1877.00000,1877.00000,,1761.00000,3456.00000,3074.00000,372.80000,377.30000,4.72000,4.67000
2015-12-31,35653.00000,23598.00000,12055.00000,4364.00000,-4081.00000,8445.00000,3610.00000,-328.00000,3282.00000,1111.00000,2171.00000,2171.00000,,2055.00000,3981.00000,3610.00000,401.10000,406.80000,5.12000,5.05000
2014-12-31,35239.00000,22112.00000,13127.00000,4135.00000,-4341.00000,8476.00000,4651.00000,-415.00000,4236.00000,1386.00000,2850.00000,2850.00000,,2746.00000,5017.00000,4651.00000,431.40000,438.20000,6.37000,6.27000
2013-12-31,34507.00000,21106.00000,13401.00000,4002.00000,-4387.00000,8389.00000,5012.00000,-1616.00000,3396.00000,1116.00000,2280.00000,2280.00000,,2263.00000,5380.00000,5012.00000,464.40000,470.30000,4.87000,4.81000
2012-12-31,33315.00000,21618.00000,11697.00000,3884.00000,-4118.00000,8002.00000,3695.00000,-389.00000,3306.00000,1000.00000,2306.00000,2306.00000,,2306.00000,4083.00000,3695.00000,489.40000,493.00000,4.71000,4.68000
2011-12-31,32654.00000,23567.00000,9087.00000,3971.00000,-3739.00000,7710.00000,1377.00000,-418.00000,959.00000,172.00000,787.00000,787.00000,,787.00000,1629.00000,1377.00000,520.70000,523.10000,1.51000,1.50000
2010-12-31,31400.00000,22573.00000,8827.00000,3807.00000,-3542.00000,7349.00000,1478.00000,-378.00000,1100.00000,189.00000,911.00000,911.00000,,911.00000,1572.00000,1478.00000,540.30000,542.50000,1.69000,1.68000
2009-12-31,32013.00000,22489.00000,9524.00000,4754.00000,-3007.00000,7761.00000,1763.00000,-515.00000,1248.00000,394.00000,854.00000,854.00000,,854.00000,1672.00000,1763.00000,539.60000,540.90000,1.58000,1.58000
