,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,4828.00000,3188.00000,1640.00000,844.00000,-40.00000,884.00000,756.00000,-151.00000,605.00000,86.00000,519.00000,519.00000,,503.00000,1141.00000,756.00000,176.00000,178.00000,2.85000,2.84000
2021-06-30,3998.00000,2646.00000,1352.00000,687.00000,163.00000,524.00000,828.00000,-113.00000,715.00000,130.00000,585.00000,585.00000,,529.00000,1128.00000,828.00000,168.00000,170.00000,3.15000,3.11000
2020-06-30,3094.00000,2111.00000,983.00000,577.00000,-12.00000,589.00000,394.00000,-134.00000,260.00000,39.00000,221.00000,221.00000,,173.00000,660.00000,394.00000,150.00000,152.00000,1.16000,1.14000
2019-06-30,2518.00000,1713.00000,805.00000,512.00000,-19.00000,531.00000,274.00000,-114.00000,160.00000,23.00000,137.00000,137.00000,,132.00000,517.00000,274.00000,144.00000,146.00000,0.92000,0.90000
2018-06-30,2463.40000,1710.80000,752.59990,464.80000,-8.70000,483.70000,268.89990,-116.90000,152.00000,68.40000,83.60000,83.60000,,83.60000,463.69990,268.89990,131.22600,133.20100,0.64000,0.63000
2017-06-30,2075.40000,1420.80000,654.59990,402.60000,-9.80000,420.40000,234.19980,-98.60000,135.60000,25.80000,109.80000,109.80000,,109.80000,387.49980,234.19980,124.95400,126.73800,0.88000,0.87000
2016-06-30,1848.10000,1260.50000,587.60000,358.10000,-2.70000,369.80000,217.80000,-72.90000,144.90000,33.70000,111.20000,111.20000,,111.50000,363.10000,217.80000,124.78800,125.87100,0.89000,0.89000
2015-06-30,1830.80000,1215.50000,615.30000,337.30000,-4.70000,355.40000,259.90000,-147.40000,112.50000,-97.70000,210.20000,210.20000,0.10000,212.20000,416.70000,259.90000,119.57600,121.34900,1.77000,1.75000
2014-06-30,1827.70000,1229.10000,598.60000,334.80000,-3.20000,357.70000,240.90010,-173.50000,67.40000,49.50000,17.90000,17.90000,-2.70000,16.20000,397.80010,240.90010,75.04500,76.12400,0.22000,0.21000
2013-06-30,1800.30000,1231.70000,568.60010,340.60000,-5.20000,364.20000,204.40010,-228.30000,-23.90000,27.00000,-50.90000,-50.90000,1.20000,-49.60000,375.60020,204.40010,74.97100,74.97100,-0.66000,-0.66000
2012-06-30,1694.80000,1136.20000,558.60010,348.10000,7.00000,360.60000,198.00010,-179.40000,18.60000,0.50000,18.10000,18.10000,-41.30000,-24.40000,342.40010,198.00010,74.87500,75.38400,-0.33000,-0.32000
2011-06-30,1531.80000,1029.70000,502.10010,288.30000,-15.20000,316.00000,186.10010,-191.50000,-5.40000,23.70000,-29.10000,-29.10000,-21.00000,-54.00000,311.60010,186.10010,74.69350,74.69350,-0.72000,-0.72000
