,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11609.89000,8209.55300,3400.34100,1355.19700,26.52000,2061.27700,1339.06200,-372.78400,966.27800,198.08700,768.19100,768.19100,13.45200,560.40000,2071.66400,1339.06200,92.99200,95.83400,6.03000,5.85000
2021-12-31,11618.80000,7972.41400,3646.38300,1195.33500,26.93700,1849.01400,1797.36900,-278.87600,1518.49400,306.73200,1211.76200,1211.76200,,978.45000,2477.98400,1797.36900,105.23000,109.94800,9.30000,8.90000
2020-12-31,11550.60000,7988.61300,3561.99100,1247.58400,10.66400,1867.35500,1694.63600,-376.37400,1318.26200,313.93200,1004.33000,1004.33000,-9.65300,773.64200,2325.07100,1694.63600,119.79700,122.62300,6.46000,6.31000
2019-12-31,11388.48000,7914.48500,3473.99400,1103.31200,12.67900,1830.67800,1643.31500,-447.87800,1195.43900,279.62800,915.81100,915.81100,105.48300,810.98100,2258.46700,1643.31500,153.18100,153.81200,5.29000,5.27000
2018-12-31,11404.85000,8195.51300,3209.33800,1135.45400,46.08100,1683.51300,1525.82400,-477.34600,1048.47800,258.40000,790.07800,790.07800,-457.03800,159.39400,2116.85900,1525.82400,170.78600,172.36500,0.93000,0.92000
2017-12-31,10876.63000,7640.00500,3236.62900,1064.02600,236.25900,1423.87500,1812.75400,-412.96900,1399.78600,323.85900,1075.92700,1075.92700,-245.37200,663.61800,2590.23900,1812.75400,188.62600,191.34900,3.52000,3.47000
2016-12-31,10707.47000,7431.58200,3275.88500,1072.84100,364.57800,1246.17500,2029.71000,-406.60500,1623.10500,431.76100,1191.34400,1191.34400,-158.26200,879.87400,2749.96200,2029.71000,201.64100,204.90500,4.36000,4.29000
2015-12-31,9982.24500,6856.06200,3126.18300,1031.12500,-490.32100,1989.41700,1136.76600,-448.37900,688.38700,207.51000,480.87700,480.87700,-53.46700,269.73200,1774.79000,1136.76600,211.86800,216.25200,1.27000,1.25000
2014-12-31,12795.11000,9119.30500,3675.80200,1261.50600,-8.21900,1860.65500,1815.14300,-505.46800,1309.67300,446.34300,863.33000,863.33000,,723.11400,2406.07800,1815.14300,212.30200,216.92800,3.41000,3.33000
2013-12-31,11764.05000,8198.37700,3565.67300,1176.48500,-310.31700,2015.54300,1550.13300,-425.15600,1124.97800,381.01300,743.96500,743.96500,13.23600,633.44600,2078.25200,1550.13300,209.93900,214.76400,3.02000,2.95000
2012-12-31,8186.28000,5583.54900,2602.73100,889.87900,-73.79900,1305.64600,1297.08400,-295.78000,1001.30400,359.84500,641.45900,641.45900,-0.22200,536.01700,1640.99200,1297.08400,192.03600,195.94200,2.79000,2.74000
2011-12-31,6731.80600,4633.62000,2098.18600,684.71500,5.46700,943.47300,1154.71300,-238.10800,916.60500,325.29200,591.31300,591.31300,-17.91800,478.00100,1422.02800,1154.71300,189.31600,193.06400,2.53000,2.48000
2010-12-31,6219.61000,4427.86200,1791.74800,571.82500,5.43300,797.94000,993.80810,-252.57000,741.23800,258.87400,482.36400,482.36400,1.85500,405.68300,1228.18600,993.80810,203.00800,206.11800,2.00000,1.97000
2009-12-31,6100.64800,4242.14700,1858.50100,531.53100,-158.94600,918.87300,939.62790,-182.04900,757.57900,278.21300,479.36600,479.36600,0.39300,422.68400,1168.61400,939.62790,207.20800,208.33600,2.04000,2.03000
