,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,86392.00000,40576.00000,45816.00000,34459.00000,155.00000,34304.00000,11512.00000,-807.00000,10705.00000,1727.00000,8978.00000,8978.00000,8910.00000,14792.00000,11512.00000,1380.00000,1387.00000,6.45000,6.42000
2021-12-31,79474.00000,37075.00000,42399.00000,31237.00000,,31237.00000,11162.00000,-1341.00000,9821.00000,2142.00000,7679.00000,7679.00000,7618.00000,14377.00000,11162.00000,1382.00000,1389.00000,5.51000,5.49000
2020-12-31,70372.00000,31797.00000,38575.00000,28453.00000,-42.00000,28495.00000,10080.00000,-1011.00000,9069.00000,1894.00000,7175.00000,7175.00000,7120.00000,13106.00000,10080.00000,1385.00000,1392.00000,5.14000,5.12000
2019-12-31,67161.00000,30132.00000,37029.00000,26738.00000,,26738.00000,10291.00000,-979.00000,9312.00000,1959.00000,7353.00000,7353.00000,7314.00000,13135.00000,10291.00000,1399.00000,1407.00000,5.23000,5.20000
2018-12-31,64661.00000,29381.00000,35280.00000,25170.00000,,25170.00000,10110.00000,-921.00000,9189.00000,-3370.00000,12559.00000,12559.00000,12513.00000,12509.00000,10110.00000,1415.00000,1425.00000,8.84000,8.78000
2017-12-31,63525.00000,28796.00000,34729.00000,24453.00000,,24453.00000,10276.00000,-674.00000,9602.00000,4694.00000,4908.00000,4908.00000,4857.00000,12645.00000,10276.00000,1425.00000,1438.00000,3.40000,3.38000
2016-12-31,62799.00000,28222.00000,34577.00000,24773.00000,,24773.00000,9804.00000,-1251.00000,8553.00000,2174.00000,6379.00000,6379.00000,6329.00000,12172.00000,9804.00000,1439.00000,1452.00000,4.39000,4.36000
2015-12-31,63056.00000,28731.00000,34325.00000,24613.00000,,25972.00000,8353.00000,-911.00000,7442.00000,1941.00000,5501.00000,5501.00000,5452.00000,10769.00000,8353.00000,1469.00000,1485.00000,3.71000,3.67000
2014-12-31,66683.00000,31238.00000,35445.00000,25772.00000,,25864.00000,9581.00000,-824.00000,8757.00000,2199.00000,6558.00000,6558.00000,6503.00000,12206.00000,9581.00000,1509.00000,1527.00000,4.31000,4.27000
2013-12-31,66415.00000,31243.00000,35172.00000,25357.00000,,25467.00000,9705.00000,-814.00000,8891.00000,2104.00000,6787.00000,6787.00000,6740.00000,12368.00000,9705.00000,1541.00000,1560.00000,4.37000,4.32000
2012-12-31,65492.00000,31291.00000,34201.00000,24970.00000,,25089.00000,9112.00000,-808.00000,8304.00000,2090.00000,6214.00000,6214.00000,6171.00000,11801.00000,9112.00000,1557.00000,1575.00000,3.96000,3.92000
2011-12-31,66504.00000,31593.00000,34911.00000,25145.00000,,25278.00000,9633.00000,-799.00000,8834.00000,2372.00000,6462.00000,6462.00000,6436.00000,12370.00000,9633.00000,1576.00000,1597.00000,4.08000,4.03000
2010-12-31,57838.00000,26575.00000,31263.00000,22814.00000,,22931.00000,8332.00000,-100.00000,8232.00000,1894.00000,6338.00000,6338.00000,6314.00000,10659.00000,8332.00000,1590.00000,1614.00000,3.97000,3.91000
2009-12-31,43232.00000,20099.00000,23133.00000,15026.00000,,15089.00000,8044.00000,35.00000,8079.00000,2100.00000,5979.00000,5979.00000,5940.00000,9679.00000,8044.00000,1558.00000,1577.00000,3.81000,3.77000
