,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-03-31,6820.90000,2371.30000,4449.60000,989.10000,718.90000,-29.50000,2600.00000,1849.60000,-367.10000,1482.50000,197.00000,1285.50000,1285.50000,,1285.50000,3049.50000,1849.60000,552.30000,565.90000,2.33000,2.27000
2021-03-31,5438.40000,2059.60000,3378.80000,836.40000,610.30000,-1.70000,2380.70000,998.09960,-658.60000,339.50000,-9.90000,349.40000,349.40000,,349.40000,2239.60000,998.09960,519.20000,541.20000,0.67000,0.65000
2020-03-31,5274.20000,2032.10000,3242.10000,877.80000,676.60000,-46.70000,2595.00000,647.10010,-496.70000,150.40000,-420.20000,570.60000,570.60000,,570.60000,2001.50000,647.10010,477.70000,512.40000,1.19000,1.11000
2019-03-31,5349.50000,2418.20000,2931.30000,826.30000,682.90000,-33.70000,2217.00000,714.29980,-509.80000,204.50000,-151.40000,355.90000,355.90000,,355.90000,1721.60000,714.29980,472.40000,499.80000,0.75500,0.71000
2018-03-31,3980.80000,1560.10000,2420.70000,529.30000,452.10000,-17.50000,1484.40000,936.30000,-199.00000,737.30000,481.90000,255.40000,255.40000,,255.40000,1665.20000,936.30000,465.80000,497.80000,0.55000,0.51500
2017-03-31,3407.80000,1650.60000,1757.20000,545.30000,499.80000,-98.60000,1481.40000,275.79980,-186.00000,89.80000,-80.80000,170.60000,170.60000,-6.00000,164.60000,805.59980,275.79980,434.40000,469.60000,0.38000,0.35500
2016-03-31,2173.30000,967.80000,1205.50000,372.60000,301.70000,-4.00000,853.20000,352.30000,-71.00000,281.30000,-42.60000,323.90000,323.90000,,324.10000,696.50010,352.30000,406.80000,434.80000,0.79500,0.74500
2015-03-31,2147.03600,917.47200,1229.56400,349.54300,274.81500,-2.84000,803.94400,425.62000,-79.71300,345.90700,-19.41800,365.32500,365.32500,0.00000,369.00900,731.12100,425.62000,401.87400,447.12200,0.92000,0.82500
2014-03-31,1931.21700,802.47400,1128.74300,305.04300,267.27800,-3.02400,669.87900,458.86390,-26.51000,432.35400,37.07300,395.28100,395.28100,,395.28100,669.68590,458.86390,396.58200,435.26000,0.99500,0.91000
2013-03-31,1581.62300,743.16400,838.45900,254.72300,261.47100,-32.17500,659.90600,178.55300,-26.37600,152.17700,24.78800,127.38900,127.38900,,127.38900,404.25000,178.55300,389.19000,411.55200,0.32500,0.31000
2012-03-31,1383.17600,583.88200,799.29400,182.65000,208.32800,-0.83700,402.77800,396.51610,-16.82100,379.69500,42.99000,336.70500,336.70500,,336.70500,519.39510,396.51610,382.56600,407.03800,0.88000,0.82500
2011-03-31,1487.20500,605.95400,881.25100,170.60700,222.18400,-1.86500,407.06800,474.18300,-13.48500,460.69800,31.53100,429.16700,429.16700,-10.21700,418.95000,587.67600,474.18300,374.13200,389.43000,1.12000,1.07500
2010-03-31,947.72900,413.48700,534.24200,120.82300,167.22200,-1.23800,289.28300,244.95900,-7.14600,237.81300,20.80800,217.00500,217.00500,,217.00500,341.48900,244.95900,367.28400,374.67800,0.59000,0.58000
2009-03-31,903.29700,386.79300,516.50400,115.52400,161.21800,-6.43400,283.17610,233.32790,-1.24900,232.07900,-13.50800,245.58700,245.58700,,245.58700,333.81590,233.32790,366.31600,373.57600,0.67000,0.65500
