,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-01-31,34220.45000,23407.44000,10813.01000,7592.33100,,7592.33000,3220.67600,-157.52600,3063.14900,663.91700,2399.23200,2399.23200,2399.23200,3861.99200,3220.67600,234.26100,235.81200,10.24000,10.17000
2021-01-31,33746.84000,23027.98000,10718.86000,7164.09700,,7164.09000,3554.76600,-150.38500,3404.38000,749.33000,2655.05000,2655.05000,2655.05000,4129.00200,3554.76600,248.17100,250.07600,10.70000,10.62000
2020-01-31,27753.97000,19264.91000,8489.06100,6186.75700,,6186.76000,2302.30500,-100.57400,2201.73000,489.17500,1712.55500,1712.55500,1712.55500,2807.10900,2302.30500,256.55300,258.05300,6.68000,6.64000
2019-01-31,25625.04000,17821.17000,7803.86900,5687.56400,,5687.57000,2116.30500,-100.89000,2015.41600,425.94400,1589.47200,1589.47200,1589.47200,2570.43900,2116.30500,265.15500,266.10500,5.99000,5.97000
2018-01-31,23470.97000,16249.61000,7221.35800,5213.54100,,5213.54000,2007.81800,-100.53800,1907.28000,368.32000,1538.96000,1538.96000,1538.96000,2412.04900,2007.81800,272.75100,273.36200,5.64000,5.63000
2017-01-31,21986.60000,15203.96000,6782.63800,4719.18900,,4719.19000,2063.44900,-97.82100,1965.62800,714.49500,1251.13300,1251.13300,1251.13300,2443.38000,2063.44900,281.31700,282.26100,4.45000,4.43000
2016-01-31,20368.56000,14062.47000,6306.09200,4365.79700,,4365.80000,1940.29500,-87.27000,1853.02400,687.94400,1165.08000,1165.08000,1165.08000,2292.72600,1940.29500,294.33000,295.21100,3.96000,3.95000
2015-01-31,18909.59000,13107.08000,5802.50700,4033.41400,,4033.42000,1769.09200,-88.23200,1680.86100,615.51600,1065.34500,1065.34500,1065.34500,2111.44500,1769.09200,304.63300,305.68100,3.50000,3.49000
2014-01-31,17504.17000,12068.42000,5435.74300,3699.55700,,3699.56000,1736.18700,-107.85500,1628.33000,603.21400,1025.11600,1025.11600,1025.11600,2069.02300,1736.18700,322.88600,323.85400,3.17000,3.17000
2013-01-31,16022.13000,10936.73000,5085.40100,3430.12500,,3430.12000,1655.27600,-157.88200,1497.39400,544.73200,952.66200,952.66200,952.66200,1958.18700,1655.27600,332.25400,334.46900,2.87000,2.85000
2012-01-31,14807.19000,10109.28000,4697.91000,3207.10600,,3207.10000,1490.80400,-265.51500,1225.28900,458.60400,766.68490,766.68490,766.68500,1766.21200,1490.80400,341.23400,345.11700,2.25000,2.22000
2011-01-31,13035.00000,8858.44400,4176.55600,2902.49100,,2902.49600,1274.06400,-289.09300,984.97200,357.11500,627.85700,627.85700,627.85700,1528.99100,1274.06400,341.04700,344.80000,1.84000,1.82000
2010-01-31,11796.38000,8106.50900,3689.87100,2736.61300,,2736.61100,953.25780,-401.14200,552.11600,212.67400,339.44200,339.44200,339.44200,1210.02900,953.25780,322.77800,324.83600,1.05000,1.04000
2009-01-31,10457.67000,7396.57100,3061.09700,2448.61100,-32.00000,2480.61100,580.48630,-386.08300,194.40300,86.22100,108.18200,108.18200,108.18200,828.38530,580.48630,317.02400,317.50300,0.34000,0.34000
