,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,394328.00000,223546.00000,170782.00000,26251.00000,25094.00000,51345.00000,119437.00000,-334.00000,119103.00000,19300.00000,99803.00000,99803.00000,99803.00000,130541.00000,119437.00000,16215.96000,16325.82000,6.15000,6.11000
2021-09-30,365817.00000,212981.00000,152836.00000,21914.00000,21973.00000,43887.00000,108949.00000,258.00000,109207.00000,14527.00000,94680.00000,94680.00000,94680.00000,120233.00000,108949.00000,16701.27000,16864.92000,5.67000,5.61000
2020-09-30,274515.00000,169559.00000,104956.00000,18752.00000,19916.00000,38668.00000,66288.00000,803.00000,67091.00000,9680.00000,57411.00000,57411.00000,57411.00000,77344.00000,66288.00000,17352.12000,17528.21000,3.31000,3.28000
2019-09-30,260174.00000,161782.00000,98392.00000,16217.00000,18245.00000,34462.00000,63930.00000,1807.00000,65737.00000,10481.00000,55256.00000,55256.00000,55256.00000,76477.00000,63930.00000,18471.34000,18595.65000,2.99000,2.97000
2018-09-30,265595.00000,163756.00000,101839.00000,14236.00000,16705.00000,30941.00000,70898.00000,2005.00000,72903.00000,13372.00000,59531.00000,59531.00000,59531.00000,81801.00000,70898.00000,19821.51000,20000.44000,3.00000,2.98000
2017-09-30,229234.00000,141048.00000,88186.00000,11581.00000,15261.00000,26842.00000,61344.00000,2745.00000,64089.00000,15738.00000,48351.00000,48351.00000,48351.00000,71501.00000,61344.00000,20868.97000,21006.77000,2.31750,2.30250
2016-09-30,215639.00000,131376.00000,84263.00000,10045.00000,14194.00000,24239.00000,60024.00000,1348.00000,61372.00000,15685.00000,45687.00000,45687.00000,45687.00000,70529.00000,60024.00000,21883.28000,22001.12000,2.08750,2.07750
2015-09-30,233715.00000,140089.00000,93626.00000,8067.00000,14329.00000,22396.00000,71230.00000,1285.00000,72515.00000,19121.00000,53394.00000,53394.00000,53394.00000,82487.00000,71230.00000,23013.68000,23172.28000,2.32000,2.30500
2014-09-30,182795.00000,112258.00000,70537.00000,6041.00000,11993.00000,18034.00000,52503.00000,980.00000,53483.00000,13973.00000,39510.00000,39510.00000,39510.00000,60449.00000,52503.00000,24342.29000,24490.65000,1.62250,1.61250
2013-09-30,170910.00000,106606.00000,64304.00000,4475.00000,10830.00000,15305.00000,48999.00000,1156.00000,50155.00000,13118.00000,37037.00000,37037.00000,37037.00000,55756.00000,48999.00000,25909.28000,26086.54000,1.43000,1.42000
2012-09-30,156508.00000,87846.00000,68662.00000,3381.00000,10040.00000,13421.00000,55241.00000,522.00000,55763.00000,14030.00000,41733.00000,41733.00000,41733.00000,58518.00000,55241.00000,26174.90000,26469.93000,1.59500,1.57750
2011-09-30,108249.00000,64431.00000,43818.00000,2429.00000,7599.00000,10028.00000,33790.00000,415.00000,34205.00000,8283.00000,25922.00000,25922.00000,25922.00000,35604.00000,33790.00000,25879.22000,26226.06000,1.00180,0.98860
2010-09-30,65225.00000,39541.00000,25684.00000,1782.00000,5517.00000,7299.00000,18385.00000,155.00000,18540.00000,4527.00000,14013.00000,14013.00000,14013.00000,19412.00000,18385.00000,25464.91000,25891.94000,0.55040,0.54110
2009-09-30,42905.00000,25683.00000,17222.00000,1333.00000,4149.00000,5482.00000,11740.00000,326.00000,12066.00000,3831.00000,8235.00000,8235.00000,8235.00000,12474.00000,11740.00000,25004.45000,25396.14000,0.32930,0.32430
