,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,1942.88400,1128.61400,814.27000,121.35500,218.29600,,339.65100,474.61900,-2.35200,472.26700,109.35100,362.91600,362.91600,362.91600,652.24300,474.61900,73.32400,73.48600,4.95000,4.94000
2021-06-30,1758.22500,1063.39900,694.82590,109.04700,187.06000,,296.10700,398.71890,-0.99400,397.72500,86.25600,311.46900,311.46900,311.46900,574.46690,398.71890,75.54600,75.65800,4.12000,4.12000
2020-06-30,1697.06700,1008.46400,688.60300,109.98800,197.98800,,307.97600,380.62700,0.44900,381.07600,84.40800,296.66800,296.66800,296.66800,552.43190,380.62700,76.78700,76.93400,3.86000,3.86000
2019-06-30,1697.06700,1008.46400,688.60300,109.98800,197.98800,,307.97600,380.62700,0.44900,381.07600,84.40800,296.66800,296.66800,296.66800,552.43190,380.62700,76.78700,76.93400,3.86000,3.86000
2018-06-30,1470.79700,853.13800,617.65900,90.34000,171.71000,1.89400,260.15600,357.50310,-1.34500,356.15800,-8.87600,365.03400,365.03400,365.03400,509.48900,357.50310,77.25200,77.58500,4.73000,4.70000
2017-06-30,1388.29000,805.85500,582.43510,84.75300,159.23500,3.27000,240.71800,341.71700,-0.74800,340.96900,111.40800,229.56100,229.56100,229.56100,481.50310,341.71700,77.85600,78.25500,2.95000,2.93000
2016-06-30,1354.64600,773.65100,580.99500,81.23400,157.59300,19.49100,219.33600,361.65900,-1.12300,360.53600,111.66900,248.86700,248.86700,248.86700,491.30700,361.65900,79.41600,79.73400,3.13000,3.12000
2015-06-30,1256.19000,720.33600,535.85390,71.49500,153.36800,6.87400,217.98900,317.86500,-1.42500,316.44000,105.21900,211.22100,211.22100,211.22100,436.86100,317.86500,81.35300,81.60100,2.60000,2.59000
2014-06-30,1173.17300,679.37200,493.80100,66.74800,138.75500,,205.50300,288.29800,-0.72800,287.57000,100.85500,186.71500,186.71500,186.71500,396.06900,288.29800,84.86600,85.39600,2.20000,2.19000
2013-06-30,1107.52400,646.13000,461.39400,63.20200,147.43500,,210.63700,250.75700,-5.69700,245.06000,77.45000,167.61000,167.61000,167.61000,351.09800,250.75700,86.04000,86.61900,1.95000,1.94000
2012-06-30,1017.66700,598.84400,418.82300,60.87600,126.35500,,187.23100,231.59200,-4.56700,227.02500,74.98500,152.04000,152.04000,152.04000,326.21110,231.59200,86.59900,87.28700,1.76000,1.74000
2011-06-30,966.89700,567.56300,399.33390,63.39500,119.62200,,183.01710,216.31690,-8.80500,207.51200,70.04100,137.47100,137.47100,137.47100,306.83090,216.31690,85.94800,86.68700,1.60000,1.59000
2010-06-30,836.58600,491.46600,345.12000,50.82000,112.04700,,162.86700,182.25300,-1.45700,180.79600,62.92600,117.87000,117.87000,117.87000,253.76100,182.25300,84.55800,85.38100,1.39000,1.38000
2009-06-30,745.59300,446.19400,299.39900,42.90100,98.61200,,141.51300,157.88600,-0.57600,157.31000,54.20800,103.10200,103.10200,103.10200,222.03300,157.88600,84.11800,84.83000,1.23000,1.22000
