,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,35466.00000,23825.00000,11641.00000,5214.00000,5214.00000,6427.00000,-48.00000,6379.00000,1412.00000,4967.00000,4967.00000,,4966.00000,7631.00000,6427.00000,677.10000,683.10000,7.33000,7.27000
2021-12-31,34392.00000,23394.00000,10998.00000,4798.00000,4798.00000,6200.00000,1035.00000,7235.00000,1625.00000,5610.00000,5610.00000,,5542.00000,7423.00000,6200.00000,692.30000,700.40000,8.01000,7.91000
2020-12-31,32637.00000,22169.00000,10468.00000,4772.00000,4772.00000,5696.00000,316.00000,6012.00000,1147.00000,4865.00000,4865.00000,,4779.00000,6698.00000,5696.00000,704.10000,711.20000,6.79000,6.72000
2019-12-31,36709.00000,24339.00000,12370.00000,5519.00000,5519.00000,6851.00000,708.00000,7559.00000,1329.00000,6230.00000,6230.00000,,6143.00000,7939.00000,6851.00000,721.00000,730.30000,8.52000,8.41000
2018-12-31,41802.00000,29046.00000,12756.00000,6051.00000,6051.00000,6705.00000,782.00000,7487.00000,659.00000,6828.00000,6828.00000,,6765.00000,7821.00000,6705.00000,743.00000,753.00000,9.10000,8.98000
2017-12-31,40534.00000,28144.00000,12390.00000,6087.00000,6087.00000,6303.00000,647.00000,6950.00000,5362.00000,1588.00000,1588.00000,,1545.00000,7418.00000,6303.00000,762.10000,772.10000,2.03000,2.00000
2016-12-31,39302.00000,27677.00000,11625.00000,5574.00000,5574.00000,6051.00000,401.00000,6452.00000,1603.00000,4849.00000,4849.00000,,4812.00000,7081.00000,6051.00000,764.30000,775.30000,6.30000,6.21000
2015-12-31,38581.00000,26747.00000,11834.00000,5006.00000,5006.00000,6828.00000,-242.00000,6586.00000,1739.00000,4847.00000,4847.00000,,4768.00000,7711.00000,6828.00000,779.80000,789.30000,6.11000,6.04000
2014-12-31,40306.00000,28957.00000,11349.00000,5518.00000,5518.00000,5831.00000,-13.00000,5818.00000,1489.00000,4329.00000,4329.00000,,4239.00000,6755.00000,5831.00000,784.40000,795.20000,5.40000,5.33000
2013-12-31,39055.00000,28364.00000,10691.00000,5190.00000,5190.00000,5501.00000,-89.00000,5412.00000,1450.00000,3962.00000,3962.00000,,3924.00000,6490.00000,5501.00000,786.40000,797.30000,4.99000,4.92000
2012-12-31,37665.00000,28291.00000,9374.00000,5218.00000,5218.00000,4156.00000,-281.00000,3875.00000,944.00000,2931.00000,2931.00000,,2926.00000,5082.00000,4156.00000,782.40000,791.90000,3.74000,3.69000
2011-12-31,36529.00000,28556.00000,7973.00000,5399.00000,5399.00000,2574.00000,-292.00000,2282.00000,417.00000,1865.00000,1865.00000,209.00000,2067.00000,3531.00000,2574.00000,780.80000,791.60000,2.65000,2.61000
2010-12-31,32350.00000,24721.00000,7629.00000,4618.00000,4618.00000,3011.00000,-289.00000,2722.00000,765.00000,1957.00000,1957.00000,78.00000,2022.00000,3998.00000,3011.00000,773.50000,780.90000,2.61000,2.59000
2009-12-31,29951.00000,23260.00000,6691.00000,4323.00000,4323.00000,2368.00000,-404.00000,1964.00000,436.00000,1528.00000,1528.00000,56.00000,1548.00000,3325.00000,2368.00000,752.60000,755.70000,2.06000,2.05000
