,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3343.68100,226.33000,3117.35100,138.45900,-490.71600,2313.46100,803.88990,113.70900,917.59900,45.18300,872.41600,872.41600,,869.40800,2434.89800,803.88990,611.76600,612.18100,1.42000,1.42000
2021-12-31,2080.46300,133.60500,1946.85800,96.98000,-459.78900,1622.01700,324.84080,67.56300,392.40400,31.65700,360.74700,360.74700,,359.45600,1262.93500,324.84080,414.53500,414.77000,0.87000,0.87000
2020-12-31,1647.08700,104.60300,1542.48400,73.21500,-466.38700,1216.64000,325.84410,85.35500,411.19900,14.69300,396.50600,396.50600,,395.48600,1027.37600,325.84410,345.28000,345.41500,1.15000,1.14000
2019-12-31,1488.16300,88.58500,1399.57800,66.48300,-331.17700,991.62100,407.95690,35.67900,443.63600,6.15800,437.47800,437.47800,,436.48200,1022.96500,407.95690,315.83700,316.16000,1.38000,1.38000
2018-12-31,1327.83800,66.32600,1261.51200,84.14800,-292.28900,916.21700,345.29500,24.64300,369.93800,5.34000,364.59800,364.59800,,363.61400,918.58700,345.29500,289.42700,289.92400,1.26000,1.26000
2017-12-31,1215.76800,69.48000,1146.28800,58.44600,-304.59000,861.82400,284.46400,40.89800,325.36200,6.04400,319.31800,319.31800,,301.51400,805.89000,284.46400,273.46600,273.93700,1.10000,1.10000
2016-12-31,1103.17200,62.86500,1040.30700,51.96600,-240.63800,742.54700,297.76000,21.97900,319.73900,3.26200,316.47700,316.47700,,288.49100,765.20000,297.76000,255.06700,255.62400,1.13000,1.13000
2015-12-31,1023.28500,55.35200,967.93300,49.29800,-243.63900,702.15200,265.78090,22.24300,288.02400,3.16900,284.85500,284.85500,,256.68600,686.94900,265.78090,235.76800,236.20900,1.09000,1.09000
2014-12-31,933.50500,53.87100,879.63400,51.08500,-220.49200,646.23800,233.39600,39.20500,272.60100,3.46100,269.14000,269.14000,2.80000,227.55800,615.46000,233.39600,218.39100,218.76800,1.04000,1.04000
2013-12-31,780.20900,38.85100,741.35800,56.88100,-181.73200,558.39500,182.96300,,182.96300,2.35000,180.61300,180.61300,65.67000,203.63400,510.40000,182.96300,191.75500,191.78200,1.06000,1.06000
2012-12-31,484.58100,21.30600,463.27500,38.12300,-126.78200,320.31900,142.95600,,142.95600,1.06100,141.89500,141.89500,17.25700,114.53800,306.65600,142.95600,132.81700,132.88500,0.86000,0.86000
2011-12-31,412.36000,15.45700,396.90300,30.95400,-108.31100,255.81100,141.09200,,141.09200,1.47000,139.62200,139.62200,17.41000,132.77900,270.58700,141.09200,126.14300,126.18900,1.05000,1.05000
2010-12-31,333.43700,5.80500,327.63200,25.31100,-94.08600,211.03800,116.59400,,116.59400,1.39300,115.20100,115.20100,15.58300,106.53100,214.40100,116.59400,105.87000,105.94300,1.01000,1.01000
2009-12-31,322.55000,6.44300,316.10700,20.94600,-85.72700,196.57500,119.53200,,119.53200,0.67700,118.85500,118.85500,12.27200,106.87400,214.16000,119.53200,103.57800,103.58100,1.03000,1.03000
