,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3676.30000,1570.70000,2105.60000,542.10000,975.80000,1594.70000,510.90010,58.20000,569.10000,119.40000,449.70000,449.70000,449.70000,682.70010,510.90010,248.60000,250.20000,1.81000,1.80000
2021-12-31,3659.10000,1624.40000,2034.70000,536.60000,875.90000,1473.70000,561.00020,13.60000,574.60000,81.80000,492.80000,492.80000,492.70000,740.90030,561.00020,251.40000,254.30000,1.96000,1.94000
2020-12-31,3147.70000,1392.80000,1754.90000,475.90000,767.90000,1335.10000,419.79980,-24.80000,395.00000,4.40000,390.60000,390.60000,389.90000,617.29980,419.79980,250.50000,252.30000,1.56000,1.55000
2019-12-31,3264.30000,1483.40000,1780.90000,469.70000,834.80000,1405.00000,375.89990,-31.10000,344.80000,-169.70000,514.50000,514.50000,514.30000,583.09990,375.89990,250.80000,252.90000,2.05000,2.03000
2018-12-31,3108.40000,1427.40000,1681.00000,446.10000,829.60000,1360.30000,320.70000,-42.70000,278.00000,-5.30000,283.30000,283.30000,282.80000,535.90000,320.70000,250.00000,253.40000,1.13000,1.12000
2017-12-31,2646.50000,1268.90000,1377.60000,370.20000,701.80000,1141.90000,235.70000,12.50000,248.20000,129.70000,118.50000,118.50000,118.40000,419.09990,235.70000,252.10000,256.70000,0.47000,0.46000
2016-12-31,2362.10000,1127.60000,1234.50000,349.60000,630.70000,1054.10000,180.40010,-4.30000,176.10000,43.90000,132.20000,132.20000,132.40000,368.20010,180.40010,250.50000,253.90000,0.53000,0.52000
2015-12-31,2290.40000,1088.20000,1202.20000,336.70000,629.90000,1047.80000,154.39990,-2.60000,151.80000,31.10000,120.70000,120.70000,121.10000,353.49990,154.39990,255.80000,258.50000,0.47000,0.47000
2014-12-31,2395.50000,1104.70000,1290.80000,318.00000,634.70000,1030.00000,260.80000,5.20000,266.00000,52.10000,213.90000,213.90000,214.10000,452.40010,260.80000,260.10000,264.50000,0.82000,0.81000
2013-12-31,2288.10000,1084.30000,1203.80000,299.40000,565.00000,952.10000,251.70010,1.20000,252.90000,34.70000,218.20000,218.20000,218.90000,441.20010,251.70010,256.60000,261.20000,0.85000,0.84000
2012-12-31,2040.11300,993.93600,1046.17700,256.45800,509.49400,833.60900,212.56800,16.85600,229.42400,39.70800,189.71600,189.71600,191.06000,361.96600,212.56800,251.13200,256.77400,0.76000,0.74000
2011-12-31,1644.06500,814.48390,829.58100,197.00700,425.17900,673.17910,156.40210,11.05200,167.45400,18.54500,148.90900,148.90900,150.75500,262.81310,156.40210,245.45000,252.26600,0.61000,0.60000
2010-12-31,1293.93700,648.43600,645.50100,150.08900,333.47900,517.89900,127.60190,13.48500,141.08700,37.47400,103.61300,103.61300,103.66000,203.43890,127.60190,240.70400,247.59600,0.43000,0.42000
2009-12-31,1126.25900,576.39100,549.86800,136.63900,290.68900,464.04800,85.82010,1.80100,87.62100,23.65800,63.96300,63.96300,63.44600,157.28710,85.82010,239.62800,244.41600,0.26500,0.26000
