,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4475.50000,2626.40000,1849.10000,964.20000,964.20000,884.90010,123.70000,1008.60000,98.00000,910.60000,910.60000,910.60000,1068.70000,884.90010,387.20000,388.40000,2.35000,2.34000
2021-12-31,5070.80000,2896.40000,2174.40000,1051.30000,1051.30000,1123.10000,-187.70000,935.40000,129.60000,805.80000,805.80000,805.80000,1331.30000,1123.10000,406.80000,408.90000,1.98000,1.97000
2020-12-31,4835.00000,2826.50000,2008.50000,1041.20000,1041.20000,967.30000,-112.20000,855.10000,110.80000,744.30000,744.30000,744.30000,1192.90000,967.30000,412.30000,415.20000,1.81000,1.79000
2019-12-31,5292.10000,3086.50000,2205.60000,1271.60000,1271.60000,934.00000,387.40000,1321.40000,263.10000,1058.30000,1058.30000,1058.30000,1191.70000,934.00000,427.60000,430.90000,2.47000,2.46000
2018-12-31,5589.90000,3300.80000,2289.10000,1167.00000,1167.00000,1122.10000,-130.70000,991.40000,139.50000,851.90000,851.90000,851.90000,1386.80000,1122.10000,451.80000,454.40000,1.89000,1.87000
2017-12-31,5524.30000,3353.00000,2171.30000,1231.50000,1695.50000,475.79980,-128.30000,347.50000,904.60000,-557.10000,-557.10000,-557.10000,1202.70000,475.79980,467.90000,467.90000,-1.19000,-1.19000
2016-12-31,5422.90000,3266.70000,2156.20000,1669.20000,1669.20000,487.00000,-145.30000,341.70000,88.50000,253.20000,253.20000,253.20000,750.20000,487.00000,490.20000,493.50000,0.52000,0.51000
2015-12-31,5483.70000,3199.40000,2284.30000,1174.90000,1174.90000,1109.40000,-167.60000,941.80000,104.00000,837.80000,837.80000,837.80000,1379.60000,1109.40000,512.60000,516.70000,1.63000,1.62000
2014-12-31,5607.20000,3297.40000,2309.80000,1169.30000,1169.30000,1140.50000,-172.30000,968.20000,115.80000,852.40000,852.40000,852.40000,1412.40000,1140.50000,533.40000,536.80000,1.60000,1.59000
2013-12-31,5542.00000,3235.00000,2307.00000,1199.60000,1199.60000,1107.40000,-180.50000,926.90000,128.50000,798.40000,798.40000,798.40000,1370.20000,1107.40000,556.60000,559.70000,1.43000,1.43000
2012-12-31,5664.80000,3194.20000,2470.60000,1140.60000,1140.60000,1330.00000,-161.20000,1168.80000,142.90000,1025.90000,1025.90000,1025.90000,1576.10000,1330.00000,604.90000,607.40000,1.70000,1.69000
2011-12-31,5491.40000,3102.00000,2389.40000,1004.40000,1004.40000,1385.00000,-110.40000,1274.60000,109.20000,1165.40000,1165.40000,1165.40000,1577.60000,1385.00000,630.60000,634.20000,1.85000,1.84000
2010-12-31,5192.70000,2978.40000,2214.30000,914.20000,914.20000,1300.10000,-154.90000,1145.20000,235.30000,909.90000,909.90000,909.90000,1476.00000,1300.10000,666.50000,668.90000,1.37000,1.36000
2009-12-31,5083.60000,2874.90000,2208.70000,926.00000,926.00000,1282.70000,-151.20000,1131.50000,282.70000,848.80000,848.80000,848.80000,1436.90000,1282.70000,698.90000,701.00000,1.21000,1.21000
