,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,44955.00000,17565.00000,27390.00000,13001.00000,-6768.00000,25053.00000,2337.00000,-1347.00000,990.00000,253.00000,737.00000,737.00000,737.00000,4949.00000,2337.00000,326.40000,330.10000,2.26000,2.23000
2021-12-31,24634.00000,9218.00000,15416.00000,10243.00000,-1066.00000,16438.00000,-1022.00000,-1535.00000,-2557.00000,-593.00000,-1964.00000,-1964.00000,-1964.00000,1634.00000,-1022.00000,321.90000,321.90000,-6.10000,-6.10000
2020-12-31,15355.00000,6050.00000,9305.00000,9981.00000,-870.00000,15664.00000,-6359.00000,-2463.00000,-8822.00000,-1753.00000,-7069.00000,-7069.00000,-7069.00000,-3777.00000,-6359.00000,279.40000,279.40000,-25.30000,-25.30000
2019-12-31,43259.00000,13596.00000,29663.00000,13722.00000,-6521.00000,25362.00000,4301.00000,-387.00000,3914.00000,905.00000,3009.00000,3009.00000,3009.00000,6589.00000,4301.00000,258.80000,259.90000,11.63000,11.58000
2018-12-31,41303.00000,13723.00000,27580.00000,13016.00000,-6288.00000,24351.00000,3229.00000,-581.00000,2648.00000,526.00000,2122.00000,2122.00000,2122.00000,5394.00000,3229.00000,275.50000,276.70000,7.70000,7.67000
2017-12-31,37784.00000,11037.00000,26747.00000,12376.00000,-5726.00000,23129.00000,3618.00000,-595.00000,3023.00000,880.00000,2143.00000,2143.00000,2143.00000,5714.00000,3618.00000,302.70000,303.60000,7.08000,7.06000
2016-12-31,36558.00000,9759.00000,26799.00000,11571.00000,-6062.00000,22455.00000,4344.00000,-571.00000,3773.00000,1539.00000,2234.00000,2234.00000,2234.00000,6321.00000,4344.00000,329.90000,330.30000,6.77000,6.76000
2015-12-31,37864.00000,11463.00000,26401.00000,11055.00000,-5404.00000,21235.00000,5166.00000,-947.00000,4219.00000,-3121.00000,7340.00000,7340.00000,7340.00000,6985.00000,5166.00000,376.10000,376.90000,19.52000,19.47000
2014-12-31,38901.00000,15798.00000,23103.00000,10308.00000,-5586.00000,20730.00000,2373.00000,-1245.00000,1128.00000,-4.00000,1132.00000,1132.00000,1132.00000,4052.00000,2373.00000,371.10000,389.70000,3.05000,2.93000
2013-12-31,38279.00000,17975.00000,20304.00000,8625.00000,-5715.00000,19055.00000,1249.00000,-710.00000,539.00000,-32.00000,571.00000,571.00000,571.00000,2988.00000,1249.00000,348.00000,391.00000,1.64000,1.53000
2012-12-31,37152.00000,17368.00000,19784.00000,9297.00000,-6004.00000,19745.00000,39.00000,-763.00000,-724.00000,-1.00000,-723.00000,-723.00000,-723.00000,1950.00000,39.00000,331.00000,331.00000,-2.18000,-2.18000
2011-12-31,37110.00000,16522.00000,20588.00000,9087.00000,-5195.00000,18766.00000,1822.00000,-977.00000,845.00000,5.00000,840.00000,840.00000,837.00000,3281.00000,1822.00000,329.00000,383.00000,2.54000,2.26000
2010-12-31,23325.00000,9614.00000,13711.00000,5914.00000,-3935.00000,12735.00000,976.00000,-723.00000,253.00000,,253.00000,253.00000,253.00000,2249.00000,976.00000,207.00000,253.00000,1.22000,1.08000
2009-12-31,16335.00000,6692.00000,9643.00000,4589.00000,-2941.00000,9804.00000,-161.00000,-507.00000,-668.00000,-17.00000,-651.00000,-651.00000,-651.00000,1227.00000,-161.00000,151.00000,151.00000,-4.32000,-4.32000
