,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,177453.00000,151671.00000,25782.00000,3597.00000,2499.00000,4313.00000,21469.00000,-1000.00000,20469.00000,4491.00000,15978.00000,15978.00000,72.00000,14516.00000,24734.00000,21469.00000,512.00000,516.00000,28.31000,28.12000
2021-12-31,119983.00000,110008.00000,9975.00000,3258.00000,947.00000,5675.00000,4300.00000,-1483.00000,2817.00000,264.00000,2553.00000,2553.00000,8448.00000,9738.00000,7743.00000,4300.00000,634.00000,638.00000,15.34000,15.24000
2020-12-31,69779.00000,65733.00000,4046.00000,3378.00000,-9173.00000,16293.00000,-12247.00000,-1365.00000,-13612.00000,-2430.00000,-11182.00000,-11182.00000,1205.00000,-9826.00000,-8803.00000,-12247.00000,649.00000,649.00000,-15.13000,-15.13000
2019-12-31,111148.00000,99228.00000,11920.00000,3753.00000,-480.00000,7458.00000,4462.00000,-1229.00000,3233.00000,784.00000,2449.00000,2449.00000,806.00000,2637.00000,7720.00000,4462.00000,659.00000,664.00000,4.00000,3.97000
2018-12-31,86086.00000,77047.00000,9039.00000,2682.00000,503.00000,4349.00000,4690.00000,-993.00000,3697.00000,764.00000,2933.00000,2933.00000,673.00000,2780.00000,6930.00000,4690.00000,526.00000,526.00000,5.36000,5.28000
2017-12-31,74733.00000,67089.00000,7644.00000,2148.00000,636.00000,3626.00000,4018.00000,-674.00000,3344.00000,-460.00000,3804.00000,3804.00000,,3432.00000,6196.00000,4018.00000,507.00000,512.00000,6.76000,6.70000
2016-12-31,63339.00000,56676.00000,6663.00000,2032.00000,-244.00000,4277.00000,2386.00000,-564.00000,1822.00000,609.00000,1213.00000,1213.00000,,1174.00000,4448.00000,2386.00000,528.00000,530.00000,2.22000,2.21000
2015-12-31,72051.00000,55583.00000,16468.00000,9659.00000,-615.00000,11776.00000,4692.00000,-318.00000,4374.00000,1506.00000,2868.00000,2868.00000,,2852.00000,6210.00000,4692.00000,538.00000,542.00000,5.29000,5.26000
2014-12-31,97817.00000,83770.00000,14047.00000,8450.00000,-220.00000,9996.00000,4051.00000,-216.00000,3835.00000,1280.00000,2555.00000,2555.00000,,2524.00000,5404.00000,4051.00000,570.00000,574.00000,4.42000,4.39000
2013-12-31,100160.00000,87401.00000,12759.00000,7851.00000,-263.00000,9334.00000,3425.00000,-179.00000,3246.00000,1113.00000,2133.00000,2133.00000,,2108.00000,4645.00000,3425.00000,630.00000,634.00000,3.34000,3.32000
2012-12-31,82243.00000,68668.00000,13575.00000,7202.00000,-31.00000,8228.00000,5347.00000,-109.00000,5238.00000,1845.00000,3393.00000,3393.00000,,3383.00000,6342.00000,5347.00000,680.00000,684.00000,4.97500,4.94500
2011-12-31,78638.00000,65795.00000,12843.00000,6412.00000,-1795.00000,9098.00000,3745.00000,-26.00000,3719.00000,1330.00000,2389.00000,2389.00000,,2385.00000,4636.00000,3745.00000,712.00000,714.00000,3.35000,3.33500
2010-12-31,62487.00000,51731.00000,10756.00000,6329.00000,-2475.00000,9745.00000,1011.00000,12.00000,1023.00000,400.00000,623.00000,623.00000,,622.00000,1952.00000,1011.00000,712.00000,716.00000,0.87500,0.87000
2009-12-31,45530.00000,37003.00000,8527.00000,5995.00000,-1208.00000,7873.00000,654.00000,31.00000,685.00000,236.00000,449.00000,449.00000,,449.00000,1324.00000,654.00000,712.00000,716.00000,0.63000,0.62500
