,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7957.00000,2677.00000,5280.00000,2476.00000,,3765.00000,1515.00000,-260.00000,1255.00000,176.00000,1079.00000,1079.00000,,1074.00000,2974.00000,1515.00000,258.40000,259.50000,4.16000,4.14000
2021-12-31,6394.00000,1629.00000,4765.00000,2286.00000,,3432.00000,1333.00000,-181.00000,1152.00000,157.00000,995.00000,995.00000,,990.00000,2633.00000,1333.00000,256.30000,257.60000,3.86000,3.84000
2020-12-31,5794.00000,1275.00000,4519.00000,2144.00000,,3219.00000,1300.00000,-268.00000,1032.00000,155.00000,877.00000,877.00000,,871.00000,2475.00000,1300.00000,247.00000,248.70000,3.53000,3.50000
2019-12-31,5910.00000,1422.00000,4488.00000,2226.00000,,3221.00000,1267.00000,-251.00000,1016.00000,182.00000,834.00000,834.00000,,828.00000,2367.00000,1267.00000,245.60000,247.10000,3.37000,3.35000
2018-12-31,6291.00000,1724.00000,4567.00000,2255.00000,,3210.00000,1357.00000,-299.00000,1058.00000,237.00000,821.00000,821.00000,,815.00000,2410.00000,1357.00000,243.80000,245.80000,3.34000,3.32000
2017-12-31,6174.00000,1686.00000,4488.00000,2182.00000,,3078.00000,1410.00000,-305.00000,1105.00000,576.00000,529.00000,529.00000,,523.00000,2384.00000,1410.00000,242.60000,244.20000,2.16000,2.14000
2016-12-31,6076.00000,1709.00000,4367.00000,2200.00000,,3045.00000,1322.00000,-281.00000,1041.00000,382.00000,659.00000,659.00000,,653.00000,2267.00000,1322.00000,242.60000,243.40000,2.69000,2.68000
2015-12-31,6098.00000,1807.00000,4291.00000,2167.00000,-69.00000,3032.00000,1259.00000,-311.00000,948.00000,363.00000,585.00000,585.00000,51.00000,630.00000,2155.00000,1259.00000,242.60000,243.60000,2.60000,2.59000
2014-12-31,6053.00000,1902.00000,4151.00000,2152.00000,0.00000,2897.00000,1254.00000,-284.00000,970.00000,377.00000,593.00000,593.00000,-1.00000,586.00000,2067.00000,1254.00000,242.60000,244.40000,2.42000,2.40000
2013-12-31,5838.00000,1879.00000,3959.00000,2069.00000,0.00000,2775.00000,1184.00000,-355.00000,829.00000,311.00000,518.00000,518.00000,-223.00000,289.00000,1945.00000,1184.00000,242.60000,244.50000,1.19000,1.18000
2012-12-31,5781.00000,1966.00000,3815.00000,1954.00000,,2627.00000,1188.00000,-359.00000,829.00000,307.00000,522.00000,522.00000,-1496.00000,-974.00000,1924.00000,1188.00000,242.60000,243.00000,-4.01000,-4.01000
2011-12-31,6148.00000,2388.00000,3760.00000,1995.00000,-89.00000,2727.00000,1033.00000,-342.00000,691.00000,254.00000,437.00000,437.00000,89.00000,519.00000,1712.00000,1033.00000,241.50000,242.10000,2.15000,2.15000
2010-12-31,7638.00000,3098.00000,4540.00000,2270.00000,,3624.00000,916.00000,-440.00000,476.00000,325.00000,151.00000,151.00000,,139.00000,1739.00000,916.00000,238.80000,238.80000,0.58000,0.58000
2009-12-31,7135.00000,2799.00000,4336.00000,2188.00000,,2920.00000,1416.00000,-460.00000,956.00000,332.00000,624.00000,624.00000,,612.00000,2202.00000,1416.00000,220.40000,220.40000,2.78000,2.78000
