,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-01-31,4462.38300,2398.15800,2064.22500,1424.30600,955.24500,,2411.89300,-347.66800,-135.82700,-483.49500,-62.46100,-421.03400,-421.03400,,-421.03400,1113.47300,-347.66800,796.85500,796.85500,-0.53000,-0.53000
2021-01-31,2968.90000,1480.55000,1488.35000,1072.74000,467.24000,-36.00000,1746.73900,-258.38920,-63.77900,-322.16800,-44.87000,-277.29800,-277.29800,,-277.29800,410.44890,-258.38920,668.77200,668.77200,-0.41000,-0.41000
2020-01-31,2699.16100,1342.22000,1356.94100,1080.39100,464.58000,,1600.29900,-243.35790,1041.74000,798.38200,-786.00900,1584.39100,1584.39100,,1584.39100,343.97110,-243.35790,664.70900,676.09400,2.38000,2.34000
2019-01-31,2865.79100,1407.39900,1458.39200,914.00900,424.36000,,1415.12200,43.27000,-47.91700,-4.64700,174.44700,-179.09400,-179.09400,,-179.09400,585.29700,43.27000,591.23200,591.23200,-0.30000,-0.30000
2018-01-31,2409.17000,947.23000,1461.94000,714.44400,238.16600,-74.38500,1032.24500,429.69490,21.50900,451.20400,18.06200,433.14200,433.14200,87.68900,520.83100,516.75200,429.69490,498.00800,509.66700,1.05000,1.02000
2017-01-31,2300.99200,1017.56400,1283.42800,805.02900,251.19100,0.00000,1153.02100,130.40700,17.02200,147.42900,72.60800,74.82100,74.82100,-53.67000,21.15100,252.21800,130.40700,509.73800,517.51300,0.04000,0.04000
2016-01-31,2602.49700,1406.12100,1196.37600,954.65300,279.21500,-654.66700,1941.78600,-745.40990,17.68500,-727.72500,10.71600,-738.44100,-738.44100,-72.95900,-811.40000,-624.43390,-745.40990,510.94500,510.94500,-1.59000,-1.59000
2015-01-31,3637.20600,1799.42500,1837.78100,1091.54700,263.67300,0.00000,1381.40500,456.37600,23.33400,479.71000,-4.07700,483.78700,483.78700,-48.44100,435.34600,577.37900,456.37600,511.08900,520.76000,0.85000,0.84000
2014-01-31,3404.40000,1663.73000,1740.67000,1153.99900,257.32300,,1459.97900,280.69090,25.56600,306.25700,-9.06300,315.32000,315.32000,,315.32000,435.36490,280.69090,496.51800,504.41300,0.64000,0.63000
2013-01-31,3168.63000,1493.49700,1675.13300,1057.44500,270.33100,,1380.47600,294.65700,15.53300,310.19000,3.60500,306.58500,306.58500,,306.58500,438.38500,294.65700,555.31000,563.12300,0.55000,0.54000
2012-01-31,3393.04000,1465.80500,1927.23500,1013.67800,260.05400,,1323.08900,604.14600,14.91300,619.05900,3.96800,615.09100,615.09100,,615.09100,741.95700,604.14600,607.85700,623.26800,1.01000,0.99000
2011-01-31,3611.89300,1473.27400,2138.61900,897.57800,260.31100,,1237.42700,901.19190,9.27000,910.46200,6.33300,904.12900,904.12900,,904.12900,1073.92000,901.19190,648.34700,676.87800,1.39000,1.34000
2010-01-31,2807.68700,1227.09600,1580.59100,828.17600,310.76600,,1246.47600,334.11520,8.99500,343.11000,-10.34600,353.45600,353.45600,,353.45600,540.86320,334.11520,623.93400,653.74100,0.57000,0.54000
2009-01-31,2950.56300,1426.62400,1523.93900,935.27200,270.16800,,1358.76300,165.17600,5.65700,170.83300,23.59100,147.24200,147.24200,,147.24200,431.32300,165.17600,608.74700,630.32800,0.24000,0.23000
