,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2909.80000,1026.70000,1883.10000,484.20000,1000.20000,1491.90000,391.20020,-0.40000,390.80000,49.60000,341.20000,341.20000,341.20000,547.10020,391.20020,389.40000,427.50000,0.88000,0.82000
2021-12-31,2448.50000,768.00000,1680.50000,604.20000,806.80000,1414.70000,265.80000,-9.00000,256.80000,39.90000,216.90000,216.90000,216.90000,367.80000,265.80000,386.90000,428.80000,0.56000,0.53000
2020-12-31,1926.70000,646.60000,1280.10000,359.90000,618.20000,980.60000,299.50000,-1.60000,297.90000,-251.80000,549.70000,549.70000,549.70000,366.60000,299.50000,377.50000,420.40000,1.46000,1.33000
2019-12-31,1476.00000,544.50000,931.50000,273.50000,515.70000,789.20000,142.30000,-38.10000,104.20000,3.10000,101.10000,101.10000,101.10000,191.00000,142.30000,364.40000,369.20000,0.27750,0.27500
2018-12-31,1031.60000,367.70000,663.90000,417.40000,432.80000,850.20000,-186.29990,59.80000,-126.50000,0.60000,-127.10000,-127.10000,-127.10000,-157.19990,-186.29990,352.80000,352.80000,-0.36000,-0.36000
2017-12-31,718.50000,226.40000,492.10000,185.40000,349.20000,534.60000,-42.50000,-6.10000,-48.60000,1.60000,-50.20000,-50.20000,-50.20000,-26.40000,-42.50000,345.20000,345.20000,-0.14500,-0.14500
2016-12-31,573.30000,194.90000,378.40000,156.10000,286.20000,442.30000,-63.90000,-1.00000,-64.90000,0.70000,-65.60000,-65.60000,-65.60000,-48.90000,-63.90000,334.40000,334.40000,-0.19500,-0.19500
2015-12-31,402.00000,123.60000,278.40000,137.50000,198.00000,335.50000,-57.10000,-0.40000,-57.50000,0.10000,-57.60000,-57.60000,-57.60000,-46.30000,-57.10000,319.20000,319.20000,-0.18000,-0.18000
2014-12-31,259.20000,82.90000,176.30000,69.40000,128.40000,197.80000,-21.50000,-0.80000,-22.30000,0.10000,-22.40000,-22.40000,-22.40000,-13.10000,-21.50000,300.80000,300.80000,-0.07500,-0.07500
2013-12-31,160.00000,59.90000,100.10000,44.80000,84.20000,129.00000,-28.90000,-0.90000,-29.80000,,-29.80000,-29.80000,-29.80000,-21.20000,-28.90000,284.40000,284.40000,-0.10500,-0.10500
2012-12-31,99.90000,53.30000,46.60000,38.30000,64.00000,102.30000,-55.70000,-0.10000,-55.80000,-1.30000,-54.50000,-54.50000,-54.50000,-48.20000,-55.70000,274.80000,274.80000,-0.19750,-0.19750
2011-12-31,76.30000,40.40000,35.90000,29.60000,51.10000,80.70000,-44.80000,0.10000,-44.70000,,-44.70000,-44.70000,-44.70000,-40.10000,-44.80000,262.40000,262.40000,-0.17000,-0.17000
2010-12-31,48.60000,30.20000,18.40000,23.20000,40.50000,63.70000,-45.30000,-9.90000,-55.20000,0.00000,-55.20000,-55.20000,-55.20000,-42.20000,-45.30000,227.60000,227.60000,-0.24250,-0.24250
2009-12-31,29.69300,26.03200,3.66100,14.29400,35.20000,49.49400,-45.83300,-7.69100,-53.52400,,-53.52400,-53.52400,-53.52400,-42.32300,-45.83300,177.38800,177.38800,-0.30250,-0.30250
