,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14044.00000,6386.00000,7658.00000,1490.00000,-4409.00000,5899.00000,1759.00000,-378.00000,1381.00000,278.00000,1103.00000,1103.00000,,1012.00000,2139.00000,1759.00000,242.83000,243.28000,4.17000,4.16000
2021-12-31,14657.00000,6349.00000,8308.00000,1443.00000,-4259.00000,5702.00000,2606.00000,-424.00000,2182.00000,479.00000,1703.00000,1703.00000,,1578.00000,3040.00000,2606.00000,259.67000,260.20000,6.08000,6.07000
2020-12-31,12583.00000,6170.00000,6413.00000,1410.00000,-5952.00000,7362.00000,-949.00000,-515.00000,-1464.00000,-173.00000,-1291.00000,-1291.00000,,-931.00000,-282.00000,-949.00000,280.32000,280.32000,-3.32000,-3.32000
2019-12-31,14931.00000,5806.00000,9125.00000,1383.00000,-6032.00000,7415.00000,1710.00000,-591.00000,1119.00000,248.00000,871.00000,871.00000,,932.00000,2564.00000,1710.00000,302.70000,303.35000,3.08000,3.07000
2018-12-31,14066.00000,5572.00000,8494.00000,1335.00000,-5751.00000,7086.00000,1408.00000,-574.00000,834.00000,128.00000,706.00000,706.00000,,636.00000,2250.00000,1408.00000,319.06000,319.93000,1.99000,1.99000
2017-12-31,13735.00000,5310.00000,8425.00000,1233.00000,-4964.00000,6197.00000,2228.00000,-646.00000,1582.00000,170.00000,1412.00000,1412.00000,,1164.00000,3062.00000,2228.00000,336.61000,337.50000,3.46000,3.45000
2016-12-31,13105.00000,5283.00000,7822.00000,1235.00000,-5115.00000,6350.00000,1472.00000,-536.00000,936.00000,220.00000,716.00000,716.00000,,654.00000,2286.00000,1472.00000,337.95000,338.31000,1.93000,1.93000
2015-12-31,13415.00000,5384.00000,8031.00000,1540.00000,-5727.00000,7267.00000,764.00000,-520.00000,244.00000,-43.00000,287.00000,287.00000,,260.00000,1756.00000,764.00000,362.43000,362.69000,0.72000,0.72000
2014-12-31,14325.00000,5591.00000,8734.00000,1317.00000,-5109.00000,6426.00000,2308.00000,-498.00000,1810.00000,457.00000,1353.00000,1353.00000,-391.00000,591.00000,3210.00000,2308.00000,381.92000,382.55000,1.55000,1.55000
2013-12-31,14613.00000,5806.00000,8807.00000,1362.00000,-4743.00000,6105.00000,2702.00000,-425.00000,2277.00000,656.00000,1621.00000,1621.00000,-552.00000,595.00000,4185.00000,2702.00000,388.64000,389.51000,1.53000,1.53000
2012-12-31,14072.00000,5729.00000,8343.00000,1274.00000,-4621.00000,5895.00000,2448.00000,-426.00000,2022.00000,513.00000,1509.00000,1509.00000,-399.00000,568.00000,3303.00000,2448.00000,395.12000,395.87000,1.44000,1.43000
2011-12-31,14129.00000,5489.00000,8640.00000,1176.00000,-4716.00000,5892.00000,2748.00000,-522.00000,2226.00000,532.00000,1694.00000,1694.00000,,1062.00000,3517.00000,2748.00000,404.53000,405.32000,2.62000,2.62000
2010-12-31,14615.00000,4985.00000,9630.00000,1168.00000,-5043.00000,6211.00000,3419.00000,-517.00000,2902.00000,894.00000,2008.00000,2008.00000,-20.00000,1289.00000,4117.00000,3419.00000,418.72000,419.52000,3.08000,3.07000
2009-12-31,14117.00000,5290.00000,8827.00000,1417.00000,-4196.00000,5613.00000,3214.00000,-1484.00000,1730.00000,345.00000,1385.00000,1385.00000,-2.00000,564.00000,3799.00000,3214.00000,432.81000,433.45000,1.30000,1.30000
