,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,44351.00000,12391.00000,31960.00000,9762.00000,18955.00000,514.00000,28203.00000,3757.00000,-1256.00000,2501.00000,-792.00000,3293.00000,3293.00000,3288.00000,9237.00000,3757.00000,3096.00000,3120.00000,1.06000,1.05500
2021-12-31,37417.00000,12437.00000,24980.00000,9736.00000,15680.00000,1492.00000,23924.00000,1056.00000,-1321.00000,-265.00000,-380.00000,115.00000,115.00000,112.00000,7586.00000,1056.00000,2836.00000,2854.00000,0.04000,0.04000
2020-12-31,26617.00000,5299.00000,21318.00000,5991.00000,11693.00000,1528.00000,16156.00000,5162.00000,-1246.00000,3916.00000,772.00000,3144.00000,3144.00000,3196.00000,8311.00000,5162.00000,2624.00000,2626.00000,1.22000,1.22000
2019-12-31,24384.00000,4921.00000,19463.00000,6059.00000,12021.00000,1541.00000,16539.00000,2924.00000,-1376.00000,1548.00000,321.00000,1227.00000,1227.00000,1335.00000,6686.00000,2924.00000,2602.00000,2602.00000,0.52000,0.52000
2018-12-31,22090.00000,4936.00000,17154.00000,5932.00000,10362.00000,2527.00000,13767.00000,3387.00000,-1394.00000,1993.00000,-57.00000,2050.00000,2050.00000,2155.00000,7140.00000,3387.00000,2534.00000,2534.00000,0.85000,0.85000
2017-12-31,22465.00000,4318.00000,18147.00000,5757.00000,10543.00000,1830.00000,14470.00000,3677.00000,-1450.00000,2227.00000,-641.00000,2868.00000,2868.00000,3001.00000,6713.00000,3677.00000,2532.00000,2532.00000,1.18500,1.18500
2016-12-31,23002.00000,4126.00000,18876.00000,5890.00000,9739.00000,1655.00000,13974.00000,4902.00000,-1350.00000,3552.00000,146.00000,3406.00000,3406.00000,3499.00000,7259.00000,4902.00000,2530.00000,2532.00000,1.38500,1.38000
2015-12-31,24708.00000,4646.00000,20062.00000,5997.00000,11451.00000,1500.00000,15948.00000,4114.00000,-1045.00000,3069.00000,243.00000,2826.00000,2826.00000,2825.00000,6966.00000,4114.00000,2528.00000,2530.00000,1.11500,1.11500
2014-12-31,26547.00000,5842.00000,20705.00000,5579.00000,13324.00000,335.00000,18568.00000,2137.00000,-891.00000,1246.00000,11.00000,1235.00000,1235.00000,1233.00000,5419.00000,2137.00000,2524.00000,2528.00000,0.49000,0.49000
2013-12-31,25806.00000,5261.00000,20545.00000,4821.00000,12512.00000,500.00000,16833.00000,3712.00000,-445.00000,3267.00000,696.00000,2571.00000,2571.00000,2556.00000,8295.00000,3712.00000,2504.00000,2508.00000,1.02000,1.02000
2012-12-31,27973.00000,5393.00000,22580.00000,5243.00000,10159.00000,970.00000,14432.00000,8148.00000,-502.00000,7646.00000,1376.00000,6270.00000,6270.00000,6240.00000,10666.00000,8148.00000,2522.00000,2528.00000,2.47500,2.47000
2011-12-31,33591.00000,6026.00000,27565.00000,5523.00000,11507.00000,2260.00000,14770.00000,12795.00000,-512.00000,12283.00000,2333.00000,9950.00000,9950.00000,9917.00000,15345.00000,12795.00000,2722.00000,2734.00000,3.64500,3.62500
2010-12-31,33269.00000,6389.00000,26880.00000,5318.00000,10780.00000,712.00000,15386.00000,11494.00000,-517.00000,10977.00000,2896.00000,8081.00000,8081.00000,8053.00000,14235.00000,11494.00000,2876.00000,2892.00000,2.80000,2.78500
2009-12-31,32804.00000,5775.00000,27029.00000,4409.00000,11077.00000,,15486.00000,11543.00000,-736.00000,10807.00000,3263.00000,7544.00000,7544.00000,7544.00000,13630.00000,11543.00000,2896.00000,2900.00000,2.59500,2.59500
