,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-02-28,31900.41000,28612.87000,3287.54100,2325.22000,801.50700,1735.67000,1551.87300,-59.52700,1492.34600,341.04900,1151.29700,1151.29700,1151.29700,1825.06100,1551.87300,162.41000,165.17600,7.09000,6.97000
2021-02-28,18950.15000,16571.02000,2379.12500,1704.41900,562.81000,1335.97000,1043.16200,-77.90300,965.25700,218.33800,746.91900,746.91900,746.91900,1285.31800,1043.16200,163.18300,165.13300,4.58000,4.52000
2020-02-29,20319.99000,17597.65000,2722.34000,1750.16800,456.03000,1484.03000,1238.30300,-77.31700,1160.98600,272.55300,888.43300,888.43300,888.43300,1454.11400,1238.30300,164.83600,166.82000,5.39000,5.33000
2019-02-28,18173.10000,15692.51000,2480.59100,1730.27500,438.69000,1291.58000,1189.00600,-76.20000,1112.80600,270.39300,842.41300,842.41300,842.41300,1371.25300,1189.00600,174.46300,175.88400,4.83000,4.79000
2018-02-28,17120.21000,14791.35000,2328.85800,1617.05100,421.18200,1195.87000,1132.98800,-69.38200,1063.60800,399.49600,664.11210,664.11210,664.11200,1312.93000,1132.98800,182.66000,184.47000,3.64000,3.60000
2017-02-28,15875.12000,13691.82000,2183.29400,1488.50400,368.98400,1119.52000,1063.77400,-57.36900,1006.40500,379.43500,626.97000,626.97000,626.97000,1232.64900,1063.77400,190.34300,192.21500,3.29000,3.26000
2016-02-29,15149.67000,13130.92000,2018.76000,1351.93500,392.03600,959.89000,1058.86100,-48.91700,1009.94400,386.51600,623.42800,623.42800,623.42800,1196.22100,1058.86100,203.27500,205.54000,3.07000,3.03000
2015-02-28,14268.72000,12381.19000,1887.52600,1257.72500,367.29400,890.43000,997.09570,-27.76500,969.33100,371.97300,597.35800,597.35800,597.35800,1112.26900,997.09570,215.61700,218.69100,2.77000,2.73000
2014-02-28,12574.30000,10925.60000,1648.70100,1155.21500,336.16700,819.05000,829.65330,-32.33100,797.32200,304.73600,492.58600,492.58600,492.58600,931.56430,829.65330,223.58900,227.58400,2.20000,2.16000
2013-02-28,10962.82000,9498.45600,1464.36200,1031.03400,299.26700,731.76400,732.59470,-31.24400,701.35100,267.06700,434.28400,434.28400,434.28400,827.87770,732.59470,228.09500,231.82300,1.90000,1.87000
2012-02-29,10003.60000,8624.83800,1378.76100,940.78600,262.18500,678.60100,700.15920,-33.25000,666.91000,253.11500,413.79500,413.79500,413.79500,782.97120,700.15920,226.28200,230.72100,1.83000,1.79000
2011-02-28,8975.55400,7674.32600,1301.22800,878.80500,219.98300,658.82100,642.40630,-34.20000,608.20600,230.71100,377.49500,377.49500,375.87200,718.72720,642.40630,223.44900,227.60100,1.68000,1.65000
2010-02-28,7470.19300,6371.32300,1098.87000,792.20100,175.21700,616.98500,481.88530,-35.43400,446.45200,168.60800,277.84400,277.84400,275.50000,557.11330,481.88530,219.52700,222.23400,1.25000,1.24000
2009-02-28,6973.96600,6005.79600,968.16990,882.35800,15.28600,867.07200,101.09810,-4.30000,96.79800,37.58500,59.21300,59.21300,58.51000,155.83910,101.09810,217.53700,219.35700,0.27000,0.27000
