,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,26485.00000,18363.00000,8122.00000,3575.00000,-469.00000,4488.00000,3634.00000,-668.00000,2966.00000,598.00000,2368.00000,2368.00000,,2363.00000,4553.00000,3634.00000,1226.00000,1235.00000,1.93000,1.91000
2021-12-31,26042.00000,17360.00000,8682.00000,3588.00000,-1316.00000,5222.00000,3460.00000,-1752.00000,1708.00000,684.00000,1024.00000,1024.00000,,1012.00000,4363.00000,3460.00000,1224.00000,1236.00000,0.83000,0.82000
2020-12-31,26185.00000,17008.00000,9177.00000,3650.00000,-1056.00000,7049.00000,2128.00000,-1098.00000,1030.00000,669.00000,361.00000,361.00000,,356.00000,2975.00000,2128.00000,1223.00000,1228.00000,0.29000,0.29000
2019-12-31,24977.00000,16830.00000,8147.00000,3178.00000,-702.00000,5077.00000,3070.00000,-409.00000,2661.00000,728.00000,1933.00000,1933.00000,,1935.00000,3758.00000,3070.00000,1221.00000,1224.00000,1.59000,1.58000
2018-12-31,26268.00000,17347.00000,8921.00000,3190.00000,-8928.00000,19126.00000,-10205.00000,-1116.00000,-11321.00000,-1067.00000,-10254.00000,-10254.00000,,-10192.00000,-9561.00000,-10205.00000,1219.00000,1219.00000,-8.36000,-8.36000
2017-12-31,26076.00000,17043.00000,9033.00000,2927.00000,-49.00000,2976.00000,6057.00000,-607.00000,5450.00000,-5482.00000,10932.00000,10932.00000,,10941.00000,6760.00000,6057.00000,1218.00000,1228.00000,8.98000,8.91000
2016-12-31,26300.00000,17154.00000,9146.00000,3527.00000,-18.00000,3545.00000,5601.00000,-662.00000,4939.00000,1333.00000,3606.00000,3606.00000,,3416.00000,6591.00000,5601.00000,1217.00000,1226.00000,2.81000,2.78000
2015-12-31,18338.00000,12577.00000,5761.00000,3122.00000,,3122.00000,2639.00000,-1626.00000,1013.00000,366.00000,647.00000,647.00000,,-266.00000,3614.00000,2639.00000,786.00000,786.00000,-0.34000,-0.34000
2014-12-31,10922.00000,7645.00000,3277.00000,1709.00000,,1709.00000,1568.00000,-765.00000,803.00000,131.00000,672.00000,672.00000,,-63.00000,2092.00000,1568.00000,377.00000,377.00000,-0.17000,-0.17000
2013-12-31,11529.00000,7958.00000,3571.00000,1909.00000,,1909.00000,1662.00000,-318.00000,1344.00000,242.00000,1102.00000,1102.00000,-75.00000,1013.00000,2002.00000,1662.00000,321.00000,323.00000,3.16000,3.14000
2012-12-31,18271.00000,12499.00000,5772.00000,2961.00000,-141.00000,3102.00000,2670.00000,-217.00000,2453.00000,811.00000,1642.00000,1642.00000,,1637.00000,3098.00000,2670.00000,591.00000,596.00000,2.77000,2.75000
2011-12-31,18576.00000,12813.00000,5763.00000,2937.00000,2.00000,2935.00000,2828.00000,48.00000,2876.00000,1101.00000,1775.00000,1775.00000,,1775.00000,3192.00000,2828.00000,591.00000,591.00000,3.00000,3.00000
2010-12-31,17797.00000,11777.00000,6020.00000,3063.00000,8.00000,3055.00000,2965.00000,37.00000,3002.00000,1112.00000,1890.00000,1890.00000,1644.00000,3534.00000,3319.00000,2965.00000,591.00000,591.00000,5.98000,5.98000
