,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7238.14200,4144.09300,3094.04900,2117.29600,-86.13900,2205.10200,888.94730,8.00800,896.95500,239.03600,657.91900,657.91900,657.91900,966.93730,888.94730,108.21400,109.17100,6.08000,6.03000
2021-12-31,6461.44400,3765.41600,2696.02800,1951.28200,61.07800,1892.44500,803.58300,0.19700,803.78000,205.15400,598.62600,598.62600,598.62600,886.05700,803.58300,110.48200,111.71800,5.42000,5.36000
2020-12-31,5109.00000,3096.38900,2012.61100,1666.04100,75.18800,1592.07200,420.53910,1.34300,421.88200,115.60600,306.27600,306.27600,306.27600,502.43800,420.53910,112.72900,113.31800,2.72000,2.70000
2019-12-31,6074.43200,3549.30300,2525.12900,1958.29500,54.91700,1904.73900,620.39010,5.12500,625.51500,171.08200,454.43300,454.43300,454.43300,689.63920,620.39010,115.65600,116.41100,3.93000,3.90000
2018-12-31,5800.27100,3389.25900,2411.01200,1810.60100,-11.48600,1823.79200,587.22020,4.38200,591.60200,157.31400,434.28800,434.28800,434.28800,653.16920,587.22020,120.51300,121.60200,3.60000,3.57000
2017-12-31,5266.78900,3102.97700,2163.81200,1646.53200,,1648.09500,515.71680,1.79900,517.51600,226.93200,290.58400,290.58400,290.58400,581.20980,515.71680,124.15200,124.89200,2.34000,2.33000
2016-12-31,5250.39900,3089.72300,2160.67600,1606.21700,,1607.45400,553.22220,0.88800,554.11000,210.72100,343.38900,343.38900,343.38900,617.53720,553.22220,127.99100,128.76600,2.68000,2.67000
2015-12-31,5094.93300,2980.46200,2114.47100,1533.79900,,1533.99100,580.48050,0.55000,581.03000,223.23400,357.79600,357.79600,357.79600,633.94550,580.48050,131.74900,132.93000,2.72000,2.69000
2014-12-31,4695.01400,2772.09800,1922.91600,1425.73400,,1426.29100,496.62550,0.72400,497.34900,191.42100,305.92800,305.92800,305.92800,546.30650,496.62550,134.35800,135.54100,2.28000,2.26000
2013-12-31,4245.89500,2522.80300,1723.09200,1324.81500,,1326.51500,396.57710,1.00200,397.57900,145.38400,252.19500,252.19500,252.19200,445.34920,396.57710,136.15300,137.58900,1.85000,1.83000
2012-12-31,4111.21300,2462.15300,1649.06000,1305.61400,,1306.01200,343.04790,1.19700,344.24500,134.30300,209.94200,209.94200,208.86100,391.77190,343.04790,138.20100,139.40900,1.51000,1.50000
2011-12-31,3776.97600,2287.37400,1489.60200,1240.18400,,1240.33700,249.26510,0.95100,250.21600,100.29400,149.92200,149.92200,147.76300,300.68010,249.26510,140.47900,141.79000,1.05000,1.04000
2010-12-31,3175.09300,1981.06000,1194.03300,1079.03300,,1079.44400,114.58910,0.57900,115.16800,49.09900,66.06900,66.06900,63.72900,170.54710,114.58910,142.83300,144.02800,0.45000,0.44000
2009-12-31,3036.54700,1932.86800,1103.67900,1036.89900,,1038.35900,65.32010,1.44300,66.76300,29.50000,37.26300,37.26300,35.06700,130.58610,65.32010,145.91200,146.61100,0.24000,0.24000
