,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9321.00000,3091.00000,6230.00000,3376.00000,4664.00000,1566.00000,-149.00000,1417.00000,360.00000,1057.00000,1057.00000,,1008.00000,2854.00000,1566.00000,629.00000,632.00000,1.60000,1.59000
2021-12-31,8352.00000,2335.00000,6017.00000,3338.00000,4654.00000,1363.00000,-585.00000,778.00000,110.00000,668.00000,668.00000,818.00000,1391.00000,2679.00000,1363.00000,593.00000,610.00000,2.35000,2.28000
2020-12-31,7418.00000,1745.00000,5673.00000,3260.00000,4634.00000,1039.00000,-476.00000,563.00000,80.00000,483.00000,483.00000,-1256.00000,-949.00000,2228.00000,1039.00000,531.00000,531.00000,-1.79000,-1.79000
2019-12-31,7564.00000,2019.00000,5545.00000,3249.00000,4474.00000,1071.00000,-526.00000,545.00000,30.00000,515.00000,515.00000,276.00000,674.00000,2296.00000,1071.00000,502.00000,505.00000,1.34000,1.33000
2018-12-31,6277.00000,1504.00000,4773.00000,2675.00000,3905.00000,868.00000,-317.00000,551.00000,155.00000,396.00000,396.00000,-28.00000,333.00000,2159.00000,868.00000,449.00000,452.00000,0.74000,0.74000
2017-12-31,9614.00000,4894.00000,4720.00000,2548.00000,3584.00000,1136.00000,-73.00000,1063.00000,-729.00000,1792.00000,1792.00000,,1792.00000,2196.00000,1136.00000,431.00000,434.00000,4.16000,4.13000
2016-12-31,7528.00000,2966.00000,4562.00000,2413.00000,3539.00000,1023.00000,-337.00000,686.00000,254.00000,432.00000,432.00000,,432.00000,2175.00000,1023.00000,431.00000,434.00000,1.00000,1.00000
2015-12-31,7386.00000,3102.00000,4284.00000,2381.00000,3351.00000,933.00000,-2063.00000,-1130.00000,-438.00000,-692.00000,-692.00000,,-692.00000,1930.00000,933.00000,430.00000,430.00000,-1.61000,-1.61000
2014-12-31,9226.00000,4921.00000,4305.00000,2357.00000,3370.00000,935.00000,-50.00000,885.00000,274.00000,611.00000,611.00000,,611.00000,1976.00000,935.00000,430.00000,432.00000,1.42000,1.42000
2013-12-31,8106.00000,3908.00000,4198.00000,2234.00000,3188.00000,1010.00000,-229.00000,781.00000,470.00000,311.00000,311.00000,,311.00000,1994.00000,1010.00000,428.00000,431.00000,0.73000,0.72000
2012-12-31,7452.00000,2873.00000,4579.00000,2239.00000,3541.00000,1038.00000,-281.00000,757.00000,340.00000,417.00000,417.00000,,417.00000,2120.00000,1038.00000,427.18900,429.79400,0.98000,0.97000
2011-12-31,8450.00000,4055.00000,4395.00000,2211.00000,3097.00000,1298.00000,-124.00000,1174.00000,404.00000,770.00000,770.00000,,1357.00000,2214.00000,1298.00000,425.63600,428.72400,3.18820,3.17000
2010-12-31,8785.00000,4574.00000,4211.00000,2098.00000,2962.00000,1249.00000,-544.00000,705.00000,263.00000,442.00000,442.00000,,442.00000,2140.00000,1249.00000,410.00000,413.00000,1.08000,1.07000
2009-12-31,8281.00000,4371.00000,3910.00000,2043.00000,2786.00000,1124.00000,-576.00000,548.00000,176.00000,372.00000,372.00000,,372.00000,1904.00000,1124.00000,365.00000,368.00000,1.02000,1.01000
