,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2330.85300,1356.25800,974.59500,168.84600,355.10400,526.33400,448.26100,3.78700,452.04800,54.68600,397.36200,397.36200,397.36200,504.40400,448.26100,135.34900,144.39000,2.94000,2.77000
2021-12-31,1382.04900,827.62700,554.42190,105.52600,233.06400,338.59000,215.83190,-94.90400,120.92800,-24.52100,145.44900,145.44900,145.44900,248.27090,215.83190,134.02500,142.87800,1.09000,1.02000
2020-12-31,774.42500,428.44400,345.98100,55.92100,103.62100,159.54200,186.43900,-67.02900,119.41000,-14.58500,133.99500,133.99500,133.99500,204.54200,186.43900,125.56100,141.91800,1.07000,0.95000
2019-12-31,624.33300,403.08800,221.24500,40.38100,75.53600,118.51600,102.72900,-12.61500,90.11400,-71.03400,161.14800,161.14800,161.14800,116.84800,102.72900,116.71300,131.64400,1.38000,1.23000
2018-12-31,316.15900,221.71400,94.44500,32.58700,56.13300,92.84900,1.59600,-11.82500,-10.22900,1.39800,-11.62700,-11.62700,-11.62700,11.26300,1.59600,99.61900,99.61900,-0.12000,-0.12000
2017-12-31,286.16600,230.12300,56.04300,33.15700,45.34700,95.42100,-39.37800,-5.96300,-45.34100,-0.14900,-45.19200,-45.19200,-45.19200,-30.37400,-39.37800,82.93900,82.93900,-0.54000,-0.54000
2016-12-31,322.59100,264.58300,58.00800,50.70300,66.22800,120.70800,-62.70000,-3.28700,-65.98700,1.47500,-67.46200,-67.46200,-67.46200,-51.91700,-62.70000,50.51900,50.51900,-1.34000,-1.34000
2015-12-31,357.24900,249.03200,108.21700,50.81900,76.70700,127.52600,-19.30900,-1.39400,-20.70300,1.37900,-22.08200,-22.08200,-22.08200,-8.60700,-19.30900,44.63200,44.63200,-0.49000,-0.49000
2014-12-31,343.90400,230.86100,113.04300,45.38600,72.08600,117.47200,-4.42900,-2.85700,-7.28600,0.76600,-8.05200,-8.05200,-8.05200,4.31300,-4.42900,42.90300,42.90300,-0.19000,-0.19000
2013-12-31,232.84600,165.43000,67.41600,34.52400,55.05000,89.57400,-22.15800,-2.89200,-25.05000,0.86300,-25.91300,-25.91300,-25.91300,-15.17700,-22.15800,41.64700,41.64700,-0.62000,-0.62000
2012-12-31,216.67800,161.39000,55.28800,35.60100,50.84800,86.44900,-31.16100,-6.40600,-37.56700,0.65100,-38.21800,-38.21800,-38.21800,-25.59300,-31.16100,30.74000,30.74000,-1.24000,-1.24000
2011-12-31,149.52300,120.45400,29.06900,25.09900,32.68200,57.78100,-28.71200,-3.57800,-32.29000,,-32.29000,-32.29000,-32.29000,-25.68000,-28.71200,1.25500,1.25500,-25.73000,-25.73000
2010-12-31,61.66100,55.15900,6.50200,14.29600,12.92300,27.21900,-20.71700,-1.06000,-21.77700,0.00000,-21.77700,-21.77700,-21.77700,-19.16700,-20.71700,0.75200,0.75200,-28.96000,-28.96000
2009-12-31,20.19400,23.22300,-3.02900,8.41100,5.25400,13.66500,-16.69400,-0.23100,-16.92500,,-16.92500,-16.92500,-16.92500,-15.89100,-16.69400,0.65300,0.65300,-25.92000,-25.92000
