,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,16679.41000,11371.08000,5308.33100,2545.59300,,3262.66000,2045.66500,1058.97700,3104.64300,731.73600,2372.90700,2372.90700,,2303.23300,2762.73800,2045.66500,530.11400,637.29000,4.34000,3.61000
2021-12-31,17881.11000,11738.28000,6142.82200,2214.93600,,2939.79000,3203.03500,15.72100,3218.75600,762.81000,2455.94600,2455.94600,,2410.64200,3927.88700,3203.03500,527.84400,636.06300,4.57000,3.79000
2020-12-31,15493.43000,10033.73000,5459.70700,1806.12200,-356.41800,2877.09000,2582.61500,-10.40400,2572.21100,698.27500,1873.93600,1873.93600,,1762.67300,3297.16700,2582.61500,524.76100,584.36000,3.36000,3.02000
2019-12-31,12807.68000,8570.16200,4237.52100,1728.06900,,2358.64800,1878.87500,65.05100,1943.92700,451.35800,1492.56900,1492.56900,,1399.51200,2509.45200,1878.87500,479.65700,537.96400,2.92000,2.60000
2018-12-31,13621.30000,9324.37600,4296.92600,1437.28100,,2149.30400,2147.62000,41.55400,2189.17500,533.68400,1655.49100,1655.49100,,1575.09100,2859.64400,2147.62000,467.35000,525.83200,3.37000,3.00000
2017-12-31,14391.38000,10803.23000,3588.14100,687.05400,-515.75800,2020.38000,1567.76500,82.32200,1650.08700,-515.32000,2165.40700,2165.40700,,2098.68900,2385.32900,1567.76500,466.02100,522.59600,4.50000,4.07000
2016-12-31,15212.30000,9901.75200,5310.55000,735.95400,-1334.13300,2991.28800,2319.26100,97.34200,2416.60300,865.81800,1550.78500,1550.78500,,1497.93900,3240.46300,2319.26100,464.80700,484.16200,3.22000,3.15000
2015-12-31,15225.49000,9924.33000,5301.16300,758.98500,-2150.45000,3872.79000,1428.37000,-193.17600,1235.19600,393.17000,842.02600,842.02600,,802.37400,2391.72700,1428.37000,462.99500,464.69700,1.73000,1.73000
2014-12-31,14643.39000,9369.85100,5273.53600,815.74500,-1555.40500,3449.08900,1824.44900,-618.70900,1205.74200,276.84000,928.90200,928.90200,,944.69300,2902.38500,1824.44900,460.12600,462.92700,2.05000,2.04000
2013-12-31,13904.87000,8727.27600,5177.58900,776.71100,-1998.67300,3829.41400,1348.17900,-211.26400,1136.91500,299.82600,837.08910,837.08900,-47.34300,807.49200,2402.20500,1348.17900,456.04400,459.16600,1.77000,1.76000
2012-12-31,13181.33000,7818.66300,5362.67100,722.04500,-2417.78400,4104.31700,1258.35700,-263.44800,994.91000,331.99100,662.91890,662.91900,-37.17900,636.68700,2222.84100,1258.35700,450.26400,452.89900,1.41000,1.41000
2011-12-31,13074.06000,7407.33000,5666.73300,637.36500,-1188.18200,2737.75000,2928.98300,-515.84400,2413.13900,890.76500,1522.37400,1522.37400,-6.79600,1515.90700,3841.18700,2928.98300,445.43400,446.86500,3.40000,3.39000
2010-12-31,12640.74000,7211.15800,5429.58600,625.84300,-1878.95000,3488.76200,1940.82800,-398.62300,1542.20500,557.47300,984.73190,984.73190,,984.72900,2924.79300,1940.82800,445.86500,446.59700,2.21000,2.20000
2009-12-31,11664.15000,7022.78400,4641.36800,602.61100,-1711.79300,3254.43600,1386.93100,-374.09800,1012.83200,377.42900,635.40300,635.40300,,635.54500,2326.96400,1386.93100,446.87400,448.59600,1.42000,1.42000
