,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2021-12-31,149326.00000,129072.00000,20254.00000,2563.00000,17161.00000,120.00000,19604.00000,650.00000,-1055.00000,-405.00000,296.00000,-701.00000,-701.00000,,-559.00000,1628.00000,650.00000,1553.71900,1553.71900,-0.36000,-0.36000
2020-12-31,114299.10000,97577.55000,16721.59000,2474.93500,12607.71000,252.68200,14829.95000,1891.61700,5896.71600,7788.33600,227.07200,7561.26400,7561.26400,,7571.68200,2821.52600,1891.61700,1510.90500,1554.51200,5.02000,4.86000
2019-12-31,82864.84000,70738.52000,12126.33000,2099.84200,9292.46000,558.00400,10834.29000,1292.03100,674.77500,1966.80800,258.90400,1707.90400,1707.90400,,1750.14400,2129.17900,1292.03100,1456.31800,1456.31800,1.20000,1.18000
2018-12-31,67197.98000,57605.43000,9592.55500,,9970.24900,-3.24600,9973.49000,-380.93750,35.70100,-345.23600,62.08600,-407.32200,-407.32200,0.00000,-362.39100,427.73550,-380.93750,1438.95200,1438.95200,-0.26000,-0.26000
2017-12-31,55689.37000,47879.26000,7810.10900,,7938.52100,,7938.52000,-128.41020,147.00200,18.59300,21.45500,-2.86200,-2.86200,1.06300,-23.39900,515.99880,-128.41020,1422.41300,1422.41300,-0.02000,-0.02000
2016-12-31,37465.31000,31787.23000,5678.08000,,5987.01100,,5987.01000,-308.92970,-156.89600,-465.82500,25.85300,-491.67800,-491.67800,,-548.29100,214.38130,-308.92970,1402.38400,1402.38400,-0.40000,-0.40000
2015-12-31,27985.88000,24237.91000,3747.97500,,4320.59500,-2761.92200,4745.14000,-997.16800,-454.22600,-1494.53100,-2.26710,-1492.26400,-1492.26400,,-1490.74300,-173.31040,-589.64020,1367.51700,1367.51700,-1.09050,-1.09050
2014-12-31,18535.01000,16380.01000,2154.99500,,3090.17600,-1604.58500,3090.18000,-935.18160,133.03000,-806.43270,3.13110,-809.56390,-809.56390,,-2098.94700,-672.73630,-940.17350,1209.83400,1209.83400,-1.73370,-1.73370
2013-12-31,11454.12000,10323.53000,1130.59400,,1226.20900,-825.37080,1226.21000,-95.61520,87.36600,-8.12570,-0.00650,-8.11920,-8.11920,,-404.38210,-46.48470,-94.18220,847.24800,847.24800,-0.47840,-0.47840
2012-12-31,6761.52200,6192.54700,568.97510,,887.78310,,887.78300,-318.80810,37.21400,-281.59400,1.00100,-282.59500,-282.59500,,-541.98300,-288.46010,-318.80810,761.82000,761.64000,-0.72000,-0.72000
