,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9673.00000,7293.00000,2380.00000,112.00000,824.00000,-4.00000,1002.00000,1378.00000,43.00000,1421.00000,-489.00000,1910.00000,1910.00000,-8.00000,1894.00000,1856.00000,1378.00000,108.38000,109.23500,17.48000,17.34000
2021-12-31,8537.00000,5855.00000,2682.00000,86.00000,633.00000,8.00000,736.00000,1946.00000,302.00000,2248.00000,330.00000,1918.00000,1918.00000,-22.00000,1890.00000,2324.00000,1946.00000,111.22400,112.08400,16.99000,16.86000
2020-12-31,5655.00000,4362.00000,1293.00000,74.00000,482.00000,-51.00000,629.00000,664.00000,1587.00000,2251.00000,247.00000,2004.00000,2004.00000,-12.00000,1985.00000,1020.00000,664.00000,117.81700,118.48100,16.85000,16.75000
2019-12-31,6297.00000,4691.00000,1606.00000,67.00000,483.00000,-198.00000,772.00000,834.00000,154.00000,988.00000,124.00000,864.00000,864.00000,-6.00000,852.00000,1190.00000,834.00000,123.92600,124.65200,6.88000,6.84000
2018-12-31,7155.00000,5183.00000,1972.00000,72.00000,546.00000,4.00000,638.00000,1334.00000,176.00000,1510.00000,292.00000,1218.00000,1218.00000,-5.00000,1207.00000,1683.00000,1334.00000,134.30500,135.41700,8.99000,8.91000
2017-12-31,6140.00000,4629.00000,1511.00000,73.00000,496.00000,-65.00000,654.00000,857.00000,218.00000,1075.00000,213.00000,862.00000,862.00000,-13.00000,843.00000,1167.00000,857.00000,137.90300,138.31700,6.11000,6.09000
2016-12-31,5389.00000,3984.00000,1405.00000,78.00000,378.00000,-6.00000,471.00000,934.00000,96.00000,1030.00000,122.00000,908.00000,908.00000,-2.00000,900.00000,1229.00000,934.00000,144.93900,145.66800,6.21000,6.18000
2015-12-31,5674.00000,4356.00000,1318.00000,119.00000,506.00000,-356.00000,992.00000,326.00000,162.00000,488.00000,201.00000,287.00000,287.00000,-2.00000,304.00000,689.00000,326.00000,150.83800,152.28800,2.02000,2.00000
2014-12-31,6802.00000,5186.00000,1616.00000,86.00000,758.00000,6.00000,858.00000,758.00000,183.00000,941.00000,314.00000,627.00000,627.00000,-7.00000,624.00000,1056.00000,758.00000,155.01200,156.16700,4.03000,4.00000
2013-12-31,6510.00000,5145.00000,1365.00000,85.00000,311.00000,571.00000,-143.00000,1508.00000,101.00000,1609.00000,508.00000,1101.00000,1101.00000,,1101.00000,1827.00000,1508.00000,158.80100,159.33400,6.93000,6.91000
2012-12-31,6418.00000,5237.00000,1181.00000,104.00000,830.00000,-21.00000,1006.00000,175.00000,146.00000,321.00000,-55.00000,376.00000,376.00000,-4.00000,372.00000,495.00000,175.00000,158.36000,159.83100,2.35000,2.33000
2011-12-31,6763.00000,5346.00000,1417.00000,98.00000,805.00000,-50.00000,1015.00000,402.00000,65.00000,467.00000,41.00000,426.00000,426.00000,1.00000,427.00000,713.00000,402.00000,156.22600,158.97000,2.73000,2.69000
2010-12-31,5918.00000,4738.00000,1180.00000,70.00000,505.00000,-41.00000,677.00000,503.00000,35.00000,538.00000,112.00000,426.00000,426.00000,-49.00000,374.00000,803.00000,503.00000,154.56400,158.37200,2.42000,2.38000
2009-12-31,5082.00000,4079.00000,1003.00000,70.00000,474.00000,-92.00000,713.00000,290.00000,-39.00000,251.00000,-243.00000,494.00000,494.00000,4.00000,488.00000,609.00000,290.00000,143.68900,157.11600,3.40000,3.17000
