,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5301.20000,2342.90000,2958.30000,1036.10000,1382.90000,,2439.20000,519.10010,17.20000,536.30000,60.50000,475.80000,471.00000,471.00000,736.80010,519.10010,322.10000,329.50000,1.46000,1.43000
2021-12-31,4735.40000,1995.30000,2740.10000,1007.20000,1302.50000,,2352.60000,387.50000,-77.40000,310.10000,57.40000,252.70000,252.70000,252.70000,624.90000,387.50000,324.40000,331.60000,0.78000,0.76000
2020-12-31,4445.10000,1871.40000,2573.70000,958.40000,1194.20000,,2220.60000,353.10010,-87.90000,265.20000,7.40000,257.80000,257.80000,257.80000,565.50010,353.10010,330.40000,335.20000,0.78000,0.77000
2019-12-31,4445.40000,1828.60000,2616.80000,955.70000,1183.60000,,2174.60000,442.20000,-27.80000,414.40000,69.40000,345.00000,345.00000,345.00000,652.49990,442.20000,343.20000,348.20000,1.01000,0.99000
2018-12-31,4647.50000,1906.30000,2741.20000,1003.20000,1158.50000,,2169.00000,572.20000,-39.50000,532.70000,-34.20000,566.90000,566.90000,566.90000,782.70000,572.20000,349.00000,354.40000,1.62000,1.60000
2017-12-31,5027.20000,1955.10000,3072.10000,980.70000,1177.70000,,2224.00000,848.10010,-36.30000,811.80000,505.60000,306.20000,306.20000,306.20000,1073.70000,848.10010,377.70000,384.20000,0.81000,0.80000
2016-12-31,4990.10000,1885.60000,3104.50000,1013.70000,1197.80000,,2214.80000,889.70020,-62.30000,827.40000,234.70000,592.70000,592.70000,592.70000,1096.40000,889.70020,381.70000,387.80000,1.55000,1.53000
2015-12-31,4857.80000,1779.20000,3078.60000,994.50000,1172.70000,,2166.60000,912.00000,-59.80000,852.20000,218.50000,633.70000,633.70000,633.70000,1088.50000,912.00000,390.60000,399.40000,1.62000,1.59000
2014-12-31,4627.10000,1768.90000,2858.20000,1006.20000,1254.70000,,3277.90000,-419.69970,333.40000,-86.30000,248.00000,-334.30000,-334.30000,-334.30000,616.40030,-419.69970,457.40000,457.40000,-0.73000,-0.73000
2013-12-31,4669.10000,1727.70000,2941.40000,1043.20000,1293.20000,,2375.50000,565.89990,-40.40000,525.50000,85.70000,439.80000,439.80000,439.80000,755.79990,565.89990,501.80000,510.30000,0.88000,0.86000
2012-12-31,4365.40000,1656.60000,2708.80000,1101.60000,1252.30000,,2400.70000,308.09990,-16.60000,291.50000,105.00000,186.50000,186.50000,186.50000,495.99980,308.09990,520.90000,526.20000,0.36000,0.35000
2011-12-31,4448.70000,1580.10000,2868.60000,1026.80000,1192.70000,,2250.10000,618.50000,-46.80000,571.70000,146.70000,425.00000,425.00000,425.10000,788.50000,618.50000,529.80000,541.40000,0.80000,0.79000
2010-12-31,4093.30000,1351.50000,2741.80000,917.90000,1035.00000,,1974.20000,767.59990,10.60000,778.20000,158.80000,619.40000,619.40000,618.40000,922.89980,767.59990,522.40000,538.80000,1.18000,1.15000
2009-12-31,3315.91200,1132.70900,2183.20300,741.70800,918.59000,-182.33100,1872.50800,310.69530,1.36600,312.06100,196.83300,115.22800,115.22800,116.99900,459.06830,310.69530,523.60300,534.01500,0.22000,0.22000
