,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,17090.00000,,17090.00000,11736.00000,,5102.00000,-1179.00000,3923.00000,865.00000,3058.00000,3058.00000,3058.00000,5553.00000,5102.00000,39.87200,40.05200,76.70000,76.35000
2021-12-31,10958.00000,,10958.00000,8028.00000,,2496.00000,-1031.00000,1465.00000,300.00000,1165.00000,1165.00000,1165.00000,2917.00000,2496.00000,41.04200,41.36200,28.39000,28.17000
2020-12-31,6796.00000,,6796.00000,5758.00000,,-631.00000,1198.00000,567.00000,508.00000,59.00000,59.00000,59.00000,889.00000,-631.00000,40.97400,41.16000,1.45000,1.44000
2019-12-31,15066.00000,,15066.00000,9252.00000,,5345.00000,613.00000,5958.00000,1093.00000,4865.00000,4865.00000,4865.00000,5872.00000,5345.00000,43.08200,43.50900,112.93000,111.82000
2018-12-31,14527.00000,,14527.00000,8760.00000,,5341.00000,-506.00000,4835.00000,837.00000,3998.00000,3998.00000,3998.00000,5826.00000,5341.00000,47.44600,48.01700,84.26000,83.26000
2017-12-31,12681.00000,242.00000,12439.00000,7538.00000,7901.00000,4538.00000,-139.00000,4399.00000,2058.00000,2341.00000,2341.00000,2341.00000,4980.00000,4538.00000,48.99400,49.95400,47.78000,46.86000
2016-12-31,10743.00000,415.00000,10328.00000,6172.00000,7422.00000,2906.00000,-193.00000,2713.00000,578.00000,2135.00000,2135.00000,2135.00000,4233.00000,2906.00000,49.49100,50.06300,43.14000,42.65000
2015-12-31,9223.98700,632.18000,8591.80800,5060.40600,5332.90000,3258.90700,-130.58700,3128.32000,576.96000,2551.36000,2551.36000,2551.36000,3605.66600,3258.90700,50.94000,51.59300,50.09000,49.45000
2014-12-31,8441.97100,857.84100,7584.13000,4302.99800,4510.81800,3073.31200,-83.86400,2989.44800,567.69500,2421.75300,2421.75300,2421.75300,3341.09200,3073.31200,52.30100,53.02300,46.30000,45.67000
2013-12-31,6793.30600,1077.42000,5715.88600,3185.49700,3303.47200,2412.41500,-115.87700,2296.53700,403.73900,1892.79800,1892.79800,1892.66300,2594.00600,2412.41500,50.92400,52.41300,37.17000,36.11000
2012-12-31,5260.95600,1177.27500,4083.68100,2188.74700,2253.88800,1829.79300,-67.92400,1761.86900,337.83200,1424.03700,1424.03700,1419.56600,1939.96600,1829.79300,49.84000,51.32600,28.48000,27.66000
2011-12-31,4355.61000,1275.73000,3079.88000,1627.13400,1680.95800,1398.92200,-31.12800,1367.79400,308.66300,1059.13100,1059.13100,1056.37100,1476.52000,1398.92200,49.65400,51.21100,21.27000,20.63000
2010-12-31,3084.90500,1175.93400,1908.97100,1076.41100,1122.17400,786.79710,-40.51400,746.28300,218.14100,528.14200,528.14200,527.54100,860.70310,786.79710,47.95500,50.98800,11.00000,10.35000
2009-12-31,2338.21200,1077.44900,1260.76300,750.73500,789.92800,470.83500,-28.53300,442.30200,-47.16800,489.47000,489.47200,489.47200,530.69600,470.83500,42.40600,49.52200,11.54000,9.88000
