,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,44200.00000,18635.00000,25565.00000,8194.00000,2570.00000,1059.00000,9705.00000,15860.00000,-862.00000,14998.00000,2012.00000,12986.00000,12986.00000,-50.00000,12936.00000,17622.00000,15860.00000,1123.00000,1137.00000,11.52000,11.37000
2021-09-30,33566.00000,14262.00000,19304.00000,7176.00000,2339.00000,,9515.00000,9789.00000,485.00000,10274.00000,1231.00000,9043.00000,9043.00000,,9043.00000,11371.00000,9789.00000,1131.00000,1149.00000,7.99000,7.87000
2020-09-30,23531.00000,9255.00000,14276.00000,5975.00000,2074.00000,28.00000,8021.00000,6255.00000,-536.00000,5719.00000,521.00000,5198.00000,5198.00000,,5198.00000,7648.00000,6255.00000,1135.00000,1149.00000,4.58000,4.52000
2019-09-30,24273.00000,8599.00000,15674.00000,5398.00000,2195.00000,-414.00000,8007.00000,7667.00000,-186.00000,7481.00000,3095.00000,4386.00000,4386.00000,,4386.00000,9271.00000,7667.00000,1210.00000,1220.00000,3.63000,3.59000
2018-09-30,22611.00000,10244.00000,12367.00000,5625.00000,2986.00000,-3135.00000,11746.00000,621.00000,-229.00000,392.00000,5356.00000,-4964.00000,-4964.00000,,-4964.00000,2455.00000,621.00000,1463.00000,1463.00000,-3.39000,-3.39000
2017-09-30,22258.00000,9792.00000,12466.00000,5485.00000,2658.00000,-1742.00000,9885.00000,2581.00000,406.00000,2987.00000,543.00000,2444.00000,2444.00000,,2445.00000,4118.00000,2581.00000,1477.00000,1490.00000,1.66000,1.64000
2016-09-30,23554.00000,9749.00000,13805.00000,5151.00000,2385.00000,226.00000,7310.00000,6495.00000,338.00000,6833.00000,1131.00000,5702.00000,5702.00000,,5705.00000,8030.00000,6495.00000,1484.00000,1498.00000,3.84000,3.81000
2015-09-30,25281.00000,10378.00000,14903.00000,5490.00000,2344.00000,-1293.00000,9127.00000,5776.00000,711.00000,6487.00000,1219.00000,5268.00000,5268.00000,,5271.00000,6990.00000,5776.00000,1618.00000,1639.00000,3.26000,3.22000
2014-09-30,26487.00000,10686.00000,15801.00000,5477.00000,2290.00000,-484.00000,8251.00000,7550.00000,1228.00000,8778.00000,1244.00000,7534.00000,7534.00000,430.00000,7967.00000,8700.00000,7550.00000,1683.00000,1714.00000,4.73000,4.65000
2013-09-30,24866.00000,9820.00000,15046.00000,4967.00000,2518.00000,-331.00000,7816.00000,7230.00000,964.00000,8194.00000,1349.00000,6845.00000,6845.00000,,6853.00000,8247.00000,7230.00000,1715.00000,1754.00000,3.99000,3.91000
2012-09-30,19121.00000,7096.00000,12025.00000,3915.00000,2270.00000,-158.00000,6343.00000,5682.00000,880.00000,6562.00000,1279.00000,5283.00000,5283.00000,776.00000,6109.00000,6579.00000,5682.00000,1700.00000,1741.00000,3.59000,3.51000
2011-09-30,14957.00000,4877.00000,10080.00000,2995.00000,1945.00000,-114.00000,5054.00000,5026.00000,661.00000,5687.00000,1132.00000,4555.00000,4555.00000,-313.00000,4260.00000,6215.00000,5026.00000,1658.00000,1691.00000,2.57000,2.52000
2010-09-30,10982.00000,3301.00000,7681.00000,2451.00000,1503.00000,,3954.00000,3727.00000,766.00000,4493.00000,973.00000,3520.00000,3520.00000,-273.00000,3247.00000,4393.00000,3727.00000,1643.00000,1658.00000,1.98000,1.96000
2009-09-30,10387.00000,3025.00000,7362.00000,2345.00000,1462.00000,-1013.00000,4820.00000,2542.00000,-139.00000,2403.00000,611.00000,1792.00000,1792.00000,-200.00000,1592.00000,3177.00000,2542.00000,1656.00000,1673.00000,0.96000,0.95000
