,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-04-30,6318.00000,2098.00000,4220.00000,881.00000,2136.00000,0.00000,3063.00000,1157.00000,-62.00000,1095.00000,158.00000,937.00000,937.00000,937.00000,1351.00000,1157.00000,223.00000,229.00000,4.20000,4.09000
2021-04-30,5744.00000,1929.00000,3815.00000,881.00000,2001.00000,156.00000,2784.00000,1031.00000,-69.00000,962.00000,232.00000,730.00000,730.00000,730.00000,1238.00000,1031.00000,222.00000,226.00000,3.29000,3.23000
2020-04-30,5412.00000,1789.00000,3623.00000,847.00000,1848.00000,38.00000,2678.00000,945.00000,-1.00000,944.00000,125.00000,819.00000,819.00000,819.00000,1138.00000,945.00000,230.00000,233.00000,3.56000,3.52000
2019-04-30,6146.00000,2201.00000,3945.00000,827.00000,1935.00000,73.00000,2724.00000,1221.00000,47.00000,1268.00000,99.00000,1169.00000,1169.00000,1169.00000,1418.00000,1221.00000,254.00000,259.00000,4.60000,4.51000
2018-04-30,5919.00000,2210.00000,3709.00000,783.00000,1986.00000,218.00000,2551.00000,1158.00000,41.00000,1199.00000,1083.00000,116.00000,116.00000,116.00000,1356.00000,1158.00000,268.00000,276.00000,0.43000,0.42000
2017-04-30,5491.00000,2127.00000,3364.00000,779.00000,1922.00000,10.00000,2743.00000,621.00000,,621.00000,140.00000,481.00000,481.00000,481.00000,847.00000,621.00000,275.00000,281.00000,1.75000,1.71000
2016-04-30,5546.00000,2173.00000,3373.00000,861.00000,2099.00000,51.00000,3025.00000,348.00000,-3.00000,345.00000,116.00000,229.00000,229.00000,229.00000,627.00000,348.00000,294.00000,297.00000,0.78000,0.77000
2015-04-30,6123.00000,2290.00000,3833.00000,920.00000,2197.00000,0.00000,3117.00000,716.00000,-3.00000,713.00000,153.00000,560.00000,560.00000,560.00000,1023.00000,716.00000,316.00000,321.00000,1.77000,1.75000
2014-04-30,6325.00000,2406.00000,3919.00000,918.00000,2179.00000,0.00000,3185.00000,734.00000,7.00000,741.00000,103.00000,638.00000,638.00000,638.00000,1068.00000,734.00000,340.00000,348.00000,1.87000,1.83000
2013-04-30,6332.40000,2571.30000,3761.10000,904.20000,2247.40000,,3153.30100,607.79930,-41.20000,566.60000,61.30000,505.30000,505.30000,505.30000,1012.59900,607.79930,361.50000,368.00000,1.40000,1.37000
2012-04-30,6233.20000,2519.80000,3713.40000,828.20000,2128.90000,,2966.89900,746.50100,-34.10000,712.40000,107.00000,605.40000,605.40000,605.40000,1092.50100,746.50100,363.90000,384.30000,1.66000,1.58000
2011-04-30,5122.60000,1793.90000,3328.70000,648.60000,1848.30000,,2504.40000,824.30030,-30.20000,794.10000,121.00000,673.10000,673.10000,673.10000,1043.00000,824.30030,360.90000,393.70000,1.87000,1.71000
2010-04-30,3931.40000,1412.20000,2519.20000,535.70000,1532.50000,,2030.80000,488.39970,-41.40000,447.00000,46.60000,400.40000,400.40000,400.40000,705.19960,488.39970,339.60000,353.20000,1.18000,1.13000
2009-04-30,3406.40000,1416.50000,1989.90000,498.50000,1389.80000,,1942.70000,47.20020,-38.90000,8.30000,-56.30000,64.60000,64.60000,64.60000,258.70020,47.20020,330.30000,334.60000,0.20000,0.19000
