,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,20956.00000,6389.00000,14567.00000,6505.00000,522.00000,10486.00000,4081.00000,-249.00000,3832.00000,586.00000,3246.00000,3246.00000,,4147.00000,8871.00000,4081.00000,1972.60000,1978.60000,2.10000,2.10000
2021-12-31,17069.00000,4527.00000,12542.00000,5782.00000,77.00000,9629.00000,2913.00000,262.00000,3175.00000,348.00000,2827.00000,2827.00000,,3573.00000,7127.00000,2913.00000,1962.50000,1972.20000,1.82000,1.81000
2020-12-31,17997.00000,3539.00000,14458.00000,5643.00000,353.00000,9342.00000,5116.00000,-2703.00000,2413.00000,44.00000,2369.00000,2369.00000,,2919.00000,9431.00000,5116.00000,1959.00000,1968.80000,1.49000,1.48000
2019-12-31,19204.00000,4363.00000,14841.00000,5444.00000,172.00000,9488.00000,5353.00000,-1517.00000,3836.00000,448.00000,3388.00000,3388.00000,,3769.00000,9831.00000,5353.00000,1927.90000,1941.90000,1.95000,1.94000
2018-12-31,16727.00000,3732.00000,12995.00000,4881.00000,77.00000,8715.00000,4280.00000,3072.00000,7352.00000,1576.00000,5776.00000,5776.00000,,6638.00000,8427.00000,4280.00000,1892.80000,1907.90000,3.51000,3.47000
2017-12-31,17173.00000,4071.00000,13102.00000,4913.00000,-590.00000,7929.00000,5173.00000,-510.00000,4663.00000,-660.00000,5323.00000,5323.00000,,5380.00000,7811.00000,5173.00000,1875.20000,1890.00000,2.87000,2.84750
2016-12-31,16138.00000,3992.00000,12146.00000,4872.00000,440.00000,7687.00000,4459.00000,-81.00000,4378.00000,1379.00000,2999.00000,2999.00000,,2906.00000,7887.00000,4459.00000,1852.40000,1863.20000,1.56750,1.56000
2015-12-31,17486.00000,5327.00000,12159.00000,4664.00000,-6.00000,7527.00000,4632.00000,-642.00000,3990.00000,1228.00000,2762.00000,2762.00000,,2752.00000,7835.00000,4632.00000,1802.00000,1816.00000,1.52750,1.51500
2014-12-31,17021.00000,5602.00000,11419.00000,4511.00000,27.00000,7035.00000,4384.00000,-739.00000,3645.00000,1176.00000,2469.00000,2469.00000,,2465.00000,7280.00000,4384.00000,1737.60000,1760.40000,1.41750,1.40000
2013-12-31,15136.00000,4958.00000,10178.00000,4474.00000,-300.00000,6937.00000,3241.00000,-787.00000,2454.00000,777.00000,1677.00000,1677.00000,231.00000,1908.00000,5762.00000,3241.00000,1696.80000,1708.00000,1.12500,1.11750
2012-12-31,14256.00000,5121.00000,9135.00000,4341.00000,0.00000,5859.00000,3276.00000,-673.00000,2603.00000,692.00000,1911.00000,1911.00000,,1911.00000,5053.00000,3276.00000,1666.80000,1676.80000,1.14750,1.14000
2011-12-31,15341.00000,6256.00000,9085.00000,4206.00000,-51.00000,5824.00000,3261.00000,-809.00000,2452.00000,529.00000,1923.00000,1923.00000,0.00000,1923.00000,5110.00000,3261.00000,1666.40000,1676.00000,1.15500,1.14750
2010-12-31,15317.00000,6242.00000,9075.00000,4041.00000,-19.00000,5848.00000,3227.00000,-738.00000,2489.00000,532.00000,1957.00000,1957.00000,,1957.00000,5300.00000,3227.00000,1641.20000,1652.00000,1.19250,1.18500
2009-12-31,15643.00000,7405.00000,8238.00000,3879.00000,,5644.00000,2594.00000,-652.00000,1942.00000,327.00000,1615.00000,1615.00000,,1615.00000,4598.00000,2594.00000,1617.60000,1628.80000,0.99750,0.99250
