,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,17062.00000,12135.00000,4927.00000,2998.00000,2998.00000,1929.00000,-656.00000,1273.00000,212.00000,1061.00000,1061.00000,,1062.00000,3669.00000,1929.00000,191.80000,193.50000,5.54000,5.49000
2021-12-31,17814.00000,12438.00000,5376.00000,3280.00000,3280.00000,2096.00000,187.00000,2283.00000,440.00000,1843.00000,1843.00000,-1.00000,1846.00000,3307.00000,2096.00000,201.30000,203.20000,9.17000,9.09000
2020-12-31,18194.00000,12886.00000,5308.00000,3315.00000,3315.00000,1993.00000,-671.00000,1322.00000,234.00000,1088.00000,1088.00000,-2.00000,1119.00000,3792.00000,1993.00000,214.00000,215.90000,5.23000,5.19000
2019-06-30,6801.00000,4467.00000,2334.00000,1242.00000,1242.00000,1092.00000,21.00000,1113.00000,160.00000,953.00000,953.00000,-4.00000,949.00000,1350.00000,1092.00000,118.00000,120.50000,8.03000,7.86000
2018-06-30,6168.00000,4066.00000,2102.00000,1182.00000,1182.00000,920.00000,-12.00000,908.00000,206.00000,702.00000,702.00000,-3.00000,699.00000,1179.00000,920.00000,118.60000,121.10000,5.88000,5.76000
2017-06-30,5897.00000,3854.00000,2043.00000,1150.00000,1150.00000,893.00000,-4.00000,889.00000,261.00000,628.00000,628.00000,-85.00000,543.00000,1204.00000,893.00000,122.60000,124.30000,4.42000,4.36000
2016-06-30,5992.00000,3832.00000,2160.00000,1105.00000,1105.00000,1055.00000,-171.00000,884.00000,273.00000,611.00000,611.00000,-287.00000,324.00000,1416.00000,1055.00000,123.80000,125.00000,2.61000,2.59000
2015-06-30,3885.00000,2370.00000,1515.00000,883.00000,883.00000,632.00000,-236.00000,396.00000,109.00000,287.00000,287.00000,47.00000,334.00000,876.00000,632.00000,105.70000,106.80000,3.15000,3.11000
2014-06-30,5012.00000,3310.00000,1702.00000,820.00000,820.00000,882.00000,-87.00000,795.00000,256.00000,539.00000,539.00000,-5.00000,535.00000,1086.00000,882.00000,106.10000,107.30000,5.00000,4.95000
2013-06-30,5112.00000,3385.00000,1727.00000,914.00000,914.00000,813.00000,-148.00000,665.00000,203.00000,462.00000,462.00000,-353.00000,113.00000,1034.00000,813.00000,110.50000,111.20000,1.01000,1.01000
2012-06-30,5451.30000,3569.30000,1882.00000,940.90000,940.90000,941.09960,-99.20000,841.90000,286.00000,555.90000,555.90000,-528.10000,30.60000,1201.40000,941.09960,114.20000,114.80000,0.26000,0.26000
2011-06-30,5418.40000,3532.50000,1885.90000,890.90000,890.90000,995.00000,-89.50000,905.50000,306.80000,598.70000,598.70000,-11.60000,588.00000,1207.00000,995.00000,125.30000,126.30000,4.63000,4.60000
2010-06-30,4725.00000,3052.90000,1672.10000,723.20000,723.20000,948.90010,-72.50000,876.40000,295.40000,581.00000,581.00000,-19.40000,561.60000,1114.60000,948.90010,129.00000,130.00000,4.31000,4.28000
2009-06-30,5005.00000,3420.20000,1584.80000,791.30000,1046.80000,538.00000,-52.70000,485.30000,172.90000,312.40000,312.40000,-437.00000,37.90000,715.70000,538.00000,132.30000,133.00000,0.28000,0.28000
