,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3976.06000,2513.40900,1462.65100,665.09800,,811.67600,650.97510,-27.98800,622.98700,130.37900,492.60800,492.60800,,486.22600,954.84510,650.97510,50.81200,51.30100,9.57000,9.48000
2021-12-31,3540.16000,2205.52200,1334.63800,619.91900,,744.77600,589.86210,-109.15200,480.71000,81.87300,398.83700,398.83700,,390.98200,855.40210,589.86210,50.29300,51.42500,7.77000,7.60000
2020-12-31,2923.93300,1850.39200,1073.54100,528.93500,,640.81200,432.72920,14.38500,447.11400,81.80800,365.30600,365.30600,,364.30400,667.65330,432.72920,49.55000,50.61100,7.35000,7.20000
2019-12-31,2621.22600,1662.91500,958.31100,517.62200,,607.16000,351.15110,-47.06700,304.08400,50.02300,254.06100,254.06100,,252.01900,549.24610,351.15110,48.73000,49.69300,5.17000,5.07000
2018-12-31,2266.09600,1426.02900,840.06700,443.85400,,508.68400,331.38310,-49.70200,281.68100,54.46300,227.21800,227.21800,1.50600,226.37300,493.16200,331.38310,47.94700,49.01800,4.72000,4.62000
2017-12-31,1857.60100,1156.68300,700.91800,371.26600,,412.63600,288.28200,8.67300,296.95500,171.36900,125.58600,125.58600,-0.13700,123.35500,419.44100,288.28200,47.48100,48.56400,2.60000,2.54000
2016-12-31,1681.43200,1037.47300,643.95900,364.70800,,406.40700,237.55200,-14.63100,222.92100,66.83500,156.08600,156.08600,0.28000,154.76500,364.21000,237.55200,47.01400,47.95800,3.29000,3.23000
2015-12-31,1363.30200,832.21000,531.09200,300.41400,,324.64300,206.44900,-11.02100,195.42800,43.39100,152.03700,152.03700,-0.95000,149.31300,301.33000,206.44900,46.49600,47.63400,3.21000,3.13000
2014-12-31,1297.66200,825.00200,472.66000,269.03300,,294.99000,177.67000,-0.07500,177.59500,47.67100,129.92400,129.92400,-1.72600,126.69800,275.84000,177.67000,46.62700,47.55800,2.72000,2.66000
2013-12-31,1165.52800,770.62600,394.90200,225.69500,,243.50100,151.40090,-13.07400,138.32700,32.91100,105.41600,105.41600,-1.26500,102.82800,257.59790,151.40090,47.74000,48.48900,2.15000,2.12000
2012-12-31,1129.53000,737.44900,392.08110,208.24800,,226.31600,165.76510,-36.01900,129.74600,27.62800,102.11800,102.11800,-4.25200,97.29500,264.66210,165.76510,47.91200,48.40600,2.03000,2.01000
2011-12-31,1142.64700,740.40500,402.24190,198.64800,-7.49200,227.93610,174.30590,-41.64400,132.66200,17.14000,115.52200,115.52200,-5.54500,109.56600,279.54590,174.30590,50.82300,51.31800,2.16000,2.14000
2010-12-31,1133.41600,748.65600,384.76000,232.48900,-121.37800,683.27200,-298.51210,-35.57000,-334.08200,0.02300,-334.10500,-334.10500,-8.01200,-336.66900,119.91390,-298.51210,62.56100,62.56100,-5.38000,-5.38000
2009-12-31,1171.64200,748.65000,422.99190,227.66300,0.00000,253.37900,169.61290,-18.05600,151.55700,40.35400,111.20300,111.20300,1.39900,114.44100,273.37290,169.61290,65.36600,65.63600,1.75000,1.74000
