,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,116609.00000,25249.00000,91360.00000,35338.00000,27078.00000,62416.00000,28944.00000,-125.00000,28819.00000,5619.00000,23200.00000,23200.00000,23200.00000,37630.00000,28944.00000,2687.00000,2702.00000,8.63000,8.59000
2021-12-31,117929.00000,22649.00000,95280.00000,24655.00000,23872.00000,48527.00000,46753.00000,531.00000,47284.00000,7914.00000,39370.00000,39370.00000,39370.00000,54720.00000,46753.00000,2815.00000,2859.00000,13.99000,13.77000
2020-12-31,85965.00000,16692.00000,69273.00000,18447.00000,18155.00000,36602.00000,32671.00000,509.00000,33180.00000,4034.00000,29146.00000,29146.00000,29146.00000,39533.00000,32671.00000,2851.00000,2888.00000,10.22000,10.09000
2019-12-31,70697.00000,12770.00000,57927.00000,13600.00000,20341.00000,33941.00000,23986.00000,826.00000,24812.00000,6327.00000,18485.00000,18485.00000,18485.00000,29727.00000,23986.00000,2854.00000,2876.00000,6.48000,6.43000
2018-12-31,55838.00000,9355.00000,46483.00000,10273.00000,11297.00000,21570.00000,24913.00000,448.00000,25361.00000,3249.00000,22112.00000,22112.00000,22111.00000,29228.00000,24913.00000,2890.00000,2921.00000,7.65000,7.57000
2017-12-31,40653.00000,5454.00000,35199.00000,7754.00000,7242.00000,14996.00000,20203.00000,391.00000,20594.00000,4660.00000,15934.00000,15934.00000,15920.00000,23228.00000,20203.00000,2901.00000,2956.00000,5.49000,5.39000
2016-12-31,27638.00000,3789.00000,23849.00000,5919.00000,5503.00000,11422.00000,12427.00000,91.00000,12518.00000,2301.00000,10217.00000,10217.00000,10188.00000,14769.00000,12427.00000,2863.00000,2925.00000,3.56000,3.49000
2015-12-31,17928.00000,2867.00000,15061.00000,4816.00000,4020.00000,8836.00000,6225.00000,-31.00000,6194.00000,2506.00000,3688.00000,3688.00000,3669.00000,8170.00000,6225.00000,2803.00000,2853.00000,1.31000,1.29000
2014-12-31,12466.00000,2153.00000,10313.00000,2666.00000,2653.00000,5319.00000,4994.00000,-84.00000,4910.00000,1970.00000,2940.00000,2940.00000,2925.00000,6237.00000,4994.00000,2614.00000,2664.00000,1.12000,1.10000
2013-12-31,7872.00000,1875.00000,5997.00000,1415.00000,1778.00000,3193.00000,2804.00000,-50.00000,2754.00000,1254.00000,1500.00000,1500.00000,1491.00000,3815.00000,2804.00000,2420.00000,2517.00000,0.62000,0.60000
2012-12-31,5089.00000,1364.00000,3725.00000,1399.00000,1788.00000,3187.00000,538.00000,-44.00000,494.00000,441.00000,53.00000,53.00000,32.00000,1187.00000,538.00000,2006.00000,2166.00000,0.02000,0.01000
2011-12-31,3711.00000,860.00000,2851.00000,388.00000,707.00000,1095.00000,1756.00000,-61.00000,1695.00000,695.00000,1000.00000,1000.00000,668.00000,2079.00000,1756.00000,1294.00000,1508.00000,0.52000,0.46000
2010-12-31,1974.00000,493.00000,1481.00000,144.00000,305.00000,449.00000,1032.00000,-24.00000,1008.00000,402.00000,606.00000,606.00000,372.00000,1171.00000,1032.00000,1107.00000,1414.00000,0.34000,0.28000
2009-12-31,777.00000,223.00000,554.00000,87.00000,205.00000,292.00000,262.00000,-8.00000,254.00000,25.00000,229.00000,229.00000,122.00000,340.00000,262.00000,1020.00000,2732.00000,0.12000,0.10000
