,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11737.07000,8793.63900,2943.42700,2003.43800,2699.21100,244.21780,-60.32400,183.89300,158.11000,25.78300,25.78300,,25.24700,1535.45300,244.21780,63.82600,64.06200,0.40000,0.39000
2021-12-31,11200.61000,7931.87900,3268.73400,1933.72300,1933.72300,1335.01200,-45.01800,1289.99300,256.44500,1033.54800,1033.54800,,1033.15900,1926.72300,1335.01200,68.85200,69.14500,15.01000,14.94000
2020-12-31,9552.19700,7121.50700,2430.69000,1794.68800,1794.68800,636.00200,-51.62800,584.37400,68.64700,515.72710,515.72710,,515.59500,1243.50900,636.00200,71.21400,71.40100,7.24000,7.22000
2019-12-31,9970.67200,7294.62900,2676.04300,1848.81900,1848.81900,827.22360,-77.67900,749.54500,4.97400,744.57100,744.57100,,744.21100,1463.58200,827.22360,71.98600,72.26400,10.34000,10.30000
2018-12-31,9983.63400,7145.56400,2838.07000,1742.74400,1742.74400,1095.32600,-46.12500,1049.20100,184.34600,864.85500,864.85500,,857.81200,1617.09100,1095.32600,74.41300,74.77300,11.53000,11.47000
2017-12-31,9491.29000,6494.87600,2996.41400,1642.24100,1642.24100,1354.17300,-36.31600,1317.85700,343.16500,974.69200,974.69200,,971.63800,1800.84500,1354.17300,74.35700,74.83900,13.07000,12.98000
2016-12-31,8959.08700,6146.26200,2812.82500,1532.88200,1532.88200,1279.94300,-38.81800,1241.12500,307.55900,933.56600,933.56600,,930.23900,1737.31500,1279.94300,74.10400,74.56800,12.55000,12.48000
2015-12-31,8071.56300,5660.87700,2410.68600,1573.12000,1573.12000,837.56590,-88.70500,748.86100,131.87500,616.98600,616.98600,,615.30200,1200.21300,837.56590,73.51600,74.04300,8.37000,8.31000
2014-12-31,7803.44600,5649.25400,2154.19200,1381.39600,1381.39600,772.79590,-108.90500,663.89100,131.63700,532.25400,532.25400,,531.96500,1118.36600,772.79590,72.83700,73.36300,7.30000,7.25000
2013-12-31,7348.75400,5427.94500,1920.80900,1373.87800,1373.87800,546.93120,-101.36000,445.57100,78.38500,367.18600,367.18600,-17.89500,348.78600,855.80210,546.93120,71.77300,72.30100,4.86000,4.82000
2012-12-31,5787.98000,4297.92200,1490.05800,1110.55000,1110.55000,379.50830,-75.01600,304.49200,53.59900,250.89300,250.89300,,250.25800,659.80130,379.50830,68.98800,69.30600,3.63000,3.61000
2011-12-31,5642.25800,4225.37900,1416.87900,1101.33700,1101.33700,315.54200,-115.66800,199.87400,21.64900,178.22500,178.22500,,173.92200,613.27600,315.54200,68.73600,68.96400,2.53000,2.52000
2010-12-31,5319.07200,3916.47200,1402.60000,1088.43100,1088.43100,314.16890,-121.52100,192.64800,2.71300,189.93500,189.93500,,182.22700,610.94200,314.16890,68.57800,68.78400,2.66000,2.65000
2009-12-31,5344.02400,4111.79400,1232.23000,1188.50000,1188.50000,43.73000,-121.44300,-77.71300,-76.69400,-1.01900,-1.01900,,-5.49900,346.73400,43.73000,68.45200,68.45200,-0.08000,-0.08000
