,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,22362.00000,13142.00000,9220.00000,1835.00000,-4830.00000,6736.00000,2484.00000,-226.00000,2258.00000,443.00000,1815.00000,1815.00000,,1794.00000,2484.00000,2484.00000,324.80000,329.50000,5.52000,5.44000
2021-12-31,22390.00000,12729.00000,9661.00000,1680.00000,-4779.00000,6530.00000,3131.00000,-235.00000,2896.00000,531.00000,2365.00000,2365.00000,,2344.00000,3740.00000,3131.00000,349.10000,354.10000,6.71000,6.62000
2020-12-31,20523.00000,11805.00000,8718.00000,1706.00000,-4480.00000,6258.00000,2460.00000,-340.00000,2120.00000,383.00000,1737.00000,1737.00000,,1716.00000,3062.00000,2460.00000,358.30000,360.60000,4.79000,4.76000
2019-12-31,20740.00000,11472.00000,9268.00000,1622.00000,-4580.00000,6268.00000,3000.00000,-440.00000,2560.00000,475.00000,2085.00000,2085.00000,,2064.00000,3438.00000,3000.00000,360.90000,364.90000,5.72000,5.66000
2018-12-31,18955.00000,11165.00000,7790.00000,1384.00000,-4281.00000,5733.00000,2057.00000,-304.00000,1753.00000,268.00000,1485.00000,1485.00000,322.00000,1801.00000,2562.00000,2057.00000,358.40000,364.10000,5.03000,4.95000
2017-12-31,17162.00000,10174.00000,6988.00000,1372.00000,-4563.00000,5949.00000,1039.00000,-316.00000,723.00000,985.00000,-262.00000,-262.00000,-2869.00000,-3131.00000,1472.00000,1039.00000,363.70000,363.70000,-8.61000,-8.61000
2016-12-31,16291.00000,9961.00000,6330.00000,1377.00000,-3525.00000,4906.00000,1424.00000,-977.00000,447.00000,-166.00000,613.00000,613.00000,283.00000,896.00000,1955.00000,1424.00000,387.70000,394.80000,2.31000,2.27000
2015-12-31,15997.00000,9325.00000,6672.00000,1364.00000,-3459.00000,4827.00000,1845.00000,-367.00000,1478.00000,289.00000,1189.00000,1189.00000,493.00000,1682.00000,2330.00000,1845.00000,415.50000,425.20000,4.05000,3.96000
2014-12-31,18614.00000,10805.00000,7809.00000,1729.00000,-4028.00000,5757.00000,2052.00000,-353.00000,1699.00000,350.00000,1349.00000,1349.00000,-551.00000,798.00000,2693.00000,2052.00000,441.80000,460.20000,1.81000,1.73000
2013-12-31,20673.00000,11048.00000,9625.00000,1794.00000,-4176.00000,5970.00000,3655.00000,-2184.00000,1471.00000,246.00000,1225.00000,1225.00000,-1049.00000,166.00000,5215.00000,3655.00000,447.70000,490.60000,0.37000,0.36000
2012-12-31,22086.00000,13195.00000,8891.00000,1990.00000,-5090.00000,7080.00000,1811.00000,-1900.00000,-89.00000,-309.00000,220.00000,220.00000,-258.00000,-80.00000,4266.00000,1811.00000,437.70000,465.90000,-0.18000,-0.18000
2011-12-31,21733.00000,13282.00000,8451.00000,2444.00000,-5269.00000,7743.00000,708.00000,-508.00000,200.00000,-373.00000,573.00000,573.00000,139.00000,670.00000,2154.00000,708.00000,445.00000,478.00000,1.51000,1.40000
2010-12-31,22049.00000,12251.00000,9798.00000,1692.00000,-5326.00000,7018.00000,2780.00000,-508.00000,2272.00000,572.00000,1700.00000,1700.00000,-64.00000,1121.00000,3509.00000,2780.00000,431.50000,481.50000,2.60000,2.40000
2009-12-31,24433.00000,17019.00000,7414.00000,4257.00000,-4370.00000,8659.00000,-1245.00000,-476.00000,-1721.00000,-838.00000,-883.00000,-883.00000,-4.00000,-1014.00000,671.00000,-1245.00000,346.30000,346.30000,-2.93000,-2.93000
