,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,17227.04000,9355.23200,7871.80700,1604.24800,885.73700,,2489.98800,5381.82100,-188.70800,5193.11400,587.82800,4605.28600,4605.28600,4605.28600,5715.56100,5381.82100,139.89900,140.62800,32.92000,32.75000
2021-06-30,14626.15000,7820.84400,6805.30600,1493.40800,829.87500,,2323.28600,4482.02300,-111.21900,4370.80400,462.34600,3908.45800,3908.45800,3908.45800,4789.17400,4482.02300,143.60900,145.32000,27.22000,26.90000
2020-06-30,10044.74000,5436.04300,4608.69300,1252.41200,682.47900,,1934.89100,2673.80200,-98.82400,2574.97800,323.22500,2251.75300,2251.75300,2251.75300,2942.32700,2673.80200,144.81400,149.09000,15.55000,15.10000
2019-06-30,9653.55900,5295.10000,4358.45800,1191.32000,702.40700,,1893.72700,2464.73100,-18.16100,2446.57100,255.14100,2191.43000,2191.43000,2191.43000,2774.01200,2464.73100,152.47800,159.91500,14.37000,13.70000
2018-06-30,11077.00000,5911.96600,5165.03200,1189.51400,762.21900,,1951.73300,3213.29900,-61.51000,3151.78900,771.10800,2380.68100,2380.68100,2380.68100,3554.12200,3213.29900,161.64300,180.78200,14.73000,13.17000
2017-06-30,8013.62000,4410.26100,3603.35900,1033.74200,667.48500,,1701.22700,1902.13200,-90.45900,1811.67300,113.91000,1697.76300,1697.76300,1697.76300,2234.31900,1902.13200,162.22200,183.77000,10.47000,9.24000
2016-06-30,5885.89300,3266.97100,2618.92200,913.71200,630.95400,,1544.66600,1074.25600,-114.13900,960.11700,46.06800,914.04900,914.04900,914.04900,1435.80600,1074.25600,158.91900,175.15900,5.75000,5.22000
2015-06-30,5259.31200,2974.97600,2284.33600,825.24200,591.61100,,1496.29700,788.03910,-47.18900,740.85000,85.27300,655.57700,655.57700,655.57700,1182.95300,788.03910,159.62900,177.06700,4.11000,3.70000
2014-06-30,4607.30900,2599.82800,2007.48100,716.47100,613.34100,,1329.81200,677.66920,45.69400,723.36300,91.07400,632.28900,632.28900,632.28900,1005.40500,677.66920,164.74100,174.50300,3.84000,3.62000
2013-06-30,3598.91600,2195.85700,1403.05900,683.68800,601.30000,,1284.98800,118.07100,-51.41300,66.65800,-47.22100,113.87900,113.87900,113.87900,456.10710,118.07100,168.93200,173.43000,0.67000,0.66000
2012-06-30,2665.19200,1581.12300,1084.06900,444.55900,401.77700,,846.33600,237.73290,-33.31500,204.41800,35.69500,168.72300,168.72300,168.72300,365.58590,237.73290,124.17600,125.23300,1.36000,1.35000
2011-06-30,3237.69300,1740.46100,1497.23200,373.29300,308.07500,,692.94700,804.28490,-3.40900,800.87600,77.12800,723.74800,723.74800,723.74800,882.59790,804.28490,123.52900,125.01900,5.86000,5.79000
2010-06-30,2133.77600,1163.84100,969.93490,320.85900,240.94200,38.59000,544.52500,425.40990,4.73100,430.14100,83.47200,346.66900,346.66900,346.66900,496.81090,425.40990,126.93300,128.12600,2.73000,2.71000
2009-06-30,1115.94600,727.21200,388.73410,288.26900,233.06100,-7.87900,669.97700,-281.24300,18.15000,-263.09300,39.05500,-302.14800,-302.14800,-302.14800,-112.57100,-281.24300,125.59500,125.59500,-2.41000,-2.41000
