,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4564.73700,3042.73300,1522.00400,159.77400,691.12100,-1.45900,955.67400,566.33010,-57.86400,508.46600,99.59600,408.87000,408.87000,399.50200,725.70510,566.33010,63.11700,64.68100,5.55000,5.42000
2021-12-31,3737.18400,2377.10200,1360.08200,104.30300,463.29200,-21.46500,638.94600,721.13600,-29.61000,691.52600,134.95700,556.56900,556.56900,550.49400,815.76600,721.13600,62.68600,64.25300,8.51000,8.30000
2020-12-31,2485.20000,1527.54600,957.65390,80.25100,364.60600,-1.41100,478.54800,479.10600,-32.91500,446.19100,98.97300,347.21800,347.21800,350.57600,550.47690,479.10600,62.28100,63.73800,5.61000,5.48000
2019-12-31,2204.33600,1406.58400,797.75200,68.39400,326.70000,-1.85100,425.58900,372.16300,-52.55600,319.60700,67.29900,252.30800,252.30800,253.26000,437.78400,372.16300,61.92700,62.86500,4.09000,4.03000
2018-12-31,2023.46400,1298.42400,725.04000,50.01900,295.72800,,367.85900,357.18100,-46.10500,311.07600,69.85600,241.22000,241.22000,220.28700,409.33800,357.18100,61.66200,62.23300,3.57000,3.54000
2017-12-31,1679.37300,1094.58700,584.78600,42.86900,262.42200,,334.15200,250.63400,-46.93500,203.69900,44.14200,159.55700,159.55700,158.71700,306.13800,250.63400,62.04100,62.64290,2.56000,2.53000
2016-12-31,1447.74300,935.32200,512.42100,37.16300,239.55300,,309.66900,202.75200,-49.05500,153.69700,56.51900,97.17800,97.17800,96.24500,261.11000,202.75200,64.90580,65.38280,1.48000,1.47000
2015-12-31,1317.29900,857.34900,459.95000,32.92200,183.18900,,280.38900,179.56090,-56.57800,122.98300,45.23600,77.74700,77.74700,77.74700,225.32290,179.56090,68.09600,69.20000,1.14000,1.12000
2014-12-31,1460.91900,944.70000,516.21890,31.49400,175.20300,4.87700,222.84400,293.37490,-35.01300,258.36200,83.74900,174.61300,174.61300,174.61300,334.71990,293.37490,68.53800,70.17100,2.55000,2.49000
2013-12-31,1485.76500,916.20500,569.56000,29.27100,163.00500,,218.09500,351.46500,-72.74900,278.71600,104.17700,174.53900,174.53900,174.53900,395.39200,351.46500,68.08200,69.66800,2.56000,2.51000
2012-12-31,1176.30600,735.90600,440.40000,23.49900,147.47900,,216.84500,223.55500,-67.20300,156.35200,63.12900,93.22300,93.22300,93.22300,283.55600,223.55500,67.36100,69.19300,1.38000,1.35000
2011-12-31,791.97600,497.32200,294.65400,16.47600,107.78800,,181.67310,112.98100,-26.01500,86.96600,-237.67700,324.64300,324.64300,324.64300,171.09000,112.98100,67.13000,67.79700,4.84000,4.79000
2010-12-31,592.88000,355.52300,237.35700,14.70000,80.55300,,147.06100,90.29600,-33.07600,57.22000,0.30700,56.91300,56.91300,-97.95200,152.17500,90.29600,59.38900,59.38900,-1.65000,-1.65000
2009-12-31,588.24800,352.39800,235.85000,10.84200,74.53600,,137.33800,98.51200,-55.11800,43.39400,0.33900,43.05500,43.05500,-71.28700,185.82600,98.51200,0.02600,0.02600,-2741.80800,-2741.80800
