,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14876.80000,10491.70000,4385.10000,1996.60000,2611.20000,1773.90000,-191.30000,1582.60000,302.00000,1280.60000,1280.60000,1279.10000,2679.30000,1773.90000,91.10000,91.60000,14.05000,13.97000
2021-12-31,16120.90000,10496.60000,5624.30100,1952.10000,2364.80000,3259.50200,-132.90000,3126.60000,747.10000,2379.50000,2379.50000,2377.30000,4004.60200,3259.50200,96.70000,97.50000,24.60000,24.39000
2020-12-31,13978.50000,9025.70000,4952.80000,1729.30000,2507.40000,2445.40000,-226.30000,2219.10000,662.10000,1557.00000,1557.00000,1556.10000,3532.20000,2445.40000,97.30000,98.00000,15.99000,15.88000
2019-12-31,11554.80000,8302.30000,3252.50000,1624.50000,1922.30000,1330.20000,-225.30000,1104.90000,280.00000,824.90000,824.90000,823.80000,1907.40000,1330.20000,97.90000,98.60000,8.42000,8.35000
2018-12-31,11333.40000,8157.00000,3176.40000,1570.90000,1850.70000,1325.70000,-57.40000,1268.30000,384.40000,883.90000,883.90000,883.70000,1877.80000,1325.70000,101.40000,102.60000,8.71000,8.61000
2017-12-31,10308.00000,7216.20000,3091.80000,1499.20000,1786.60100,1305.19900,-227.70000,1077.50000,-155.40000,1232.90000,1232.90000,1227.10000,1838.39900,1305.19900,102.40000,103.90000,11.99000,11.81000
2016-12-31,9552.90000,6698.90000,2854.00000,1345.50000,1583.40100,1270.60000,-197.00000,1073.60000,360.70000,712.90000,712.90000,711.80000,1771.40000,1270.60000,102.50000,104.30000,6.94000,6.82000
2015-12-31,8680.10000,5776.80000,2903.30000,1628.10000,1906.50000,996.79980,-270.80000,726.00000,287.30000,438.70000,438.70000,437.60000,1456.60000,996.79980,98.80000,100.60000,4.43000,4.35000
2014-12-31,6011.60000,3808.50000,2203.10000,1204.30000,1298.80000,904.30030,-83.70000,820.60000,308.00000,512.60000,512.60000,511.20000,1151.80000,904.30030,84.80000,86.40000,6.03000,5.91000
2013-12-31,5808.30000,3585.10000,2223.20000,1128.80000,1232.30000,990.89990,-75.30000,915.60000,340.20000,575.40000,575.40000,573.80000,1223.30000,990.89990,90.20000,91.80000,6.36000,6.25000
2012-12-31,5671.40000,3421.70000,2249.70000,1114.60000,1226.20000,1023.50000,-79.30000,944.20000,359.40000,584.80000,584.80000,583.10000,1256.00000,1023.50000,95.70000,97.40000,6.09000,5.99000
2011-12-31,5542.30000,3267.60000,2274.70000,1159.60000,1326.30000,948.39990,-82.30000,866.10000,333.00000,533.10000,533.10000,519.70000,1183.70000,948.39990,100.00000,101.80000,5.20000,5.11000
2010-12-31,5003.90000,2906.10000,2097.80000,1034.30000,1119.00000,978.79980,-63.20000,915.60000,344.00000,571.60000,571.60000,558.20000,1188.20000,978.79980,103.00000,105.40000,5.42000,5.29000
2009-12-31,4694.70000,2723.80000,1970.90000,958.90000,1035.00000,935.89990,-51.30000,884.60000,329.00000,555.60000,555.60000,543.30000,1139.30000,935.89990,107.40000,109.10000,5.06000,4.98000
